qid,property_count,properties,restored_from_xml,entity_type
Q60633,1,P39,False,unlabeled
Q60636,1,P39,False,unlabeled
Q60642,1,P39,False,unlabeled
Q60645,1,P39,False,unlabeled
Q60651,1,P39,False,unlabeled
Q60654,5,"P39,P5,P11,P60,P46",True,restored
Q60657,1,P39,False,unlabeled
Q60663,1,P39,False,unlabeled
Q60675,1,P39,False,unlabeled
Q60678,1,P39,False,unlabeled
Q60684,1,P39,False,unlabeled
Q60702,5,"P39,P5,P11,P60,P46",True,restored
Q60720,1,P39,False,unlabeled
Q60723,1,P39,False,unlabeled
Q60726,1,P39,False,unlabeled
Q60729,1,P39,False,unlabeled
Q60732,1,P39,False,unlabeled
Q60735,1,P39,False,unlabeled
Q60738,1,P39,False,unlabeled
Q60741,1,P39,False,unlabeled
Q60747,1,P39,False,unlabeled
Q60750,1,P39,False,unlabeled
Q60753,1,P39,False,unlabeled
Q60756,1,P39,False,unlabeled
Q60762,1,P39,False,unlabeled
Q60765,1,P39,False,unlabeled
Q60768,1,P39,False,unlabeled
Q60774,1,P39,False,unlabeled
Q60780,1,P39,False,unlabeled
Q60783,1,P39,False,unlabeled
Q60786,1,P39,False,unlabeled
Q60789,1,P39,False,unlabeled
Q60792,1,P39,False,unlabeled
Q60795,1,P39,False,unlabeled
Q60798,1,P39,False,unlabeled
Q60801,1,P39,False,unlabeled
Q60804,1,P39,False,unlabeled
Q60810,1,P39,False,unlabeled
Q60813,1,P39,False,unlabeled
Q6083,1,P39,False,unlabeled
Q60834,1,P39,False,unlabeled
Q60837,1,P39,False,unlabeled
Q60840,1,P39,False,unlabeled
Q60843,1,P39,False,unlabeled
Q60849,1,P39,False,unlabeled
Q60852,1,P39,False,unlabeled
Q60858,1,P39,False,unlabeled
Q60861,1,P39,False,unlabeled
Q60864,1,P39,False,unlabeled
Q60867,1,P39,False,unlabeled
Q60870,1,P39,False,unlabeled
Q60876,1,P39,False,unlabeled
Q60879,1,P39,False,unlabeled
Q60888,1,P39,False,unlabeled
Q60894,1,P39,False,unlabeled
Q60897,1,P39,False,unlabeled
Q60900,1,P39,False,unlabeled
Q60904,1,P39,False,unlabeled
Q60907,1,P39,False,unlabeled
Q60910,1,P39,False,unlabeled
Q60916,1,P39,False,unlabeled
Q60928,1,P39,False,unlabeled
Q60931,1,P39,False,unlabeled
Q60934,1,P39,False,unlabeled
Q60937,1,P39,False,unlabeled
Q60946,1,P39,False,unlabeled
Q60949,1,P39,False,unlabeled
Q60952,1,P39,False,unlabeled
Q60958,1,P39,False,unlabeled
Q60961,1,P39,False,unlabeled
Q60985,1,P39,False,unlabeled
Q60994,1,P39,False,unlabeled
Q61000,1,P39,False,unlabeled
Q61012,1,P39,False,unlabeled
Q61015,1,P39,False,unlabeled
Q61018,1,P39,False,unlabeled
Q61021,1,P39,False,unlabeled
Q61039,1,P39,False,unlabeled
Q61042,1,P39,False,unlabeled
Q61045,1,P39,False,unlabeled
Q61054,1,P39,False,unlabeled
Q61093,1,P39,False,unlabeled
Q61096,1,P39,False,unlabeled
Q61123,1,P39,False,unlabeled
Q61126,1,P39,False,unlabeled
Q61129,1,P39,False,unlabeled
Q61132,1,P39,False,unlabeled
Q61135,1,P39,False,unlabeled
Q61141,1,P39,False,unlabeled
Q61189,1,P39,False,unlabeled
Q61294,1,P39,False,unlabeled
Q61297,1,P39,False,unlabeled
Q61309,1,P39,False,unlabeled
Q61393,1,P39,False,unlabeled
Q6144,1,P39,False,unlabeled
Q6155,1,P39,False,unlabeled
Q61552,1,P39,False,unlabeled
Q6176,1,P39,False,unlabeled
Q6207,1,P39,False,unlabeled
Q6217,1,P39,False,unlabeled
Q6238,1,P39,False,unlabeled
Q62518,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q62674,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q6269,1,P39,False,unlabeled
Q62693,1,P39,False,unlabeled
Q62731,8,"P39,P47,P48,P20,P5,P11,P15,P60",True,restored
Q62759,1,P39,False,unlabeled
Q6280,1,P39,False,unlabeled
Q62872,6,"P39,P47,P5,P11,P15,P60",True,restored
Q6311,1,P39,False,unlabeled
Q6332,1,P39,False,unlabeled
Q6343,1,P39,False,unlabeled
Q6354,1,P39,False,unlabeled
Q68273,5,"P39,P5,P11,P60,P46",True,restored
Q68321,5,"P39,P5,P11,P60,P46",True,restored
Q68326,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q68387,5,"P39,P5,P11,P60,P46",True,restored
Q68449,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68450,5,"P39,P5,P11,P60,P46",True,restored
Q68458,6,"P39,P48,P5,P11,P15,P60",True,restored
Q68464,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68507,5,"P39,P5,P11,P60,P46",True,restored
Q68555,5,"P39,P5,P11,P60,P46",True,restored
Q68566,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68594,5,"P39,P5,P11,P60,P46",True,restored
Q68614,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68618,7,"P20,P42,P39,P5,P11,P60,P46",True,restored
Q68636,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q68928,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q68931,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q69089,6,"P39,P47,P5,P11,P15,P60",True,restored
Q69226,6,"P20,P39,P5,P11,P60,P46",True,restored
Q69299,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q69304,5,"P39,P5,P11,P60,P46",True,restored
Q69355,5,"P39,P5,P11,P60,P46",True,restored
Q69361,5,"P39,P5,P11,P60,P46",True,restored
Q69409,5,"P39,P5,P11,P60,P46",True,restored
Q69445,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q69484,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q69569,6,"P20,P39,P5,P11,P60,P46",True,restored
Q69572,6,"P20,P39,P5,P11,P60,P46",True,restored
Q69623,6,"P47,P39,P5,P11,P60,P46",True,restored
Q69626,6,"P48,P39,P5,P11,P60,P46",True,restored
Q69665,8,"P20,P47,P48,P39,P5,P11,P60,P46",True,restored
Q69692,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q69748,6,"P39,P47,P5,P11,P15,P60",True,restored
Q70136,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q70154,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q70194,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q70508,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q70509,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q71134,7,"P39,P48,P42,P5,P11,P15,P60",True,restored
Q71317,6,"P39,P47,P5,P11,P15,P60",True,restored
Q72281,11,"P39,P42,P20,P47,P48,P5,P11,P8,P7,P15",True,restored
Q63937,1,P39,False,unlabeled
Q63940,1,P39,False,unlabeled
Q63946,1,P39,False,unlabeled
Q63949,1,P39,False,unlabeled
Q63955,1,P39,False,unlabeled
Q63976,1,P39,False,unlabeled
Q63979,1,P39,False,unlabeled
Q63985,1,P39,False,unlabeled
Q63991,1,P39,False,unlabeled
Q63994,1,P39,False,unlabeled
Q64034,1,P39,False,unlabeled
Q64060,1,P39,False,unlabeled
Q64078,1,P39,False,unlabeled
Q64081,1,P39,False,unlabeled
Q64090,1,P39,False,unlabeled
Q64100,1,P39,False,unlabeled
Q64103,1,P39,False,unlabeled
Q64151,1,P39,False,unlabeled
Q64157,1,P39,False,unlabeled
Q64182,1,P39,False,unlabeled
Q64206,1,P39,False,unlabeled
Q64269,1,P39,False,unlabeled
Q64272,1,P39,False,unlabeled
Q64293,1,P39,False,unlabeled
Q64368,1,P39,False,unlabeled
Q64371,1,P39,False,unlabeled
Q64374,1,P39,False,unlabeled
Q64631,1,P39,False,unlabeled
Q64664,1,P39,False,unlabeled
Q65009,1,P39,False,unlabeled
Q65094,1,P39,False,unlabeled
Q65132,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65267,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65270,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q65273,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q65763,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65766,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65772,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65775,6,"P39,P47,P5,P11,P15,P60",True,restored
Q65778,6,"P39,P47,P5,P11,P15,P60",True,restored
Q66167,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q66170,6,"P39,P47,P5,P11,P15,P60",True,restored
Q66305,6,"P39,P47,P5,P11,P15,P60",True,restored
Q66611,6,"P39,P47,P5,P11,P15,P60",True,restored
Q66616,5,"P39,P5,P11,P60,P46",True,restored
Q66617,6,"P39,P47,P5,P11,P15,P60",True,restored
Q66626,6,"P39,P47,P5,P11,P15,P60",True,restored
Q67037,7,"P39,P48,P20,P5,P11,P15,P60",True,restored
Q67043,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q67126,5,"P39,P5,P11,P60,P46",True,restored
Q67135,5,"P39,P5,P11,P60,P46",True,restored
Q67139,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q67175,6,"P39,P47,P5,P11,P15,P60",True,restored
Q67908,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q67951,6,"P20,P39,P5,P11,P60,P46",True,restored
Q67993,5,"P39,P5,P11,P60,P46",True,restored
Q68015,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q68031,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68037,6,"P39,P47,P5,P11,P15,P60",True,restored
Q68055,6,"P39,P47,P5,P11,P15,P60",True,restored
Q72717,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q72879,9,"P39,P42,P20,P47,P5,P11,P7,P15,P60",True,restored
Q73122,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q73290,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q73350,7,"P39,P20,P5,P11,P7,P15,P60",True,restored
Q73761,10,"P39,P20,P47,P48,P5,P11,P8,P7,P15,P60",True,restored
Q74003,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74043,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74237,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74491,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74512,8,"P39,P20,P47,P48,P5,P11,P15,P60",True,restored
Q74536,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74539,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74554,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74563,9,"P39,P42,P20,P47,P48,P5,P11,P15,P60",True,restored
Q74632,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74638,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q74852,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q75865,8,"P39,P42,P20,P47,P5,P11,P15,P60",True,restored
Q76018,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76349,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76568,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76684,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76708,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76912,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q76921,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q82345,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82435,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82437,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82439,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82726,1,P39,False,unlabeled
Q82772,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82775,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82783,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82785,6,"P47,P39,P5,P11,P60,P46",True,restored
Q82787,6,"P47,P39,P5,P11,P60,P46",True,restored
Q83047,5,"P39,P5,P11,P60,P46",True,restored
Q83049,5,"P39,P5,P11,P60,P46",True,restored
Q83139,5,"P39,P5,P11,P60,P46",True,restored
Q83342,5,"P39,P5,P11,P60,P46",True,restored
Q83346,5,"P39,P5,P11,P60,P46",True,restored
Q83352,5,"P39,P5,P11,P60,P46",True,restored
Q83371,6,"P39,P48,P5,P11,P15,P60",True,restored
Q83540,1,P39,False,unlabeled
Q83628,5,"P39,P5,P11,P60,P46",True,restored
Q83632,5,"P39,P5,P11,P60,P46",True,restored
Q83696,5,"P39,P5,P11,P60,P46",True,restored
Q83720,5,"P39,P5,P11,P60,P46",True,restored
Q84290,5,"P39,P5,P11,P60,P46",True,restored
Q84294,5,"P39,P5,P11,P60,P46",True,restored
Q84306,5,"P39,P5,P11,P60,P46",True,restored
Q84486,5,"P39,P5,P11,P60,P46",True,restored
Q84568,5,"P39,P5,P11,P60,P46",True,restored
Q84574,5,"P39,P5,P11,P60,P46",True,restored
Q84578,5,"P39,P5,P11,P60,P46",True,restored
Q84646,5,"P39,P5,P11,P60,P46",True,restored
Q84678,5,"P39,P5,P11,P60,P46",True,restored
Q84993,5,"P39,P5,P11,P60,P46",True,restored
Q85133,5,"P39,P5,P11,P60,P46",True,restored
Q85232,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85334,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85433,5,"P39,P5,P11,P60,P46",True,restored
Q85594,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85764,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85782,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85828,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q85940,5,"P39,P5,P11,P60,P46",True,restored
Q85995,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q77137,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77146,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77362,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77418,9,"P42,P20,P47,P48,P39,P5,P11,P60,P46",True,restored
Q77451,8,"P42,P20,P47,P39,P5,P11,P60,P46",True,restored
Q77587,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77797,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77879,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q77967,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77979,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77985,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q77997,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78141,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78276,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78282,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78294,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78300,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78429,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78444,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78938,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78965,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78986,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q78995,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q80067,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q80222,7,"P42,P20,P39,P5,P11,P60,P46",True,restored
Q80279,8,"P47,P48,P20,P39,P5,P11,P60,P46",True,restored
Q80421,6,"P47,P39,P5,P11,P60,P46",True,restored
Q90626,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90630,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90634,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90638,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90642,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90646,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90650,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90654,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90658,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90662,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90663,5,"P39,P5,P11,P15,P60",True,restored
Q90666,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90670,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90710,8,"P39,P42,P20,P47,P5,P11,P15,P60",True,restored
Q90725,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90749,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90801,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90804,5,"P39,P5,P11,P15,P60",True,restored
Q90917,5,"P39,P5,P11,P15,P60",True,restored
Q90925,5,"P39,P5,P11,P15,P60",True,restored
Q90929,5,"P39,P5,P11,P15,P60",True,restored
Q90937,5,"P39,P5,P11,P15,P60",True,restored
Q91033,5,"P39,P5,P11,P15,P60",True,restored
Q91123,5,"P39,P5,P11,P15,P60",True,restored
Q91127,5,"P39,P5,P11,P15,P60",True,restored
Q91135,5,"P39,P5,P11,P15,P60",True,restored
Q91139,5,"P39,P5,P11,P15,P60",True,restored
Q91225,5,"P39,P5,P11,P15,P60",True,restored
Q91235,5,"P39,P5,P11,P15,P60",True,restored
Q91286,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q91350,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q91442,6,"P39,P42,P5,P11,P15,P60",True,restored
Q91563,5,"P39,P5,P11,P15,P60",True,restored
Q91581,5,"P39,P5,P11,P15,P60",True,restored
Q91595,5,"P39,P5,P11,P15,P60",True,restored
Q91601,5,"P39,P5,P11,P15,P60",True,restored
Q91719,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q91767,8,"P39,P47,P48,P20,P5,P11,P15,P60",True,restored
Q92276,8,"P39,P42,P20,P5,P11,P8,P15,P60",True,restored
Q92726,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q92748,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q92750,8,"P39,P47,P48,P20,P5,P11,P15,P60",True,restored
Q93144,6,"P39,P42,P5,P11,P15,P60",True,restored
Q93411,6,"P39,P47,P5,P11,P15,P60",True,restored
Q93518,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q93937,1,P39,False,unlabeled
Q94293,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q94531,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q95060,5,"P39,P5,P11,P60,P46",True,restored
Q99787,9,"P39,P42,P20,P5,P11,P7,P8,P15,P60",True,restored
Q99802,6,"P39,P5,P11,P7,P60,P46",True,restored
Q99918,5,"P39,P5,P11,P60,P46",True,restored
Q99920,5,"P39,P5,P11,P60,P46",True,restored
Q86271,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86358,5,"P39,P5,P11,P60,P46",True,restored
Q86413,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86417,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86421,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86480,5,"P39,P5,P11,P60,P46",True,restored
Q86579,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86593,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86794,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q86800,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87124,9,"P42,P20,P39,P5,P11,P8,P7,P60,P46",True,restored
Q87177,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87187,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87207,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87358,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87415,5,"P39,P5,P11,P60,P46",True,restored
Q87524,6,"P39,P5,P11,P7,P60,P46",True,restored
Q87686,5,"P39,P5,P11,P60,P46",True,restored
Q87693,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q87798,5,"P39,P5,P11,P60,P46",True,restored
Q87839,6,"P39,P5,P11,P7,P60,P46",True,restored
Q88113,7,"P39,P5,P11,P8,P7,P60,P46",True,restored
Q88118,10,"P39,P47,P48,P42,P20,P5,P11,P7,P15,P60",True,restored
Q88234,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q88236,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q88275,5,"P39,P5,P11,P60,P46",True,restored
Q88301,5,"P39,P5,P11,P60,P46",True,restored
Q88431,5,"P39,P5,P11,P60,P46",True,restored
Q88506,11,"P39,P47,P48,P42,P20,P5,P11,P7,P8,P15",True,restored
Q88601,5,"P39,P5,P11,P60,P46",True,restored
Q88615,5,"P39,P5,P11,P60,P46",True,restored
Q88631,5,"P39,P5,P11,P60,P46",True,restored
Q88633,5,"P39,P5,P11,P60,P46",True,restored
Q88643,5,"P39,P5,P11,P60,P46",True,restored
Q88649,5,"P39,P5,P11,P60,P46",True,restored
Q88666,11,"P39,P47,P48,P42,P20,P5,P11,P7,P8,P15",True,restored
Q88695,5,"P39,P5,P11,P60,P46",True,restored
Q88700,5,"P39,P5,P11,P60,P46",True,restored
Q88842,5,"P39,P5,P11,P60,P46",True,restored
Q89026,1,P39,False,unlabeled
Q89043,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q89517,5,"P39,P5,P11,P15,P60",True,restored
Q89619,5,"P39,P5,P11,P15,P60",True,restored
Q89838,5,"P39,P5,P11,P15,P60",True,restored
Q89984,5,"P39,P5,P11,P15,P60",True,restored
Q89997,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q90062,5,"P39,P5,P11,P15,P60",True,restored
Q90078,5,"P39,P5,P11,P15,P60",True,restored
Q90214,5,"P39,P5,P11,P15,P60",True,restored
Q90220,5,"P39,P5,P11,P15,P60",True,restored
Q90251,8,"P39,P47,P42,P20,P5,P11,P15,P60",True,restored
Q90363,5,"P39,P5,P11,P15,P60",True,restored
Q90369,5,"P39,P5,P11,P15,P60",True,restored
Q90513,5,"P39,P5,P11,P15,P60",True,restored
Q90556,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90578,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90592,1,P39,False,unlabeled
Q90614,5,"P39,P5,P11,P15,P60",True,restored
Q90618,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q90622,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q109460,5,"P39,P5,P11,P15,P60",True,restored
Q110071,5,"P39,P5,P11,P15,P60",True,restored
Q110073,5,"P39,P5,P11,P15,P60",True,restored
Q110801,7,"P39,P5,P11,P7,P8,P15,P60",True,restored
Q111016,5,"P39,P5,P11,P15,P60",True,restored
Q111028,5,"P39,P5,P11,P15,P60",True,restored
Q111044,5,"P39,P5,P11,P15,P60",True,restored
Q111082,5,"P39,P5,P11,P15,P60",True,restored
Q111449,7,"P39,P5,P11,P7,P8,P60,P46",True,restored
Q1124,1,P39,False,unlabeled
Q112812,7,"P39,P5,P11,P7,P8,P15,P60",True,restored
Q113435,8,"P39,P5,P15,P45,P55,P62,P11,P60",True,restored
Q113537,8,"P39,P5,P15,P45,P55,P62,P11,P60",True,restored
Q95173,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q95651,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q95678,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q96234,6,"P39,P47,P5,P11,P15,P60",True,restored
Q96236,6,"P39,P47,P5,P11,P15,P60",True,restored
Q96238,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q96240,6,"P39,P47,P5,P11,P15,P60",True,restored
Q96597,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q96917,5,"P39,P5,P11,P60,P46",True,restored
Q97019,5,"P39,P5,P11,P60,P46",True,restored
Q97279,5,"P39,P5,P11,P60,P46",True,restored
Q97449,5,"P39,P5,P11,P60,P46",True,restored
Q97467,5,"P39,P5,P11,P60,P46",True,restored
Q97505,1,P39,False,unlabeled
Q97513,5,"P39,P5,P11,P60,P46",True,restored
Q97679,5,"P39,P5,P11,P60,P46",True,restored
Q97801,6,"P39,P42,P5,P11,P15,P60",True,restored
Q97956,5,"P39,P5,P11,P60,P46",True,restored
Q98098,5,"P39,P5,P11,P60,P46",True,restored
Q98102,5,"P39,P5,P11,P60,P46",True,restored
Q98106,5,"P39,P5,P11,P60,P46",True,restored
Q98264,5,"P39,P5,P11,P60,P46",True,restored
Q98278,5,"P39,P5,P11,P60,P46",True,restored
Q98412,6,"P39,P42,P5,P11,P15,P60",True,restored
Q98414,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q98478,5,"P39,P5,P11,P60,P46",True,restored
Q98484,5,"P39,P5,P11,P60,P46",True,restored
Q98861,5,"P39,P5,P11,P60,P46",True,restored
Q98871,5,"P39,P5,P11,P60,P46",True,restored
Q98891,5,"P39,P5,P11,P60,P46",True,restored
Q99041,5,"P39,P5,P11,P60,P46",True,restored
Q99141,9,"P39,P20,P47,P5,P11,P7,P8,P15,P60",True,restored
Q99354,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q99366,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q99377,5,"P39,P5,P11,P60,P46",True,restored
Q99382,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q99420,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q995,1,P39,False,unlabeled
Q996,1,P39,False,unlabeled
Q116362,5,"P39,P5,P11,P15,P60",True,restored
Q116868,5,"P39,P5,P11,P15,P60",True,restored
Q117937,7,"P39,P5,P11,P7,P8,P60,P46",True,restored
Q118075,12,"P39,P5,P46,P45,P55,P56,P57,P62,P11,P7",True,restored
Q118243,12,"P39,P5,P15,P45,P55,P56,P57,P62,P11,P7",True,restored
Q1198,1,P39,False,unlabeled
Q126699,1,P39,False,unlabeled
Q131895,1,P39,False,unlabeled
Q136398,1,P39,False,unlabeled
