# GEDCOM ID to Wikibase QID Mapping
# Generated by repair_then_upload.py

# Properties
alternate_name	P6
birth_date	P7
burial_date	P9
child	P20
death_date	P8
father	P22
full_name	P5
gedcom_refn	P41
given_name	P3
husband	P18
instance_of	P39
marriage_date	P10
mother	P21
notes_page	P15
occupation	P12
parent_family	P16
residence	P13
sex	P11
source	P14
spouse	P42
spouse_family	P2
surname	P4
wife	P19

@I26434@	Q48179
@I26435@	Q48183
@I26436@	Q48187
@I26437@	Q48191
@I26438@	Q48195
@I26439@	Q48199
@I26440@	Q48203
@I26441@	Q48207
@I26442@	Q48211
@I26443@	Q48215
@I26444@	Q48219
@I26445@	Q48223
@I26446@	Q48227
@I26447@	Q48231
@I26448@	Q48235
@I26449@	Q48239
@I26450@	Q48243
@I26451@	Q48247
@I26452@	Q48251
@I26453@	Q48255
@I26454@	Q48259
@I26455@	Q48263
@I26456@	Q48267
@I26457@	Q48271
@I26458@	Q48275
@I26459@	Q48279
@I26460@	Q48283
@I26461@	Q48287
@I26462@	Q48291
@I26463@	Q48295
@I26464@	Q48299
@I26465@	Q48303
@I26466@	Q48307
@I26467@	Q48311
@I26468@	Q48315
@I26469@	Q48319
@I26470@	Q48323
@I26471@	Q48327
@I26472@	Q48331
@I26473@	Q48335
@I26474@	Q48339
@I26475@	Q48343
@I26476@	Q48347
@I26477@	Q48351
@I26478@	Q48355
@I26479@	Q48359
@I26480@	Q48363
@I26481@	Q48367
@I26482@	Q48371
@I26483@	Q48375
@I26484@	Q48379
@I26485@	Q48383
@I26486@	Q48387
@I26487@	Q48391
@I26488@	Q48395
@I26489@	Q48399
@I26490@	Q48403
@I26491@	Q48407
@I26492@	Q48411
@I26493@	Q48415
@I26494@	Q48419
@I26495@	Q48423
@I26496@	Q48427
@I26497@	Q48432
@I26498@	Q48436
@I26499@	Q48440
@I26500@	Q48444
@I26501@	Q48448
@I26502@	Q48452
@I26503@	Q48456
@I26504@	Q48460
@I26505@	Q48464
@I26506@	Q48468
@I26507@	Q48472
@I26508@	Q48476
@I26509@	Q48481
@I26510@	Q48485
@I26511@	Q48489
@I26512@	Q48493
@I26513@	Q48497
@I26514@	Q48501
@I26515@	Q48505
@I26516@	Q48509
@I26517@	Q48513
@I26518@	Q48517
@I26519@	Q48521
@I26520@	Q48525
@I26521@	Q48529
@I26522@	Q48533
@I26523@	Q48537
@I26524@	Q48541
@I26525@	Q48545
@I26526@	Q48549
@I26527@	Q48554
@I26528@	Q48558
@I26529@	Q48562
@I26530@	Q48566
@I26531@	Q48570
@I26532@	Q48574
@I26533@	Q48578
@I26534@	Q48582
@I26535@	Q48586
@I26536@	Q48590
@I26537@	Q48594
@I26538@	Q48598
@I26539@	Q48602
@I26540@	Q48606
@I26541@	Q48610
@I26542@	Q48614
@I26543@	Q48618
@I26544@	Q48622
@I26545@	Q48626
@I26546@	Q48630
@I26547@	Q48634
@I26548@	Q48638
@I26549@	Q48642
@I26550@	Q48646
@I26551@	Q48650
@I26552@	Q48654
@I26553@	Q48658
@I26554@	Q48662
@I26555@	Q48666
@I26556@	Q48670
@I26557@	Q48674
@I26558@	Q48678
@I26559@	Q48682
@I26560@	Q48686
@I26561@	Q48690
@I26562@	Q48694
@I26563@	Q48698
@I26564@	Q48702
@I26565@	Q48706
@I26566@	Q48710
@I26567@	Q48714
@I26568@	Q48718
@I26569@	Q48722
@I26570@	Q48726
@I26571@	Q48730
@I26572@	Q48734
@I26573@	Q48738
@I26574@	Q48742
@I26575@	Q48746
@I26576@	Q48750
@I26577@	Q48754
@I26578@	Q48758
@I26579@	Q48762
@I26580@	Q48766
@I26581@	Q48770
@I26582@	Q48774
@I26583@	Q48778
@I26584@	Q48782
@I26585@	Q48786
@I26586@	Q48790
@I26587@	Q48794
@I26588@	Q48798
@I26589@	Q48802
@I26590@	Q48806
@I26591@	Q48810
@I26592@	Q48814
@I26593@	Q48818
@I26594@	Q48822
@I26595@	Q48826
@I26596@	Q48830
@I26597@	Q48834
@I26598@	Q48838
@I26599@	Q48842
@I26600@	Q48846
@I26601@	Q48850
@I26602@	Q48854
@I26603@	Q48858
@I26604@	Q48862
@I26605@	Q48866
@I26606@	Q48870
@I26607@	Q48874
@I26608@	Q48878
@I26609@	Q48882
@I26610@	Q48886
@I26611@	Q48890
@I26612@	Q48894
@I26613@	Q48898
@I26614@	Q48902
@I26615@	Q48906
@I26616@	Q48910
@I26617@	Q48914
@I26618@	Q48918
@I26619@	Q48922
@I26620@	Q48926
@I26621@	Q48930
@I26622@	Q48934
@I26623@	Q48938
@I26624@	Q48942
@I26625@	Q48946
@I26626@	Q48950
@I26627@	Q48954
@I26628@	Q48958
@I26629@	Q48962
@I26630@	Q48966
@I26631@	Q48970
@I26632@	Q48974
@I26633@	Q48978
@I26634@	Q48982
@I26635@	Q48986
@I26636@	Q48990
@I26637@	Q48994
@I26638@	Q48998
@I26639@	Q49002
@I26640@	Q49006
@I26641@	Q49010
@I26642@	Q49014
@I26643@	Q49018
@I26644@	Q49022
@I26645@	Q49027
@I26646@	Q49031
@I26647@	Q49035
@I26648@	Q49039
@I26649@	Q49043
@I26650@	Q49047
@I26651@	Q49051
@I26652@	Q49055
@I26653@	Q49059
@I26654@	Q49063
@I26655@	Q49067
@I26656@	Q49071
@I26657@	Q49075
@I26658@	Q49079
@I26659@	Q49083
@I26660@	Q49087
@I26661@	Q49091
@I26662@	Q49095
@I26663@	Q49099
@I26664@	Q49103
@I26665@	Q49107
@I26666@	Q49111
@I26667@	Q49115
@I26668@	Q49120
@I26669@	Q49124
@I26670@	Q49128
@I26671@	Q49132
@I26672@	Q49136
@I26673@	Q49140
@I26674@	Q49144
@I26675@	Q49148
@I26676@	Q49152
@I26677@	Q49156
@I26678@	Q49160
@I26679@	Q49164
@I26680@	Q49168
@I26681@	Q49172
@I26682@	Q49176
@I26683@	Q49180
@I26684@	Q49184
@I26685@	Q49188
@I26686@	Q49192
@I26687@	Q49196
@I26688@	Q49199
@I26689@	Q49203
@I26690@	Q49207
@I26691@	Q49211
@I26692@	Q49215
@I26693@	Q49219
@I26694@	Q49223
@I26695@	Q49227
@I26696@	Q49231
@I26697@	Q49235
@I26698@	Q49239
@I26699@	Q49243
@I26700@	Q49247
@I26701@	Q49251
@I26702@	Q49255
@I26703@	Q49259
@I26704@	Q49263
@I26705@	Q49267
@I26706@	Q49271
@I26707@	Q49275
@I26708@	Q49279
@I26709@	Q49283
@I26710@	Q49287
@I26711@	Q49291
@I26712@	Q49295
@I26713@	Q49299
@I26714@	Q49303
@I26715@	Q49307
@I26716@	Q49311
@I26717@	Q49315
@I26718@	Q49319
@I26719@	Q49323
@I26720@	Q49327
@I26721@	Q49331
@I26722@	Q49335
@I26723@	Q49339
@I26724@	Q49343
@I26725@	Q49347
@I26726@	Q49351
@I26727@	Q49355
@I26728@	Q49359
@I26729@	Q49363
@I26730@	Q49367
@I26731@	Q49371
@I26732@	Q49375
@I26733@	Q49379
@I26734@	Q49383
@I26735@	Q49387
@I26736@	Q49391
@I26737@	Q49395
@I26738@	Q49399
@I26739@	Q49403
@I26740@	Q49407
@I26741@	Q49411
@I26742@	Q49416
@I26743@	Q49420
@I26744@	Q49424
@I26745@	Q49428
@I26746@	Q49432
@I26747@	Q49436
@I26748@	Q49440
@I26749@	Q49444
@I26750@	Q49448
@I26751@	Q49452
@I26752@	Q49456
@I26753@	Q49460
@I26754@	Q49464
@I26755@	Q49468
@I26756@	Q49472
@I26757@	Q49476
@I26758@	Q49480
@I26759@	Q49484
@I26760@	Q49488
@I26761@	Q49492
@I26762@	Q49496
@I26763@	Q49500
@I26764@	Q49504
@I26765@	Q49508
@I26766@	Q49512
@I26767@	Q49516
@I26768@	Q49520
@I26769@	Q49524
@I26770@	Q49528
@I26771@	Q49533
@I26772@	Q49537
@I26773@	Q49541
@I26774@	Q49545
@I26775@	Q49549
@I26776@	Q49553
@I26777@	Q49557
@I26778@	Q49561
@I26779@	Q49566
@I26780@	Q49570
@I26781@	Q49574
@I26782@	Q49578
@I26783@	Q49582
@I26784@	Q49586
@I26785@	Q49590
@I26786@	Q49594
@I26787@	Q49598
@I26788@	Q49602
@I26789@	Q49606
@I26790@	Q49610
@I26791@	Q49614
@I26792@	Q49618
@I26793@	Q49622
@I26794@	Q49626
@I26795@	Q49630
@I26796@	Q49634
@I26797@	Q49638
@I26798@	Q49642
@I26799@	Q49646
@I26800@	Q49650
@I26801@	Q49655
@I26802@	Q49659
@I26803@	Q49663
@I26804@	Q49667
@I26805@	Q49671
@I26806@	Q49675
@I26807@	Q49679
@I26808@	Q49683
@I26809@	Q49687
@I26810@	Q49691
@I26811@	Q49695
@I26812@	Q49699
@I26813@	Q49703
@I26814@	Q49707
@I26815@	Q49711
@I26816@	Q49715
@I26817@	Q49719
@I26818@	Q49723
@I26819@	Q49727
@I26820@	Q49731
@I26821@	Q49735
@I26822@	Q49739
@I26823@	Q49743
@I26824@	Q49747
@I26825@	Q49751
@I26826@	Q49755
@I26827@	Q49759
@I26828@	Q49763
@I26829@	Q49767
@I26830@	Q49771
@I26831@	Q49775
@I26832@	Q49779
@I26833@	Q49783
@I26834@	Q49787
@I26835@	Q49791
@I26836@	Q49795
@I26837@	Q49799
@I26838@	Q49803
@I26839@	Q49807
@I26840@	Q49811
@I26841@	Q49815
@I26842@	Q49819
@I26843@	Q49823
@I26844@	Q49827
@I26845@	Q49831
@I26846@	Q49835
@I26847@	Q49839
@I26848@	Q49843
@I26849@	Q49847
@I26850@	Q49851
@I26851@	Q49855
@I26852@	Q49859
@I26853@	Q49863
@I26854@	Q49867
@I26855@	Q49871
@I26856@	Q49875
@I26857@	Q49879
@I26858@	Q49883
@I26859@	Q49887
@I26860@	Q49891
@I26861@	Q49895
@I26862@	Q49899
@I26863@	Q49903
@I26864@	Q49907
@I26865@	Q49911
@I26866@	Q49915
@I26867@	Q49919
@I26868@	Q49923
@I26869@	Q49927
@I26870@	Q49931
@I26871@	Q49935
@I26872@	Q49939
@I26873@	Q49943
@I26874@	Q49947
@I26875@	Q49951
@I26876@	Q49955
@I26877@	Q49959
@I26878@	Q49963
@I26879@	Q49967
@I26880@	Q49971
@I26881@	Q49975
@I26882@	Q49980
@I26883@	Q49984
@I26884@	Q49988
@I26885@	Q49992
@I26886@	Q49996
@I26887@	Q50000
@I26888@	Q50004
@I26889@	Q50008
@I26890@	Q50012
@I26891@	Q50016
@I26892@	Q50020
@I26893@	Q50024
@I26894@	Q50028
@I26895@	Q50032
@I26896@	Q50036
@I26897@	Q50040
@I26898@	Q50044
@I26899@	Q50048
@I26900@	Q50052
@I26901@	Q50056
@I26902@	Q50060
@I26903@	Q50064
@I26904@	Q50068
@I26905@	Q50072
@I26906@	Q50076
@I26907@	Q50080
@I26908@	Q50084
@I26909@	Q50088
@I26910@	Q50092
@I26911@	Q50096
@I26912@	Q50100
@I26913@	Q50104
@I26914@	Q50108
@I26915@	Q50112
@I26916@	Q50116
@I26917@	Q50120
@I26918@	Q50124
@I26919@	Q50128
@I26920@	Q50132
@I26921@	Q50136
@I26922@	Q50140
@I26923@	Q50144
@I26924@	Q50148
@I26925@	Q50152
@I26926@	Q50156
@I26927@	Q50160
@I26928@	Q50164
@I26929@	Q50168
@I26930@	Q50172
@I26931@	Q50176
@I26932@	Q50180
@I26933@	Q50184
@I26934@	Q50188
@I26935@	Q50192
@I26936@	Q50196
@I26937@	Q50200
@I26938@	Q50204
@I26939@	Q50208
@I26940@	Q50212
@I26941@	Q50216
@I26942@	Q50220
@I26943@	Q50224
@I26944@	Q50229
@I26945@	Q50233
@I26946@	Q50237
@I26947@	Q50241
@I26948@	Q50245
@I26949@	Q50249
@I26950@	Q50253
@I26951@	Q50257
@I26952@	Q50261
@I26953@	Q50265
@I26954@	Q50268
@I26955@	Q50272
@I26956@	Q50276
@I26957@	Q50280
@I26958@	Q50284
@I26959@	Q50288
@I26960@	Q50292
@I26961@	Q50296
@I26962@	Q50300
@I26963@	Q50303
@I26964@	Q50307
@I26965@	Q50311
@I26966@	Q50315
@I26967@	Q50319
@I26968@	Q50323
@I26969@	Q50327
@I26970@	Q50331
@I26971@	Q50335
@I26972@	Q50339
@I26973@	Q50343
@I26974@	Q50347
@I26975@	Q50351
@I26976@	Q50355
@I26977@	Q50360
@I26978@	Q50364
@I26979@	Q50368
@I26980@	Q50372
@I26981@	Q50376
@I26982@	Q50380
@I26983@	Q50384
@I26984@	Q50388
@I26985@	Q50392
@I26986@	Q50396
@I26987@	Q50400
@I26988@	Q50404
@I26989@	Q50408
@I26990@	Q50412
@I26991@	Q50416
@I26992@	Q50420
@I26993@	Q50424
@I26994@	Q50428
@I26995@	Q50432
@I26996@	Q50436
@I26997@	Q50440
@I26998@	Q50444
@I26999@	Q50448
@I27000@	Q50452
@I27001@	Q50456
@I27002@	Q50460
@I27003@	Q50464
@I27004@	Q50468
@I27005@	Q50472
@I27006@	Q50476
@I27007@	Q50480
@I27008@	Q50484
@I27009@	Q50488
@I27010@	Q50492
@I27011@	Q50496
@I27012@	Q50500
@I27013@	Q50504
@I27014@	Q50508
@I27015@	Q50512
@I27016@	Q50516
@I27017@	Q50520
@I27018@	Q50524
@I27019@	Q50528
@I27020@	Q50532
@I27021@	Q50536
@I27022@	Q50540
@I27023@	Q50544
@I27024@	Q50548
@I27025@	Q50552
@I27026@	Q50556
@I27027@	Q50560
@I27028@	Q50564
@I27029@	Q50568
@I27030@	Q50572
@I27031@	Q50576
@I27032@	Q50581
@I27033@	Q50585
@I27034@	Q50589
@I27035@	Q50593
@I27036@	Q50597
@I27037@	Q50601
@I27038@	Q50605
@I27039@	Q50609
@I27040@	Q50613
@I27041@	Q50617
@I27042@	Q50621
@I27043@	Q50625
@I27044@	Q50629
@I27045@	Q50633
@I27046@	Q50637
@I27047@	Q50641
@I27048@	Q50645
@I27049@	Q50649
@I27050@	Q50653
@I27051@	Q50657
@I27052@	Q50661
@I27053@	Q50665
@I27054@	Q50669
@I27055@	Q50673
@I27056@	Q50677
@I27057@	Q50681
@I27058@	Q50685
@I27059@	Q50689
@I27060@	Q50693
@I27061@	Q50697
@I27062@	Q50701
@I27063@	Q50705
@I27064@	Q50709
@I27065@	Q50713
@I27066@	Q50717
@I27067@	Q50721
@I27068@	Q50725
@I27069@	Q50730
@I27070@	Q50734
@I27071@	Q50738
@I27072@	Q50742
@I27073@	Q50746
@I27074@	Q50750
@I27075@	Q50754
@I27076@	Q50758
@I27077@	Q50761
@I27078@	Q50765
@I27079@	Q50769
@I27080@	Q50773
@I27081@	Q50777
@I10000@	Q50779
@I27082@	Q50782
@I10001@	Q50784
@I27083@	Q50787
@I10002@	Q50789
@I27084@	Q50792
@I10003@	Q50794
@I27085@	Q50797
@I10004@	Q50799
@I27086@	Q50802
@I10005@	Q50804
@I27087@	Q50807
@I10006@	Q50809
@I27088@	Q50812
@I10008@	Q50814
@I27089@	Q50817
@I10009@	Q50819
@I27090@	Q50822
@I10010@	Q50824
@I27091@	Q50827
@I10011@	Q50829
@I27092@	Q50832
@I10012@	Q50834
@I27093@	Q50837
@I10013@	Q50839
@I27094@	Q50842
@I10014@	Q50844
@I27095@	Q50847
@I10015@	Q50849
@I27096@	Q50852
@I10016@	Q50854
@I27097@	Q50857
@I10017@	Q50859
@I27098@	Q50863
@I10019@	Q50864
@I27099@	Q50868
@I10020@	Q50869
@I27100@	Q50873
@I10021@	Q50874
@I27101@	Q50878
@I10022@	Q50879
@I27102@	Q50883
@I10024@	Q50884
@I27103@	Q50888
@I10025@	Q50889
@I27104@	Q50893
@I10026@	Q50894
@I27105@	Q50898
@I10027@	Q50899
@I27106@	Q50903
@I10030@	Q50904
@I27107@	Q50908
@I10033@	Q50909
@I27108@	Q50913
@I10034@	Q50914
@I27109@	Q50918
@I10035@	Q50919
@I27110@	Q50923
@I10036@	Q50924
@I27111@	Q50928
@I10042@	Q50929
@I27112@	Q50933
@I10045@	Q50934
@I27113@	Q50938
@I10046@	Q50940
@I27114@	Q50943
@I10049@	Q50945
@I27115@	Q50948
@I10051@	Q50950
@I27116@	Q50953
@I10055@	Q50955
@I27117@	Q50958
@I10056@	Q50960
@I27118@	Q50963
@I10057@	Q50965
@I27119@	Q50968
@I10058@	Q50970
@I27120@	Q50973
@I10059@	Q50975
@I27121@	Q50978
@I10060@	Q50980
@I27122@	Q50983
@I10061@	Q50985
@I27123@	Q50988
@I10063@	Q50990
@I27124@	Q50993
@I10064@	Q50995
@I27125@	Q50998
@I10065@	Q51000
@I27126@	Q51003
@I10067@	Q51005
@I27127@	Q51008
@I10068@	Q51010
@I27128@	Q51013
@I10069@	Q51015
@I27129@	Q51018
@I10070@	Q51020
@I27130@	Q51023
@I10072@	Q51025
@I27131@	Q51028
@I10074@	Q51030
@I27132@	Q51033
@I10076@	Q51035
@I27133@	Q51038
@I10077@	Q51040
@I27134@	Q51043
@I10078@	Q51045
@I27135@	Q51048
@I10079@	Q51050
@I27136@	Q51053
@I10082@	Q51055
@I27137@	Q51058
@I10083@	Q51060
@I27138@	Q51063
@I10085@	Q51065
@I27139@	Q51068
@I10087@	Q51070
@I27140@	Q51073
@I10088@	Q51075
@I27141@	Q51078
@I10089@	Q51080
@I27142@	Q51084
@I10090@	Q51085
@I27143@	Q51089
@I10091@	Q51090
@I27144@	Q51094
@I10092@	Q51095
@I27145@	Q51099
@I10093@	Q51100
@I27146@	Q51104
@I10094@	Q51105
@I27147@	Q51109
@I10096@	Q51110
@I27148@	Q51114
@I10098@	Q51115
@I27149@	Q51119
@I10099@	Q51120
@I27150@	Q51124
@I10100@	Q51125
@I27151@	Q51129
@I10101@	Q51130
@I27152@	Q51134
@I10102@	Q51135
@I27153@	Q51139
@I10103@	Q51140
@I27154@	Q51144
@I10104@	Q51145
@I27155@	Q51149
@I10105@	Q51150
@I27156@	Q51154
@I10107@	Q51155
@I27157@	Q51159
@I10108@	Q51160
@I27158@	Q51164
@I10109@	Q51165
@I27159@	Q51169
@I10110@	Q51170
@I27160@	Q51174
@I10111@	Q51175
@I27161@	Q51179
@I10112@	Q51180
@I27162@	Q51184
@I10114@	Q51185
@I27163@	Q51189
@I10115@	Q51190
@I10118@	Q51195
@I27164@	Q51194
@I10119@	Q51199
@I27165@	Q51200
@I10120@	Q51204
@I27166@	Q51205
@I10122@	Q51209
@I27167@	Q51210
@I10123@	Q51214
@I27168@	Q51215
@I10124@	Q51219
@I27169@	Q51220
@I10125@	Q51224
@I27170@	Q51225
@I10126@	Q51229
@I27171@	Q51230
@I10127@	Q51234
@I27172@	Q51235
@I10129@	Q51239
@I27173@	Q51240
@I10130@	Q51244
@I27174@	Q51245
@I10131@	Q51249
@I27175@	Q51250
@I10132@	Q51254
@I27176@	Q51255
@I10133@	Q51259
@I27177@	Q51260
@I10134@	Q51264
@I27178@	Q51265
@I10135@	Q51269
@I27179@	Q51270
@I10137@	Q51274
@I27180@	Q51275
@I10138@	Q51279
@I27181@	Q51280
@I10140@	Q51284
@I27182@	Q51285
@I10141@	Q51289
@I27183@	Q51290
@I10144@	Q51294
@I27184@	Q51295
@I10147@	Q51299
@I27185@	Q51301
@I10148@	Q51304
@I27186@	Q51306
@I10149@	Q51309
@I27187@	Q51311
@I10151@	Q51314
@I27188@	Q51316
@I10152@	Q51319
@I27189@	Q51321
@I10153@	Q51324
@I27190@	Q51326
@I10154@	Q51329
@I27191@	Q51331
@I10155@	Q51334
@I27192@	Q51336
@I10156@	Q51340
@I27193@	Q51341
@I10157@	Q51345
@I27194@	Q51347
@I10158@	Q51350
@I27195@	Q51352
@I10159@	Q51355
@I27196@	Q51357
@I10160@	Q51360
@I27197@	Q51362
@I10162@	Q51365
@I27198@	Q51367
@I10163@	Q51370
@I27199@	Q51372
@I10164@	Q51375
@I27200@	Q51377
@I10165@	Q51380
@I27201@	Q51382
@I10166@	Q51385
@I27202@	Q51387
@I10167@	Q51390
@I27203@	Q51392
@I10168@	Q51395
@I27204@	Q51397
@I10169@	Q51400
@I27205@	Q51402
@I10170@	Q51405
@I27206@	Q51407
@I10171@	Q51410
@I27207@	Q51412
@I10173@	Q51415
@I27208@	Q51417
@I10174@	Q51420
@I27209@	Q51422
@I10175@	Q51425
@I27210@	Q51427
@I10176@	Q51430
@I27211@	Q51432
@I10177@	Q51435
@I27212@	Q51437
@I10178@	Q51440
@I27213@	Q51442
@I10179@	Q51445
@I27214@	Q51447
@I10182@	Q51450
@I27215@	Q51452
@I10184@	Q51455
@I27216@	Q51457
@I10185@	Q51460
@I27217@	Q51462
@I10186@	Q51465
@I27218@	Q51467
@I10187@	Q51469
@I27219@	Q51471
@I10188@	Q51473
@I27220@	Q51475
@I10189@	Q51477
@I27221@	Q51479
@I10190@	Q51481
@I27222@	Q51483
@I10191@	Q51485
@I27223@	Q51487
@I10192@	Q51489
@I27224@	Q51492
@I10193@	Q51493
@I27225@	Q51496
@I10195@	Q51497
@I27226@	Q51500
@I10198@	Q51501
@I27227@	Q51504
@I10199@	Q51505
@I27228@	Q51508
@I10200@	Q51509
@I27229@	Q51512
@I10201@	Q51513
@I27230@	Q51516
@I10202@	Q51517
@I27231@	Q51520
@I10203@	Q51521
@I27232@	Q51524
@I10204@	Q51525
@I27233@	Q51528
@I10206@	Q51529
@I27234@	Q51532
@I10207@	Q51533
