entity_without_ids,name_without_ids,lang_without_ids,entity_with_ids,name_with_ids,lang_with_ids,normalized_name
Q102032,Mem Pais  de Mogudo,en,Q113695,Mem Pais  de Mogudo,en,mem pais de mogudo
Q102034,D.Martim Mendes Mogudo,en,Q113697,D.Martim Mendes Mogudo,en,d.martim mendes mogudo
Q102036,D. Pedro  Annes de Cerveira,en,Q113699,D. Pedro  Annes de Cerveira,en,d. pedro annes de cerveira
Q102038,Gonçalo  Pires de Cerveira,en,Q113701,Gonçalo  Pires de Cerveira,en,gonçalo pires de cerveira
Q102039,Afonso  Pires de Cerveira,en,Q113703,Afonso  Pires de Cerveira,en,afonso pires de cerveira
Q102041,Sancha  Pais Correia,en,Q113705,Sancha  Pais Correia,en,sancha pais correia
Q102043,Maria  Raimundes de Riba Vizela,en,Q113707,Maria  Raimundes de Riba Vizela,en,maria raimundes de riba vizela
Q102047,Fáfila  Lucides,en,Q113711,Fáfila  Lucides,en,fáfila lucides
Q102049,Egas  Fafes de Lanhoso,en,Q113713,Egas  Fafes de Lanhoso,en,egas fafes de lanhoso
Q102051,Dna. Gontinha  Mendes,en,Q113715,Dna. Gontinha  Mendes,en,dna. gontinha mendes
Q102053,D. Mem  Moniz de Riba Mouro,en,Q113717,D. Mem  Moniz de Riba Mouro,en,d. mem moniz de riba mouro
Q102055,Moninha  Guterres,en,Q113719,Moninha  Guterres,en,moninha guterres
Q102061,Elvira Mendes,en,Q113725,Elvira Mendes,en,elvira mendes
Q102063,Sancha  Mendes,en,Q113727,Sancha  Mendes,en,sancha mendes
Q102065,Mor Mendes  de Ribadouro,en,Q113729,Mor Mendes  de Ribadouro,en,mor mendes de ribadouro
Q102069,Ouroana Pais Correia,en,Q113733,Ouroana Pais Correia,en,ouroana pais correia
Q102071,Sancha  Giraldes Cabrão,en,Q113735,Sancha  Giraldes Cabrão,en,sancha giraldes cabrão
Q102073,Urraca Fafes  de Lanhoso,en,Q113737,Urraca Fafes  de Lanhoso,en,urraca fafes de lanhoso
Q102075,Rui  Fafes,en,Q113739,Rui  Fafes,en,rui fafes
Q102077,Godinho  Fafes,en,Q113741,Godinho  Fafes,en,godinho fafes
Q102079,Mem  Fafes,en,Q113743,Mem  Fafes,en,mem fafes
Q102085,Soeiro  Fafes,en,Q113749,Soeiro  Fafes,en,soeiro fafes
Q102087,Teresa  Fafes de Lanhoso,en,Q113751,Teresa  Fafes de Lanhoso,en,teresa fafes de lanhoso
Q102089,Goncalo Rodrigues de  Abreu,en,Q113753,Goncalo Rodrigues de  Abreu,en,goncalo rodrigues de abreu
Q102091,Godina  Gonçalves de Abreu,en,Q113755,Godina  Gonçalves de Abreu,en,godina gonçalves de abreu
Q102097,D. Soeiro  Pires da Silva,en,Q113761,D. Soeiro  Pires da Silva,en,d. soeiro pires da silva
Q102099,Dna. Fruilhe  Viegas de Lanhoso,en,Q113763,Dna. Fruilhe  Viegas de Lanhoso,en,dna. fruilhe viegas de lanhoso
Q102101,Teresa  Soares da Silva,en,Q113765,Teresa  Soares da Silva,en,teresa soares da silva
Q102105,Pedro  Mendes de Gandarei,en,Q113769,Pedro  Mendes de Gandarei,en,pedro mendes de gandarei
Q102107,Afonso  Pires,en,Q113771,Afonso  Pires,en,afonso pires
Q102109,Martim  Pires Machado,en,Q113773,Martim  Pires Machado,en,martim pires machado
Q102111,Rui  Pires de Gandarei,en,Q113775,Rui  Pires de Gandarei,en,rui pires de gandarei
Q102113,Estevainha Martins da Silva,en,Q113777,Estevainha Martins da Silva,en,estevainha martins da silva
Q102115,Martim  Durães Riba Vizela,en,Q113779,Martim  Durães Riba Vizela,en,martim durães riba vizela
Q102119,Vasco  Martins Pimentel,en,Q113783,Vasco  Martins Pimentel,en,vasco martins pimentel
Q102121,Sancha  Martins Pimentel,en,Q113785,Sancha  Martins Pimentel,en,sancha martins pimentel
Q102123,Ponço  Afonso de Baião,en,Q113787,Ponço  Afonso de Baião,en,ponço afonso de baião
Q102123,Ponço  Afonso de Baião,en,Q125110,Ponço Afonso de Baião,en,ponço afonso de baião
Q102125,Estevainha  Ponces de Baião,en,Q113789,Estevainha  Ponces de Baião,en,estevainha ponces de baião
Q102127,Pedro  Ponces de Baião,en,Q113791,Pedro  Ponces de Baião,en,pedro ponces de baião
Q102129,Sancha  Ponces de Baião,en,Q113793,Sancha  Ponces de Baião,en,sancha ponces de baião
Q102131,Maria  Ponces de Baião,en,Q113795,Maria  Ponces de Baião,en,maria ponces de baião
Q102133,Fernão  Paes de Riba de Vizela,en,Q113797,Fernão  Paes de Riba de Vizela,en,fernão paes de riba de vizela
Q102135,Sancha Annes  Annes Paes de Riba de Vizela,en,Q113799,Sancha Annes  Annes Paes de Riba de Vizela,en,sancha annes annes paes de riba de vizela
Q102137,Martim  Pires da Maia,en,Q124235,Martim Pires da Maia,en,martim pires da maia
Q102141,Elvira  Martins da Maia,en,Q113805,Elvira  Martins da Maia,en,elvira martins da maia
Q102143,Martim  Martins da Maia,en,Q113807,Martim  Martins da Maia,en,martim martins da maia
Q102145,Estevão  Martins da Maia,en,Q113809,Estevão  Martins da Maia,en,estevão martins da maia
Q102149,Fernão  Martins da Maia,en,Q113813,Fernão  Martins da Maia,en,fernão martins da maia
Q102151,Moninho,en,Q113815,Moninho,en,moninho
Q102153,Urraca  Pires da Ribeira,en,Q113817,Urraca  Pires da Ribeira,en,urraca pires da ribeira
Q102155,Maior Alfonso  de Cambra,en,Q113819,Maior Alfonso  de Cambra,en,maior alfonso de cambra
Q102157,Constança  Afonso de Cambra,en,Q113821,Constança  Afonso de Cambra,en,constança afonso de cambra
Q102157,Constança  Afonso de Cambra,en,Q118373,Constança  Afonso de Cambra,en,constança afonso de cambra
Q102159,Martim  Afonso de Cambra,en,Q113823,Martim  Afonso de Cambra,en,martim afonso de cambra
Q102165,Urraca  de Cambra,en,Q113829,Urraca  de Cambra,en,urraca de cambra
Q102169,Fernão Afonso  de Cambra,en,Q113833,Fernão Afonso  de Cambra,en,fernão afonso de cambra
Q102171,Maria  Mendes da Silva,en,Q113835,Maria  Mendes da Silva,en,maria mendes da silva
Q102173,Fruilhe Fernandes  de Riba de Vizela,en,Q113837,Fruilhe Fernandes  de Riba de Vizela,en,fruilhe fernandes de riba de vizela
Q102175,Margarida  Viegas,en,Q113839,Margarida  Viegas,en,margarida viegas
Q102177,Maria  Pires de Cambra,en,Q113841,Maria  Pires de Cambra,en,maria pires de cambra
Q102179,Martim  Viegas de Ataíde,en,Q124281,Martim Viegas de Ataíde,en,martim viegas de ataíde
Q102185,Estevainha Pais  Pais Gabere,en,Q113849,Estevainha Pais  Pais Gabere,en,estevainha pais pais gabere
Q102191,Tereza Martins de Riba Martins  de Vizela,en,Q113855,Tereza Martins de Riba Martins  de Vizela,en,tereza martins de riba martins de vizela
Q102193,D.Paio Viegas de Alvarenga,en,Q113857,D.Paio Viegas de Alvarenga,en,d.paio viegas de alvarenga
Q102195,Pero  Pais de Alvarenga,en,Q113859,Pero  Pais de Alvarenga,en,pero pais de alvarenga
Q102195,Pero  Pais de Alvarenga,en,Q118097,Pero  Pais de Alvarenga,en,pero pais de alvarenga
Q102197,Sancha  Pais de Alvarenga,en,Q113861,Sancha  Pais de Alvarenga,en,sancha pais de alvarenga
Q102199,"João  Soares de Paiva, o "" Trovador """,en,Q113863,"João  Soares de Paiva, o "" Trovador """,en,"joão soares de paiva, o "" trovador """
Q1022,†Osteolepiformes,en,Q30804,†Osteolepiformes,en,†osteolepiformes
Q102201,Soeiro  Eannes de Paiva,en,Q113865,Soeiro  Eannes de Paiva,en,soeiro eannes de paiva
Q102203,D. Pedro Anes  de Paiva I,en,Q113867,D. Pedro Anes  de Paiva I,en,d. pedro anes de paiva i
Q102205,D.João Anes de Paiva,en,Q113869,D.João Anes de Paiva,en,d.joão anes de paiva
Q102207,D. Rodrigo  Anes de Paiva,en,Q113871,D. Rodrigo  Anes de Paiva,en,d. rodrigo anes de paiva
Q102209,Adosinda  Gormiri,en,Q113873,Adosinda  Gormiri,en,adosinda gormiri
Q102211,Guntroda,en,Q113875,Guntroda,en,guntroda
Q102215,Gutiérrez  Bernardo,en,Q113879,Gutiérrez  Bernardo,en,gutiérrez bernardo
Q102219,Bernardo  Gimenez de Quiroz,en,Q113883,Bernardo  Gimenez de Quiroz,en,bernardo gimenez de quiroz
Q102221,Mãe Incógnita,en,Q114310,Mãe Incógnita,en,mãe incógnita
Q102221,Mãe Incógnita,en,Q114350,Mãe Incógnita,en,mãe incógnita
Q102223,Gontroda  Rodríguez de Aranga,en,Q113887,Gontroda  Rodríguez de Aranga,en,gontroda rodríguez de aranga
Q102225,Gundercia,en,Q113889,Gundercia,en,gundercia
Q102229,Arias  Muñiz,en,Q113893,Arias  Muñiz,en,arias muñiz
Q102233,Aldara  Dordia Osorez,en,Q113897,Aldara  Dordia Osorez,en,aldara dordia osorez
Q102237,Arias,en,Q113901,Arias,en,arias
Q102237,Arias,en,Q113903,Arias,en,arias
Q102239,Arias,en,Q113901,Arias,en,arias
Q102239,Arias,en,Q113903,Arias,en,arias
Q102241,Dona Mor  Soares Galego,en,Q113905,Dona Mor  Soares Galego,en,dona mor soares galego
Q102243,Rodrigo  Martins de Nomães,en,Q113907,Rodrigo  Martins de Nomães,en,rodrigo martins de nomães
Q102245,Pedro  Rodrigues V,en,Q113909,Pedro  Rodrigues V,en,pedro rodrigues
Q102247,Gustivo  González,en,Q113911,Gustivo  González,en,gustivo gonzález
Q102249,Gonzalo  Gustioz,en,Q113913,Gonzalo  Gustioz,en,gonzalo gustioz
Q102251,Godo  Moniz,en,Q113915,Godo  Moniz,en,godo moniz
Q102253,D. Fáfila  Sarracines de Lanhoso,en,Q113917,D. Fáfila  Sarracines de Lanhoso,en,d. fáfila sarracines de lanhoso
Q102259,Gundesina  x,en,Q113923,Gundesina  x,en,gundesina x
Q102259,Gundesina  x,en,Q113988,Gundesina  x,en,gundesina x
Q102261,Ilduara  Guterrez de Aranga,en,Q113925,Ilduara  Guterrez de Aranga,en,ilduara guterrez de aranga
Q102263,Marina  x,en,Q113927,Marina  x,en,marina x
Q102265,Diego  Guterrez,en,Q113929,Diego  Guterrez,en,diego guterrez
Q102267,María  de Froilaz,en,Q113931,María  de Froilaz,en,maría de froilaz
Q102269,Gutier  Bermúdez,en,Q113933,Gutier  Bermúdez,en,gutier bermúdez
Q102271,Gontina  Gonçalves,en,Q113935,Gontina  Gonçalves,en,gontina gonçalves
Q102273,Núño  Alvites,en,Q113937,Núño  Alvites,en,núño alvites
Q102275,Pedro  Aloítez,en,Q113939,Pedro  Aloítez,en,pedro aloítez
Q102277,Loba  Aloítez,en,Q113941,Loba  Aloítez,en,loba aloítez
Q102279,Gonçalo  Eris de Marnel,en,Q113943,Gonçalo  Eris de Marnel,en,gonçalo eris de marnel
Q102281,Urraca  Viegas de Marnel,en,Q113945,Urraca  Viegas de Marnel,en,urraca viegas de marnel
Q102283,Aurembiax  Fernández de Aza,en,Q113947,Aurembiax  Fernández de Aza,en,aurembiax fernández de aza
Q102287,Fruelo  Pérez de Trava,en,Q113951,Fruelo  Pérez de Trava,en,fruelo pérez de trava
Q102289,"Rodrigo ""Velloso""  de Cabrera",en,Q113953,"Rodrigo ""Velloso""  de Cabrera",en,"rodrigo ""velloso"" de cabrera"
Q102291,Froila Guterres,en,Q113955,Froila Guterres,en,froila guterres
Q102293,Sarracina,en,Q113957,Sarracina,en,sarracina
Q102295,Doña Elvira  NN,en,Q113959,Doña Elvira  NN,en,doña elvira nn
Q102299,Ilduara  Venegas,en,Q113963,Ilduara  Venegas,en,ilduara venegas
Q102301,Iñiga  González,en,Q113965,Iñiga  González,en,iñiga gonzález
Q102303,Menendo  Núñez,en,Q113967,Menendo  Núñez,en,menendo núñez
Q102305,Múño  Núñez,en,Q113969,Múño  Núñez,en,múño núñez
Q102307,Gontrodo  Núñez,en,Q113971,Gontrodo  Núñez,en,gontrodo núñez
Q102309,Teresa  García,en,Q113973,Teresa  García,en,teresa garcía
Q102313,Sancha,en,Q114230,Sancha,en,sancha
Q102313,Sancha,en,Q123443,Sancha,en,sancha
Q102315,"Bermudo III, rey de León",en,Q113979,"Bermudo III, rey de León",en,"bermudo , rey de león"
Q102317,Arias  de Tude,en,Q113984,Arias  de Tude,en,arias de tude
Q102319,Gutierre  de TUDE,en,Q113986,Gutierre  de TUDE,en,gutierre de tude
Q102321,Gundesina  x,en,Q113923,Gundesina  x,en,gundesina x
Q102321,Gundesina  x,en,Q113988,Gundesina  x,en,gundesina x
Q102323,Lupa  Rodrigues,en,Q113991,Lupa  Rodrigues,en,lupa rodrigues
Q102325,Ruy Díaz  de Vasconcellos,en,Q113993,Ruy Díaz  de Vasconcellos,en,ruy díaz de vasconcellos
Q102327,María Martínez  Redonda,en,Q113995,María Martínez  Redonda,en,maría martínez redonda
Q102329,"Gonzalo  Méndez, el feyxo",en,Q113997,"Gonzalo  Méndez, el feyxo",en,"gonzalo méndez, el feyxo"
Q102331,Aldozinda  de Monterroso,en,Q113999,Aldozinda  de Monterroso,en,aldozinda de monterroso
Q102333,Hero (Ero),en,Q114001,Hero (Ero),en,hero (ero)
Q102335,Gontrode Eris,en,Q114003,Gontrode Eris,en,gontrode eris
Q102337,Cristina  Gonçalves das Asturias,en,Q114005,Cristina  Gonçalves das Asturias,en,cristina gonçalves das asturias
Q102339,Mór  Mendes de Gandarei,en,Q114007,Mór  Mendes de Gandarei,en,mór mendes de gandarei
Q102341,Rodrigo Mendes  de Gandarei,en,Q114009,Rodrigo Mendes  de Gandarei,en,rodrigo mendes de gandarei
Q102343,Gonçalo  Moniz,en,Q114011,Gonçalo  Moniz,en,gonçalo moniz
Q102349,Moninho  Venegas,en,Q114017,Moninho  Venegas,en,moninho venegas
Q102351,Toda  Erminges,en,Q114019,Toda  Erminges,en,toda erminges
Q102353,Elvira  Gómez,en,Q114021,Elvira  Gómez,en,elvira gómez
Q102355,Nuño  Suárez de Grijo,en,Q114023,Nuño  Suárez de Grijo,en,nuño suárez de grijo
Q102357,"Bvira (Elvira) ""Unisco"" Núñez Sisnandiz",en,Q114025,"Bvira (Elvira) ""Unisco"" Núñez Sisnandiz",en,"bvira (elvira) ""unisco"" núñez sisnandiz"
Q102359,Ciprianum 'Cipriano'  Sisnandiz Moniz,en,Q114027,Ciprianum 'Cipriano'  Sisnandiz Moniz,en,ciprianum 'cipriano' sisnandiz moniz
Q102361,Teresa  Afonso,en,Q114029,Teresa  Afonso,en,teresa afonso
Q102361,Teresa  Afonso,en,Q124249,Teresa Afonso,en,teresa afonso
Q102369,Teresa,en,Q114036,Teresa,en,teresa
Q102369,Teresa,en,Q118173,Teresa,en,teresa
Q102369,Teresa,en,Q118649,Teresa,en,teresa
Q102371,Urraca  Núñez de Braganza,en,Q114038,Urraca  Núñez de Braganza,en,urraca núñez de braganza
Q102373,Nuno  Pais de Ribeira,en,Q114040,Nuno  Pais de Ribeira,en,nuno pais de ribeira
Q102375,"Martim Pais Ribeira, Governador de Lanhoso",en,Q114042,"Martim Pais Ribeira, Governador de Lanhoso",en,"martim pais ribeira, governador de lanhoso"
Q102379,Sancha  Fernandes de Lumiares,en,Q114046,Sancha  Fernandes de Lumiares,en,sancha fernandes de lumiares
Q102381,Urraca  Fernandes de Lumiares,en,Q114048,Urraca  Fernandes de Lumiares,en,urraca fernandes de lumiares
Q102383,NN  de Portugal,en,Q114051,NN  de Portugal,en,nn de portugal
Q102385,Pero  Moniz,en,Q114053,Pero  Moniz,en,pero moniz
Q102389,Dna. Mór  Pires Perna,en,Q114057,Dna. Mór  Pires Perna,en,dna. mór pires perna
Q102391,Sancho  Pires da Silva,en,Q114059,Sancho  Pires da Silva,en,sancho pires da silva
Q102393,Teresa  Afonso de Portugal,en,Q114061,Teresa  Afonso de Portugal,en,teresa afonso de portugal
Q102395,D. Sancho  Nunes de Barbosa,en,Q114071,D. Sancho  Nunes de Barbosa,en,d. sancho nunes de barbosa
Q102399,Urraca  Sanches de Celanova,en,Q114067,Urraca  Sanches de Celanova,en,urraca sanches de celanova
Q1024,†Tristichopteridae,en,Q30812,†Tristichopteridae,en,†tristichopteridae
Q102401,Vasco  Sanches de Celanova,en,Q114069,Vasco  Sanches de Celanova,en,vasco sanches de celanova
Q102403,D. Sancho  Nunes de Barbosa,en,Q114071,D. Sancho  Nunes de Barbosa,en,d. sancho nunes de barbosa
Q102407,Elvira  Pérez de Traba,en,Q114075,Elvira  Pérez de Traba,en,elvira pérez de traba
Q102409,"Fernão  Gomes, o ""Cativo""",en,Q114077,"Fernão  Gomes, o ""Cativo""",en,"fernão gomes, o ""cativo"""
Q102411,Maria  Gomes de Pombeiro,en,Q114079,Maria  Gomes de Pombeiro,en,maria gomes de pombeiro
Q102413,Loba  Núñez de Guzmán y Pombeiro Maldonado y Pérez de Trava,en,Q114081,Loba  Núñez de Guzmán y Pombeiro Maldonado y Pérez de Trava,en,loba núñez de guzmán y pombeiro maldonado y pérez de trava
Q102415,D.Urraca Núñez Gomez de Guzmán y Pombeiro Maldonado y Pérez de Tr,en,Q114083,D.Urraca Núñez Gomez de Guzmán y Pombeiro Maldonado y Pérez de Tr,en,d.urraca núñez gomez de guzmán y pombeiro maldonado y pérez de tr
Q102419,Fernán  Gómez de Celanova,en,Q114087,Fernán  Gómez de Celanova,en,fernán gómez de celanova
Q102421,Pedro  Gómez de Celanova,en,Q114089,Pedro  Gómez de Celanova,en,pedro gómez de celanova
Q102423,Maior  Rodriguez,en,Q114091,Maior  Rodriguez,en,maior rodriguez
Q102425,Fronilde  Fernández,en,Q114092,Fronilde  Fernández,en,fronilde fernández
Q102427,Arias  Páez de Chacín,en,Q114093,Arias  Páez de Chacín,en,arias páez de chacín
Q102429,Teresa  Añez de Deza,en,Q114094,Teresa  Añez de Deza,en,teresa añez de deza
Q102431,Urraca  López de Lemos,en,Q114096,Urraca  López de Lemos,en,urraca lópez de lemos
Q102435,Dia o Diego  Valtés,en,Q114100,Dia o Diego  Valtés,en,dia o diego valtés
Q102437,Frunilda  Pelaez de Coimbra,en,Q114102,Frunilda  Pelaez de Coimbra,en,frunilda pelaez de coimbra
Q102439,Sancho  Ordóñez,en,Q114104,Sancho  Ordóñez,en,sancho ordóñez
Q102441,Fernando  Ordóñez,en,Q114106,Fernando  Ordóñez,en,fernando ordóñez
Q102445,Bermudo  Ordóñez,en,Q114110,Bermudo  Ordóñez,en,bermudo ordóñez
Q102445,Bermudo  Ordóñez,en,Q114152,Bermudo  Ordóñez,en,bermudo ordóñez
Q102447,Pelayo  Ordóñez,en,Q114112,Pelayo  Ordóñez,en,pelayo ordóñez
Q102449,Oveco  Ordóñez,en,Q114114,Oveco  Ordóñez,en,oveco ordóñez
Q102453,Bermudo  Armentáriz,en,Q114118,Bermudo  Armentáriz,en,bermudo armentáriz
Q102455,Velasquita  Bermúdez,en,Q114120,Velasquita  Bermúdez,en,velasquita bermúdez
Q102457,Martín  Bermúdez,en,Q114122,Martín  Bermúdez,en,martín bermúdez
Q102463,Fronilda,en,Q114128,Fronilda,en,fronilda
Q102465,Enderquina  Alonso,en,Q114130,Enderquina  Alonso,en,enderquina alonso
Q102467,Christina  Alfonso,en,Q114132,Christina  Alfonso,en,christina alfonso
Q102469,Muniadoña  de Menéndez,en,Q114134,Muniadoña  de Menéndez,en,muniadoña de menéndez
Q102471,de Asturias,en,Q114136,de Asturias,en,de asturias
Q102473,Cristina  Alonso,en,Q114138,Cristina  Alonso,en,cristina alonso
Q102477,María Teresa  Ordóñez,en,Q114142,María Teresa  Ordóñez,en,maría teresa ordóñez
Q102479,Urraca Ordoñez  de León,en,Q114144,Urraca Ordoñez  de León,en,urraca ordoñez de león
Q102481,Argilo  Ordóñez,en,Q114146,Argilo  Ordóñez,en,argilo ordóñez
Q102483,Rodrigo  Ordóñez,en,Q114148,Rodrigo  Ordóñez,en,rodrigo ordóñez
Q102485,Diego  Ordóñez,en,Q114150,Diego  Ordóñez,en,diego ordóñez
Q102487,Bermudo  Ordóñez,en,Q114110,Bermudo  Ordóñez,en,bermudo ordóñez
Q102487,Bermudo  Ordóñez,en,Q114152,Bermudo  Ordóñez,en,bermudo ordóñez
Q102489,Pedro  Suárez Calvo,en,Q114154,Pedro  Suárez Calvo,en,pedro suárez calvo
Q102491,María  de Andrade,en,Q114156,María  de Andrade,en,maría de andrade
Q102499,Pedro  de Narváez,en,Q114164,Pedro  de Narváez,en,pedro de narváez
Q102501,Gugina,en,Q114166,Gugina,en,gugina
Q102505,Muniadona  Moniz,en,Q114170,Muniadona  Moniz,en,muniadona moniz
Q102509,Velazquita Muñoz,en,Q114174,Velazquita Muñoz,en,velazquita muñoz
Q102511,Jimena  Fernández de Castro,en,Q114176,Jimena  Fernández de Castro,en,jimena fernández de castro
Q102513,Pedro Muñoz,en,Q114178,Pedro Muñoz,en,pedro muñoz
Q102515,Munio Muñoz,en,Q114180,Munio Muñoz,en,munio muñoz
Q102517,Sancha  Velaz,en,Q114182,Sancha  Velaz,en,sancha velaz
Q102519,Velasco Alméiuz,en,Q114184,Velasco Alméiuz,en,velasco alméiuz
Q102521,Pelayo Gómez de  Carrión,en,Q114186,Pelayo Gómez de  Carrión,en,pelayo gómez de carrión
Q102525,García,en,Q114190,García,en,garcía
Q102529,Toda  Viguera,en,Q114194,Toda  Viguera,en,toda viguera
Q102531,Fronilda  Garcés de Viguera,en,Q114196,Fronilda  Garcés de Viguera,en,fronilda garcés de viguera
Q102533,Toda  Garcia de Viguera,en,Q114198,Toda  Garcia de Viguera,en,toda garcia de viguera
Q102535,Unknown  Unknown,en,Q114200,Unknown  Unknown,en,unknown unknown
Q102539,N.N.,en,Q113465,N.N.,en,n.n.
Q102539,N.N.,en,Q114204,N.N.,en,n.n.
Q102539,N.N.,en,Q118397,N.N.,en,n.n.
Q102539,N.N.,en,Q118723,N.N.,en,n.n.
Q102539,N.N.,en,Q118739,N.N.,en,n.n.
Q102539,N.N.,en,Q118847,N.N.,en,n.n.
Q102543,"Gombaud, Duke de Gascony",en,Q114208,"Gombaud, Duke de Gascony",en,"gombaud, de gascony"
Q102545,Azner I Sanche  d'Oloron,en,Q114210,Azner I Sanche  d'Oloron,en,azner i sanche d'oloron
Q102547,Donat Sanche  de Gascogne,en,Q114212,Donat Sanche  de Gascogne,en,donat sanche de gascogne
Q102549,Udalrich  de Gascogne,en,Q114214,Udalrich  de Gascogne,en,udalrich de gascogne
Q102553,Adélaïs  de Lomagne,en,Q114218,Adélaïs  de Lomagne,en,adélaïs de lomagne
Q102557,Hermesenda  de León,en,Q114222,Hermesenda  de León,en,hermesenda de león
Q102559,Rui Girardo  de Castro y Cabrera,en,Q114224,Rui Girardo  de Castro y Cabrera,en,rui girardo de castro y cabrera
Q102563,Amat  de Montsoriu,en,Q123440,Amat de Montsoriu,en,amat de montsoriu
Q102565,Sancha,en,Q114230,Sancha,en,sancha
Q102565,Sancha,en,Q123443,Sancha,en,sancha
Q102569,Guerau II  de Cabrera,en,Q123444,Guerau III de Cabrera,en,guerau de cabrera
Q102569,Guerau II  de Cabrera,en,Q124325,Guerau IV de Cabrera,en,guerau de cabrera
Q102569,Guerau II  de Cabrera,en,Q124326,Guerau V de Cabrera,en,guerau de cabrera
Q102571,Bermudo  Ovéquiz,en,Q114236,Bermudo  Ovéquiz,en,bermudo ovéquiz
Q102573,Urraca  Bermúdez,en,Q114238,Urraca  Bermúdez,en,urraca bermúdez
Q102573,Urraca  Bermúdez,en,Q118457,Urraca  Bermúdez,en,urraca bermúdez
Q102575,Gutierre  Bermúdez,en,Q114240,Gutierre  Bermúdez,en,gutierre bermúdez
Q102577,Suero  Bermúdez,en,Q114242,Suero  Bermúdez,en,suero bermúdez
Q102579,María Pires de Ambia,en,Q113589,María  Pires de Ambia,en,maría pires de ambia
Q102579,María Pires de Ambia,en,Q114244,María Pires de Ambia,en,maría pires de ambia
Q102581,Gonzalo  Peláez Señor de Cisneros,en,Q114246,Gonzalo  Peláez Señor de Cisneros,en,gonzalo peláez señor de cisneros
Q102585,doña Teresa Pelaes Infanta de Carrión,en,Q114250,doña Teresa Pelaes Infanta de Carrión,en,doña teresa pelaes infanta de carrión
Q102587,María Pelaez,en,Q114252,María Pelaez,en,maría pelaez
Q102589,Xiména  Gómez de Carrión,en,Q114254,Xiména  Gómez de Carrión,en,xiména gómez de carrión
Q102591,Elvira  Gómez de Gormaz,en,Q114256,Elvira  Gómez de Gormaz,en,elvira gómez de gormaz
Q102593,Elvira  Gomez de Carrion,en,Q114258,Elvira  Gomez de Carrion,en,elvira gomez de carrion
Q102597,Mayor  Ansurez,en,Q114262,Mayor  Ansurez,en,mayor ansurez
Q102599,Eilo  Martínez Osorio,en,Q114264,Eilo  Martínez Osorio,en,eilo martínez osorio
Q102605,Mayor  Rodríguez,en,Q114270,Mayor  Rodríguez,en,mayor rodríguez
Q102609,Urraca  Pérez de Traba,en,Q114274,Urraca  Pérez de Traba,en,urraca pérez de traba
Q102611,"Cde. García Pérez de Traba, señor de Trastámara",en,Q114276,"Cde. García Pérez de Traba, señor de Trastámara",en,"cde. garcía pérez de traba, señor de trastámara"
Q102613,Cde. Rodrigo el Velloso Pérez de Traba,en,Q114278,Cde. Rodrigo el Velloso Pérez de Traba,en,cde. rodrigo el velloso pérez de traba
Q102615,Estefanía  Pérez de Traba,en,Q114280,Estefanía  Pérez de Traba,en,estefanía pérez de traba
Q102617,Sancha  Pérez de Traba,en,Q114282,Sancha  Pérez de Traba,en,sancha pérez de traba
Q102619,Ildaura  Pérez de Traba,en,Q114284,Ildaura  Pérez de Traba,en,ildaura pérez de traba
Q102621,Urraca,en,Q114286,Urraca,en,urraca
Q102627,Ordoño  García de Aza,en,Q114292,Ordoño  García de Aza,en,ordoño garcía de aza
Q102631,Mayor  García,en,Q114296,Mayor  García,en,mayor garcía
Q102633,Álvaro  García,en,Q114298,Álvaro  García,en,álvaro garcía
Q102635,Fernando  García de Castro,en,Q114300,Fernando  García de Castro,en,fernando garcía de castro
Q102637,Dordia  Soares,en,Q114302,Dordia  Soares,en,dordia soares
Q102641,Vivili  Turtezendes,en,Q114306,Vivili  Turtezendes,en,vivili turtezendes
Q102643,Adosinda  Hermigues,en,Q114308,Adosinda  Hermigues,en,adosinda hermigues
Q102645,Mãe Incógnita,en,Q114310,Mãe Incógnita,en,mãe incógnita
Q102645,Mãe Incógnita,en,Q114350,Mãe Incógnita,en,mãe incógnita
Q102647,Teodoredo  Fromarigues,en,Q114312,Teodoredo  Fromarigues,en,teodoredo fromarigues
Q102651,Tigrida  González,en,Q114316,Tigrida  González,en,tigrida gonzález
Q102653,Elvira Diaz,en,Q114318,Elvira Diaz,en,elvira diaz
Q102655,Fernando  Díaz de Saldaña,en,Q114320,Fernando  Díaz de Saldaña,en,fernando díaz de saldaña
Q102657,Tigridia Díaz  Diaz,en,Q114322,Tigridia Díaz  Diaz,en,tigridia díaz diaz
Q102659,Munio  Díaz,en,Q114324,Munio  Díaz,en,munio díaz
Q102661,Cde. Osorio Díaz,en,Q114326,Cde. Osorio Díaz,en,cde. osorio díaz
Q102663,Guntroda  Díaz,en,Q114328,Guntroda  Díaz,en,guntroda díaz
Q102665,Froila  Díaz,en,Q114330,Froila  Díaz,en,froila díaz
Q102667,Gonzalo  Díaz,en,Q114332,Gonzalo  Díaz,en,gonzalo díaz
Q102669,Señor  Velázquez,en,Q114334,Señor  Velázquez,en,señor velázquez
Q102673,Dordia  Díaz,en,Q114338,Dordia  Díaz,en,dordia díaz
Q102677,Teresa  Méndez Sorred de Sotomayor,en,Q114342,Teresa  Méndez Sorred de Sotomayor,en,teresa méndez sorred de sotomayor
Q102683,Teresa  Fernández Arias,en,Q114348,Teresa  Fernández Arias,en,teresa fernández arias
