entity_without_ids,name_without_ids,lang_without_ids,entity_with_ids,name_with_ids,lang_with_ids,normalized_name
Q102685,Mãe Incógnita,en,Q114310,Mãe Incógnita,en,mãe incógnita
Q102685,Mãe Incógnita,en,Q114350,Mãe Incógnita,en,mãe incógnita
Q102687,Rodrigo  Forjaz de Trastamara,en,Q114352,Rodrigo  Forjaz de Trastamara,en,rodrigo forjaz de trastamara
Q1029,Unnamed clade Elpistostegalia,en,Q152961,Unnamed clade Elpistostegalia,en,unnamed clade elpistostegalia
Q1033,Unnamed clade Stegocephalia,en,Q152962,Unnamed clade Stegocephalia,en,unnamed clade stegocephalia
Q1415,2 Stars,en,Q153116,2 Stars,en,2 stars
Q1417,3 Stars,en,Q153117,3 Stars,en,3 stars
Q1418,4 Stars,en,Q153118,4 Stars,en,4 stars
Q1419,5 Stars,en,Q153119,5 Stars,en,5 stars
Q1420,6 Stars,en,Q153120,6 Stars,en,6 stars
Q1421,7 Stars,en,Q153121,7 Stars,en,7 stars
Q1422,Barnacus Barnacles,en,Q153122,Barnacus Barnacles,en,barnacus barnacles
Q20967,Shui Wu Lai Jian Li,en,Q35936,Shui Wu Lai Jian Li,en,shui wu lai jian li
Q20968,Shui Wu Lai Xiao Yuan,en,Q35940,Shui Wu Lai Xiao Yuan,en,shui wu lai xiao yuan
Q20969,Hou Shui Wei Yuan You Wei Men Zuo Ju,en,Q35944,Hou Shui Wei Yuan You Wei Men Zuo Ju,en,hou shui wei yuan you wei men zuo ju
Q2097,Prabha Āyu,en,Q153490,Prabha Āyu,en,prabha āyu
Q20970,Daughter of Minase Ujinobu (Wife of Minase Kanetoyo),en,Q35948,daughter of Minase Ujinobu (wife of Minase Kanetoyo),en,daughter of minase ujinobu (wife of minase kanetoyo)
Q20971,Daughter of Minase Ujinobu (wife of Tsutsumi Terunaga),en,Q35952,daughter of Minase Ujinobu (wife of Tsutsumi Terunaga),en,daughter of minase ujinobu (wife of tsutsumi terunaga)
Q20972,Shui Wu Lai Shi Xiao,en,Q35956,Shui Wu Lai Shi Xiao,en,shui wu lai shi xiao
Q20974,Di Wei Ren,en,Q35964,Di Wei Ren,en,di wei ren
Q20975,Ji Liang He Ji,en,Q35968,Ji Liang He Ji,en,ji liang he ji
Q20976,Oli Nofang,en,Q35972,Oli Nofang,en,oli nofang
Q20977,Ozhong Nofang,en,Q35976,Ozhong Nofang,en,ozhong nofang
Q20981,Dao Jin Jiu Dong,en,Q35980,Dao Jin Jiu Dong,en,dao jin jiu dong
Q20982,Shimazu Hisafuku (ninth son of Shimazu Tsunataka),en,Q35984,Shimazu Hisafuku (ninth son of Shimazu Tsunataka),en,shimazu hisafuku (ninth son of shimazu tsunataka)
Q20986,Dao Jin Zhong Ji,en,Q35988,Dao Jin Zhong Ji,en,dao jin zhong ji
Q20987,Dao Jin Jiu Liang,en,Q35992,Dao Jin Jiu Liang,en,dao jin jiu liang
Q20987,Dao Jin Jiu Liang,en,Q36004,Dao Jin Jiu Liang,en,dao jin jiu liang
Q20988,Dao Jin Gui Cheng,en,Q35996,Dao Jin Gui Cheng,en,dao jin gui cheng
Q20999,Qian Tian Xuan Yi Noniang  (san Tiao Xi Shi Tiao Nozheng Shi ),en,Q36024,Qian Tian Xuan Yi Noniang  (san Tiao Xi Shi Tiao Nozheng Shi ),en,qian tian xuan yi noniang (san tiao xi shi tiao nozheng shi )
Q21000,Wu Zhe Xiao Lu Gong Zhong,en,Q36028,Wu Zhe Xiao Lu Gong Zhong,en,wu zhe xiao lu gong zhong
Q21001,San Tiao Xi Tai Chang,en,Q36032,San Tiao Xi Tai Chang,en,san tiao xi tai chang
Q21002,Xi Jiao Shi Hao,en,Q36036,Xi Jiao Shi Hao,en,xi jiao shi hao
Q21003,adopted daughter of Matsuhira Izuminokami (wife of Mogami Yoshitomo),en,Q36040,Adopted daughter of Matsuhira Izuminokami (Wife of Mogami Yoshitomo),en,adopted daughter of matsuhira izuminokami (wife of mogami yoshitomo)
Q21005,Guang Shen,en,Q36048,Guang Shen,en,guang shen
Q21007,A Ye Gong Xu,en,Q36056,A Ye Gong Xu,en,a ye gong xu
Q21009,Qing Shui Gu Gong Mei,en,Q36064,Qing Shui Gu Gong Mei,en,qing shui gu gong mei
Q21010,Qing Shui Gu Chen Ji,en,Q36068,Qing Shui Gu Chen Ji,en,qing shui gu chen ji
Q21012,Zhong Yu Men Xuan Shun,en,Q36072,Zhong Yu Men Xuan Shun,en,zhong yu men xuan shun
Q21013,Gang Qi Xuan Chi,en,Q36076,Gang Qi Xuan Chi,en,gang qi xuan chi
Q21014,Chi Kao Gong Xiao,en,Q36080,Chi Kao Gong Xiao,en,chi kao gong xiao
Q21015,Daughter of Gojo Tametoki (wife of Ikejiri Tomotaka),en,Q36084,Daughter of Gojo Tametoki (wife of Ikejiri Tomotaka),en,daughter of gojo tametoki (wife of ikejiri tomotaka)
Q21016,Mei Yuan Jiu Ji,en,Q36088,Mei Yuan Jiu Ji,en,mei yuan jiu ji
Q21017,Daughter of Ikejiri Katsufusa (wife of Imashiro Sadatsune),en,Q36092,Daughter of Ikejiri Katsufusa (wife of Imashiro Sadatsune),en,daughter of ikejiri katsufusa (wife of imashiro sadatsune)
Q21018,Daughter of Ikejiri Katsufusa (second wife of Matsudaira Katsuyori),en,Q36096,Daughter of Ikejiri Katsufusa (second wife of Matsudaira Katsuyori),en,daughter of ikejiri katsufusa (second wife of matsudaira katsuyori)
Q21019,daughter of Ikejiri Katsufusa (wife of Tobojo Sukenaga),en,Q36100,Daughter of Ikejiri Katsufusa (wife of Tobojo Sukenaga),en,daughter of ikejiri katsufusa (wife of tobojo sukenaga)
Q2102,Queen Myrina the Conqueror Apoidea,en,Q153493,Queen Myrina the Conqueror Apoidea,en,myrina the conqueror apoidea
Q21020,Bai Chuan Ya Chen Wang,en,Q36104,Bai Chuan Ya Chen Wang,en,bai chuan ya chen wang
Q21021,daughter of Yotsutsuji Kimiri (wife of Shirakawa Masataka),en,Q36108,Daughter of Yotsutsuji Kimiri (wife of Shirakawa Masataka),en,daughter of yotsutsuji kimiri (wife of shirakawa masataka)
Q21022,Bai Chuan Ya Guang Wang,en,Q36112,Bai Chuan Ya Guang Wang,en,bai chuan ya guang wang
Q21023,Bai Chuan Ya Dong Wang,en,Q36116,Bai Chuan Ya Dong Wang,en,bai chuan ya dong wang
Q21024,Gao Cang Yong Zhong,en,Q36120,Gao Cang Yong Zhong,en,gao cang yong zhong
Q2103,DHRUVA Uttanapāda,en,Q153494,DHRUVA Uttanapāda,en,dhruva uttanapāda
Q21030,Shi Ye Ji Dong,en,Q36141,Shi Ye Ji Dong,en,shi ye ji dong
Q21031,Shi Ye Ji Gang,en,Q36145,Shi Ye Ji Gang,en,shi ye ji gang
Q21032,Ye Gong Ding Yuan,en,Q36149,Ye Gong Ding Yuan,en,ye gong ding yuan
Q21035,daughter of Nomiya Sadamoto (wife of Nomiya Sadatoshi),en,Q36157,daughter of Nomiya Sadamoto (wife of Nomiya Sadatoshi),en,daughter of nomiya sadamoto (wife of nomiya sadatoshi)
Q21038,Jiu Shi Jing Shi,en,Q36165,Jiu Shi Jing Shi,en,jiu shi jing shi
Q2104,ILINA Tansu,en,Q153495,ILINA Tansu,en,ilina tansu
Q21045,daughter of Jimyoin Motohisa (wife of Jimyoin Motosada),en,Q36189,daughter of Jimyoin Motohisa (Wife of Jimyoin Motosada),en,daughter of jimyoin motohisa (wife of jimyoin motosada)
Q21046,Shi Ye Ji Xian,en,Q40324,Shi Ye Ji Xian,en,shi ye ji xian
Q21046,Shi Ye Ji Xian,en,Q36193,Shi Ye Ji Xian,en,shi ye ji xian
Q21047,Jiu Ye Jun Chun,en,Q36197,Jiu Ye Jun Chun,en,jiu ye jun chun
Q21048,Gao Sip Zong Chang,en,Q36201,Gao Sip Zong Chang,en,gao sip zong chang
Q2105,VISHVĀMITRA Gādhi,en,Q153496,VISHVĀMITRA Gādhi,en,vishvāmitra gādhi
Q21050,Hua Yuan Gong Qing,en,Q36205,Hua Yuan Gong Qing,en,hua yuan gong qing
Q2107,Devan DEVKSHETRA,en,Q153497,Devan DEVKSHETRA,en,devan devkshetra
Q21079,Jin Chong Bin,en,Q36253,Jin Chong Bin,en,jin chong bin
Q2110,Queen Lysandra the Sugar Mama Anthophila (bees),en,Q153498,Queen Lysandra the Sugar Mama Anthophila (bees),en,lysandra the sugar mama anthophila (bees)
Q21102,Li Zhe,en,Q23107,Li Zhe,en,li zhe
Q21102,Li Zhe,en,Q23107,Li Zhe,nl,li zhe
Q21102,Li Zhe,en,Q23107,Li Zhe,ast,li zhe
Q21102,Li Zhe,en,Q36265,Li Zhe,en,li zhe
Q2113,SVARABHĀNU aka RĀHU Dānav,en,Q153499,SVARABHĀNU aka RĀHU Dānav,en,svarabhānu aka rāhu dānav
Q1423,Parasites Internal parasites of Echinoderms,en,Q153123,Parasites Internal parasites of Echinoderms,en,parasites internal parasites of echinoderms
Q21137,Wang Bing,en,Q36277,Wang Bing,en,wang bing
Q2114,PURŪRAVAS Budha,en,Q153500,PURŪRAVAS Budha,en,purūravas budha
Q21149,Shun Yang Gong Zhu,en,Q36281,Shun Yang Gong Zhu,en,shun yang gong zhu
Q2115,URVASHI Purūrava,en,Q153501,URVASHI Purūrava,en,urvashi purūrava
Q21155,Yu Wen Sheng,en,Q36284,Yu Wen Sheng,en,yu wen sheng
Q21156,Yu Wen Zhi,en,Q36288,Yu Wen Zhi,en,yu wen zhi
Q21157,Yu Wen Chun,en,Q36292,Yu Wen Chun,en,yu wen chun
Q21181,Cui Shi (concubine of Emperor Yang),en,Q36308,Cui Shi (Concubine of Emperor Yang),en,cui shi (concubine of yang)
Q2119,UTTANAPĀDA Manu,en,Q153503,UTTANAPĀDA Manu,en,uttanapāda manu
Q2124,Devkshetra DEVRAT,en,Q153506,Devkshetra DEVRAT,en,devkshetra devrat
Q21277,Li Qiu,en,Q36360,Li Qiu,en,li qiu
Q21277,Li Qiu,en,Q66987,Li Qiu,en,li qiu
Q21277,Li Qiu,en,Q66987,Li Qiu,nl,li qiu
Q21277,Li Qiu,en,Q66987,Li Qiu,ast,li qiu
Q21277,Li Qiu,en,Q79112,Li Qiu,en,li qiu
Q21277,Li Qiu,en,Q79112,Li Qiu,nl,li qiu
Q21277,Li Qiu,en,Q79112,Li Qiu,ast,li qiu
Q2130,Ila-Ilā (Male-Female alternate months) Budha,en,Q153508,Ila-Ilā (Male-Female alternate months) Budha,en,ila-ilā (male-female alternate months) budha
Q2131,BUDHA (planet Mercury) Chandra,en,Q153509,BUDHA (planet Mercury) Chandra,en,budha (planet mercury) chandra
Q2132,Nara-Narayana twin Dharma,en,Q153510,Nara-Narayana twin Dharma,en,nara-narayana twin dharma
Q2133,Honey Son-Husband of Lysandra,en,Q153511,Honey Son-Husband of Lysandra,en,honey son-husband of lysandra
Q2138,KUSHANĀBHA Kusha,en,Q153514,KUSHANĀBHA Kusha,en,kushanābha kusha
Q2141,Devrat KURAMBHI,en,Q153515,Devrat KURAMBHI,en,devrat kurambhi
Q2142,ANGĪRA aka ANGIRASA Brahma,en,Q153516,ANGĪRA aka ANGIRASA Brahma,en,angīra aka angirasa brahma
Q2144,Vasu Dharma,en,Q153518,Vasu Dharma,en,vasu dharma
Q21449,He Qi Bao Jia,en,Q36465,He Qi Bao Jia,en,he qi bao jia
Q2145,ĀYATI Meru,en,Q153519,ĀYATI Meru,en,āyati meru
Q21450,Yue Lun Yin Xian,en,Q36469,Yue Lun Yin Xian,en,yue lun yin xian
Q21451,Teng Yuan Cheng Ji,en,Q36473,Teng Yuan Cheng Ji,en,teng yuan cheng ji
Q21452,Kobayakawa Hirokage (first emperor),en,Q36477,Kobayakawa Hirokage (First Emperor),en,kobayakawa hirokage (first )
Q21453,Xiao Zao Chuan Fu Ping,en,Q36481,Xiao Zao Chuan Fu Ping,en,xiao zao chuan fu ping
Q21454,Nai Mei Jia Shi,en,Q36485,Nai Mei Jia Shi,en,nai mei jia shi
Q21455,Ji Qin Wen,en,Q36489,Ji Qin Wen,en,ji qin wen
Q21457,Lu Ming Sheng Zi,en,Q36493,Lu Ming Sheng Zi,en,lu ming sheng zi
Q21458,Lu Ming Shi Fang,en,Q36497,Lu Ming Shi Fang,en,lu ming shi fang
Q2146,DHĀTĀ,en,Q153520,DHĀTĀ,en,dhātā
Q21460,daughter of Ashina Morishun (wife of Soma Moritane),en,Q36501,Daughter of Ashina Morishun (Wife of Soma Moritane),en,daughter of ashina morishun (wife of soma moritane)
Q21461,Lu Ming Shi Mou,en,Q36505,Lu Ming Shi Mou,en,lu ming shi mou
Q21464,Shang Shan Xian Wu,en,Q36509,Shang Shan Xian Wu,en,shang shan xian wu
Q21466,Na Xu Zi Chi,en,Q36517,Na Xu Zi Chi,en,na xu zi chi
Q21467,Gao Shi Ying,en,Q36521,Gao Shi Ying,en,gao shi ying
Q21468,Shan Ming Yao Zheng,en,Q36525,Shan Ming Yao Zheng,en,shan ming yao zheng
Q21470,Asakura Kōkyū,en,Q36529,Asakura Kōkyū,en,asakura kōkyū
Q21470,Asakura Kōkyū,en,Q36529,Asakura Kōkyū,ast,asakura kōkyū
Q21470,Asakura Kōkyū,en,Q36529,Asakura Kōkyū,es,asakura kōkyū
Q21475,Zhao Cang Jing Ming,en,Q36533,Zhao Cang Jing Ming,en,zhao cang jing ming
Q2148,Son-Husband of Aurora,en,Q153522,Son-Husband of Aurora,en,son-husband of aurora
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,en,nikaidō moriyoshi
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,de,nikaidō moriyoshi
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,ast,nikaidō moriyoshi
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,es,nikaidō moriyoshi
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,fr,nikaidō moriyoshi
Q21481,Nikaidō Moriyoshi,en,Q36545,Nikaidō Moriyoshi,tr,nikaidō moriyoshi
Q21484,Yan Cheng Yu Qian,en,Q36549,Yan Cheng Yu Qian,en,yan cheng yu qian
Q21486,Koyanagawa Morimune (Warring States period),en,Q36553,Koyanagawa Morimune (Warring States Period),en,koyanagawa morimune (warring states period)
Q21488,Tian Tong Zhong Lai,en,Q36561,Tian Tong Zhong Lai,en,tian tong zhong lai
Q21489,Shi Chuan Zhong Guang,en,Q36565,Shi Chuan Zhong Guang,en,shi chuan zhong guang
Q21491,Xiao Shan Shan Yu Tai,en,Q36569,Xiao Shan Shan Yu Tai,en,xiao shan shan yu tai
Q21492,Yan Lai Yu Tai,en,Q36573,Yan Lai Yu Tai,en,yan lai yu tai
Q21493,Lu Ming Gui Wang Wan,en,Q36577,Lu Ming Gui Wang Wan,en,lu ming gui wang wan
Q21494,Jiang Hu Qi Yu Qian,en,Q36581,Jiang Hu Qi Yu Qian,en,jiang hu qi yu qian
Q21495,Ōtawara Tanekiyo,en,Q36585,Ōtawara Tanekiyo,en,ōtawara tanekiyo
Q21496,daughter of Otawara Sukekiyo (wife of Sakuyama Yoshitaka),en,Q36589,Daughter of Otawara Sukekiyo (Wife of Sakuyama Yoshitaka),en,daughter of otawara sukekiyo (wife of sakuyama yoshitaka)
Q21498,Ōtawara Tsunakiyo,en,Q36593,Ōtawara Tsunakiyo,en,ōtawara tsunakiyo
Q21498,Ōtawara Tsunakiyo,en,Q36593,Ōtawara Tsunakiyo,ast,ōtawara tsunakiyo
Q21499,Yang Yue Zhen Chun Da Zi,en,Q36597,Yang Yue Zhen Chun Da Zi,en,yang yue zhen chun da zi
Q21500,Fang He Gao Sheng,en,Q36601,Fang He Gao Sheng,en,fang he gao sheng
Q21503,Da Shou Yuan,en,Q36605,Da Shou Yuan,en,da shou yuan
Q21504,Gao Cang Yong Dun,en,Q36609,Gao Cang Yong Dun,en,gao cang yong dun
Q21505,Zuo Zhu Yi Lin,en,Q36613,Zuo Zhu Yi Lin,en,zuo zhu yi lin
Q21506,Zuo Zhu Yi Kuan,en,Q36617,Zuo Zhu Yi Kuan,en,zuo zhu yi kuan
Q21509,adopted daughter of Satake Yoshihisa (wife of Oba Yoshinari),en,Q36629,Adopted daughter of Satake Yoshihisa (wife of Oba Yoshinari),en,adopted daughter of satake yoshihisa (wife of oba yoshinari)
Q21510,Adopted daughter of Satake Yoshishige (second wife of Iwaki Tsunetaka),en,Q36633,Adopted daughter of Satake Yoshishige (second wife of Iwaki Tsunetaka),en,adopted daughter of satake yoshishige (second wife of iwaki tsunetaka)
Q21513,Lu Ye Sheng Tai,en,Q36636,Lu Ye Sheng Tai,en,lu ye sheng tai
Q21514,Si Bo Quan Hao,en,Q36640,Si Bo Quan Hao,en,si bo quan hao
Q21517,Ben A Mi Miao Xiu,en,Q36644,Ben A Mi Miao Xiu,en,ben a mi miao xiu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,en,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,es,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,nl,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,de,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,ca,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,sq,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,pap,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,tr,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,ga,honami kōetsu
Q21518,Honami Kōetsu,en,Q36648,Honami Kōetsu,sv,honami kōetsu
Q21519,Ben A Mi Fa Xiu,en,Q36652,Ben A Mi Fa Xiu,en,ben a mi fa xiu
Q21520,Ben A Mi Miao Guang,en,Q36656,Ben A Mi Miao Guang,en,ben a mi miao guang
Q21524,Ni Zi Cheng Jiu,en,Q36664,Ni Zi Cheng Jiu,en,ni zi cheng jiu
Q21525,Ni Zi Li Jiu,en,Q36668,Ni Zi Li Jiu,en,ni zi li jiu
Q21526,Ni Zi Jing Jiu,en,Q36672,Ni Zi Jing Jiu,en,ni zi jing jiu
Q21528,Daughter of Amago Kunihisa (wife of Shinji Tsuneyoshi),en,Q36676,Daughter of Amago Kunihisa (wife of Shinji Tsuneyoshi),en,daughter of amago kunihisa (wife of shinji tsuneyoshi)
Q21529,Daughter of Amago Kunihisa (wife of Yuhara Nobutsuna),en,Q36681,Daughter of Amago Kunihisa (wife of Yuhara Nobutsuna),en,daughter of amago kunihisa (wife of yuhara nobutsuna)
Q2153,Formex Formicoidea (ants),en,Q153524,Formex Formicoidea (ants),en,formex formicoidea (ants)
Q21534,Sogō Masayuki,en,Q36685,Sogō Masayuki,en,sogō masayuki
Q21534,Sogō Masayuki,en,Q36685,Sogō Masayuki,ast,sogō masayuki
Q21534,Sogō Masayuki,en,Q36685,Sogō Masayuki,tr,sogō masayuki
Q21536,Daughter of Wazuka Yakata (wife of Isshiki Harutomo),en,Q36689,Daughter of Wazuka Yakata (wife of Isshiki Harutomo),en,daughter of wazuka yakata (wife of isshiki harutomo)
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,en,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,fr,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,es,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,nl,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,de,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,ast,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,tr,ishin sūden
Q21538,Ishin Sūden,en,Q36693,Ishin Sūden,ga,ishin sūden
Q21541,Hu Tian Shi Guang,en,Q36701,Hu Tian Shi Guang,en,hu tian shi guang
Q21542,Hu Tian Gang Guang,en,Q36705,Hu Tian Gang Guang,en,hu tian gang guang
Q21544,A Su Wei Zhong,en,Q36709,A Su Wei Zhong,en,a su wei zhong
Q21545,A Su Wei Li,en,Q36713,A Su Wei Li,en,a su wei li
Q21546,Ju Chi Wu Jing,en,Q36717,Ju Chi Wu Jing,en,ju chi wu jing
Q21547,Ōuchi Hironari,en,Q36721,Ōuchi Hironari,en,ōuchi hironari
Q21547,Ōuchi Hironari,en,Q36721,Ōuchi Hironari,ast,ōuchi hironari
Q21547,Ōuchi Hironari,en,Q36721,Ōuchi Hironari,tr,ōuchi hironari
Q21548,Shan Kou Sheng Zhong,en,Q36725,Shan Kou Sheng Zhong,en,shan kou sheng zhong
Q21548,Shan Kou Sheng Zhong,en,Q36729,Shan Kou Sheng Zhong,en,shan kou sheng zhong
Q21549,Shan Kou Sheng Zhong,en,Q36725,Shan Kou Sheng Zhong,en,shan kou sheng zhong
Q21549,Shan Kou Sheng Zhong,en,Q36729,Shan Kou Sheng Zhong,en,shan kou sheng zhong
Q2155,KUSHA Ajak,en,Q153526,KUSHA Ajak,en,kusha ajak
Q21550,Shan Kou Jiao Fang,en,Q36733,Shan Kou Jiao Fang,en,shan kou jiao fang
Q21552,Gang Ben Zhong Qing,en,Q36737,Gang Ben Zhong Qing,en,gang ben zhong qing
Q21554,Daughter of Mizutani Masamura (wife of Yuki Harutomo),en,Q36741,Daughter of Mizutani Masamura (wife of Yuki Harutomo),en,daughter of mizutani masamura (wife of yuki harutomo)
Q21555,Da Zhong Quan Zhi Jie,en,Q36745,Da Zhong Quan Zhi Jie,en,da zhong quan zhi jie
Q21556,Zuo Zhu Yi Xian,en,Q36749,Zuo Zhu Yi Xian,en,zuo zhu yi xian
Q21558,Xiao Ye Qi Xuan Zheng,en,Q36753,Xiao Ye Qi Xuan Zheng,en,xiao ye qi xuan zheng
Q21559,Yi Se Zhi Fang,en,Q36757,Yi Se Zhi Fang,en,yi se zhi fang
Q21560,Yi Se Zhi Wu,en,Q36761,Yi Se Zhi Wu,en,yi se zhi wu
Q21561,Quan Chuan Qin Zhao,en,Q36765,Quan Chuan Qin Zhao,en,quan chuan qin zhao
Q21564,Jiang Ma Zuo Ma Zhu,en,Q36769,Jiang Ma Zuo Ma Zhu,en,jiang ma zuo ma zhu
Q21565,Ōta Sukekatsu,en,Q36773,Ōta Sukekatsu,en,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,en,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,es,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,fr,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,de,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,nl,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,ast,ōta sukekatsu
Q21565,Ōta Sukekatsu,en,Q73315,Ōta Sukekatsu,tr,ōta sukekatsu
Q21566,Tai Tian Mao Lian,en,Q36777,Tai Tian Mao Lian,en,tai tian mao lian
Q2157,Kurambhi SAKUNI,en,Q153527,Kurambhi SAKUNI,en,kurambhi sakuni
Q21570,Junho Shūgyoku,en,Q36781,Junho Shūgyoku,en,junho shūgyoku
Q21571,Wu Tian Yuan Du,en,Q36785,Wu Tian Yuan Du,en,wu tian yuan du
Q21574,Jiu Wo Yao Tong,en,Q36789,Jiu Wo Yao Tong,en,jiu wo yao tong
Q21575,Yan Cang Cheng Ju,en,Q36793,Yan Cang Cheng Ju,en,yan cang cheng ju
Q21578,Daughter of Saionji Kintomo (wife of Matsuki Munemitsu),en,Q36797,Daughter of Saionji Kintomo (wife of Matsuki Munemitsu),en,daughter of saionji kintomo (wife of matsuki munemitsu)
Q21579,Mo Li Xiao Lu Xiu Fang,en,Q36801,Mo Li Xiao Lu Xiu Fang,en,mo li xiao lu xiu fang
Q21581,Daughter of Tsumori Kunishige (wife of Hino Terusuke),en,Q36805,Daughter of Tsumori Kunishige (wife of Hino Terusuke),en,daughter of tsumori kunishige (wife of hino terusuke)
Q21582,Leng Guang Yuan Qi Yue Zhen Yun,en,Q36809,Leng Guang Yuan Qi Yue Zhen Yun,en,leng guang yuan qi yue zhen yun
Q21585,Rui Quan Yuan Ling Zhong Fang Shou Da Zi,en,Q36813,Rui Quan Yuan Ling Zhong Fang Shou Da Zi,en,rui quan yuan ling zhong fang shou da zi
Q21586,Hua Shan Yuan Zhong Guang,en,Q36817,Hua Shan Yuan Zhong Guang,en,hua shan yuan zhong guang
Q21587,Kazanin Sadanori (Leader of the Left Guard),en,Q36821,Kazanin Sadanori (Leader of the Left Guard),en,kazanin sadanori (leader of the left guard)
Q21588,Hua Shan Yuan Mo Zi,en,Q36825,Hua Shan Yuan Mo Zi,en,hua shan yuan mo zi
Q21589,Zhuan Xiu Si Yao Yuan,en,Q36829,Zhuan Xiu Si Yao Yuan,en,zhuan xiu si yao yuan
Q21590,San Shi Hu Cheng Guang,en,Q36833,San Shi Hu Cheng Guang,en,san shi hu cheng guang
Q21591,San Shi Hu Zi Shun,en,Q36837,San Shi Hu Zi Shun,en,san shi hu zi shun
Q21592,Bei Xiao Lu De Guang,en,Q36841,Bei Xiao Lu De Guang,en,bei xiao lu de guang
Q21593,Liu Yuan Zi Ji,en,Q36845,Liu Yuan Zi Ji,en,liu yuan zi ji
Q21594,Daughter of Atago Michiharu (wife of Ito Suketaka),en,Q36849,Daughter of Atago Michiharu (wife of Ito Suketaka),en,daughter of atago michiharu (wife of ito suketaka)
Q21597,Zhai Teng Bing Bu Shao Fu,en,Q36853,Zhai Teng Bing Bu Shao Fu,en,zhai teng bing bu shao fu
Q21598,Zu Li Si Zhi,en,Q36857,Zu Li Si Zhi,en,zu li si zhi
Q21599,Chi Jing Jia Qing,en,Q36861,Chi Jing Jia Qing,en,chi jing jia qing
Q21600,Chi Jing Xing Jia,en,Q36865,Chi Jing Xing Jia,en,chi jing xing jia
Q21603,Ōdate Harumitsu,en,Q36873,Ōdate Harumitsu,en,ōdate harumitsu
Q21603,Ōdate Harumitsu,en,Q36873,Ōdate Harumitsu,en-us,ōdate harumitsu
Q21603,Ōdate Harumitsu,en,Q36873,Ōdate Harumitsu,nl,ōdate harumitsu
Q21607,Tōyama Kageyuki,en,Q36877,Tōyama Kageyuki,en,tōyama kageyuki
Q21610,Rong Fang Yuan Xuan Tong,en,Q36881,Rong Fang Yuan Xuan Tong,en,rong fang yuan xuan tong
Q21611,Nobumasa (Honganji Temple),en,Q36885,Nobumasa (Honganji Temple),en,nobumasa (honganji temple)
Q21612,Ling Rui Yuan,en,Q36889,Ling Rui Yuan,en,ling rui yuan
Q21614,Kōkai,en,Q36893,Kōkai,en,kōkai
Q21615,Ye Gong Ding Yi,en,Q36897,Ye Gong Ding Yi,en,ye gong ding yi
Q21616,Yan Chuan Guo Man,en,Q36901,Yan Chuan Guo Man,en,yan chuan guo man
Q21617,Ryushoin (wife of Shiokawa Kunimitsu),en,Q36905,Ryushoin (wife of Shiokawa Kunimitsu),en,ryushoin (wife of shiokawa kunimitsu)
