# Japanese GEDCOM ID to Wikibase QID Mapping
# Generated by japanese_repair_upload.py

# Properties
birth_date	P7
child	P20
death_date	P8
full_name	P5
gedcom_refn	P41
given_name	P3
sex	P11
spouse	P42
surname	P4

# Individuals
@I4683@	Q11230
@I4684@	Q11231
@I4685@	Q11232
@I4686@	Q11233
@I4687@	Q11234
@I4689@	Q11236
@I468@	Q7016
@I4695@	Q11242
@I4697@	Q11244
@I46@	Q6520
@I4703@	Q11250
@I4705@	Q11252
@I4706@	Q11253
@I4707@	Q11254
@I4711@	Q11258
@I4714@	Q11261
@I4715@	Q11262
@I4717@	Q11264
@I4718@	Q11265
@I4724@	Q11271
@I4726@	Q11273
@I4728@	Q11275
@I4729@	Q11276
@I4730@	Q11277
@I4732@	Q11279
@I4733@	Q11280
@I4735@	Q11282
@I473@	Q7021
@I4741@	Q11288
@I4743@	Q11290
@I4746@	Q11293
@I4747@	Q11294
@I4749@	Q11296
@I4756@	Q11303
@I4758@	Q11305
@I4764@	Q11311
@I4765@	Q11312
@I4767@	Q11314
@I4770@	Q11317
@I4780@	Q11327
@I4781@	Q11328
@I4782@	Q11329
@I4783@	Q11330
@I4789@	Q11336
@I4790@	Q11337
@I4796@	Q11343
@I4797@	Q11344
@I479@	Q7027
@I4803@	Q11350
@I4805@	Q11352
@I4810@	Q11357
@I4813@	Q11360
@I4815@	Q11362
@I4817@	Q11364
@I4819@	Q11366
@I481@	Q7029
@I4821@	Q11368
@I4825@	Q11372
@I4826@	Q11373
@I4830@	Q11377
@I4832@	Q11379
@I4839@	Q11386
@I4842@	Q11389
@I4845@	Q11392
@I4847@	Q11394
@I4849@	Q11396
@I4854@	Q11401
@I4855@	Q11402
@I4858@	Q11405
@I4859@	Q11406
@I4865@	Q11412
@I4868@	Q11415
@I4871@	Q11418
@I4879@	Q11426
@I4881@	Q11428
@I4885@	Q11432
@I4888@	Q11435
@I4889@	Q11436
@I488@	Q7036
@I4891@	Q11438
@I4892@	Q11439
@I4893@	Q11440
@I4895@	Q11442
@I4897@	Q11444
@I489@	Q7037
@I48@	Q6524
@I4901@	Q11448
@I4902@	Q11449
@I4903@	Q11450
@I4905@	Q11452
@I4907@	Q11454
@I4909@	Q11456
@I490@	Q7038
@I4910@	Q11457
@I4914@	Q11461
@I491@	Q7039
@I4927@	Q11474
@I492@	Q7040
@I4933@	Q11480
@I4936@	Q11483
@I493@	Q7041
@I4944@	Q11491
@I4949@	Q11496
@I494@	Q7042
@I4952@	Q11499
@I4954@	Q11501
@I4957@	Q11504
@I495@	Q7043
@I4968@	Q11515
@I4969@	Q11516
@I4972@	Q11519
@I4974@	Q11521
@I4975@	Q11522
@I4976@	Q11523
@I4977@	Q11524
@I4979@	Q11526
@I4985@	Q11532
@I4987@	Q11534
@I498@	Q7046
@I4990@	Q11537
@I4996@	Q11543
@I4997@	Q11544
@I4998@	Q11545
@I49@	Q6526
@I4@	Q6438
@I5001@	Q11548
@I5003@	Q11550
@I5004@	Q11551
@I5005@	Q11552
@I500@	Q7048
@I5018@	Q11565
@I5021@	Q11568
@I5026@	Q11573
@I5027@	Q11574
@I5028@	Q11575
@I5029@	Q11576
@I5034@	Q11581
@I5037@	Q11584
@I503@	Q7051
@I5040@	Q11587
@I5041@	Q11588
@I5042@	Q11589
@I504@	Q7052
@I5051@	Q11598
@I5053@	Q11600
@I5063@	Q11610
@I506@	Q7054
@I5070@	Q11617
@I5071@	Q11618
@I5078@	Q11625
@I5084@	Q11631
@I5086@	Q11633
@I5093@	Q11640
@I50@	Q6528
@I5100@	Q11647
@I5102@	Q11649
@I5107@	Q11654
@I5108@	Q11655
@I5110@	Q11657
@I5111@	Q11658
@I5115@	Q11662
@I5116@	Q11663
@I5118@	Q11665
@I5126@	Q11673
@I5135@	Q11682
@I5136@	Q11683
@I5144@	Q11691
@I5146@	Q11693
@I514@	Q7062
@I5158@	Q11705
@I5159@	Q11706
@I5160@	Q11707
@I5161@	Q11708
@I5162@	Q11709
@I5168@	Q11715
@I5169@	Q11716
@I516@	Q7064
@I5170@	Q11717
@I5171@	Q11718
@I5175@	Q11722
@I5176@	Q11723
@I5177@	Q11724
@I517@	Q7065
@I5180@	Q11727
@I5182@	Q11729
@I5190@	Q11737
@I5194@	Q11741
@I5197@	Q11744
@I5198@	Q11745
@I5199@	Q11746
@I519@	Q7067
@I51@	Q6530
@I5200@	Q11747
@I5206@	Q11753
@I5208@	Q11755
@I5209@	Q11756
@I5217@	Q11764
@I5218@	Q11765
@I521@	Q7069
@I5225@	Q11772
@I5228@	Q11775
@I5229@	Q11776
@I5234@	Q11781
@I5238@	Q11785
@I5239@	Q11786
@I5240@	Q11787
@I5241@	Q11788
@I5242@	Q11789
@I5243@	Q11790
@I5246@	Q11793
@I5248@	Q11795
@I5249@	Q11796
@I5250@	Q11797
@I5251@	Q11798
@I5255@	Q11802
@I5260@	Q11807
@I5261@	Q11808
@I5263@	Q11810
@I5264@	Q11811
@I526@	Q7074
@I5272@	Q11819
@I5273@	Q11820
@I5274@	Q11821
@I5275@	Q11822
@I5276@	Q11823
@I5279@	Q11826
@I527@	Q7075
@I5281@	Q11828
@I5283@	Q11830
@I5285@	Q11832
@I5292@	Q11839
@I5298@	Q11845
@I529@	Q7077
@I52@	Q6532
@I5300@	Q11847
@I5302@	Q11849
@I5303@	Q11850
@I5304@	Q11851
@I5306@	Q11853
@I5310@	Q11857
@I5314@	Q11861
@I5315@	Q11862
@I5321@	Q11868
@I5322@	Q11869
@I5324@	Q11871
@I5325@	Q11872
@I5330@	Q11877
@I5331@	Q11878
@I5332@	Q11879
@I5333@	Q11880
@I5335@	Q11882
@I5338@	Q11885
@I533@	Q7081
@I5349@	Q11896
@I534@	Q7082
@I5350@	Q11897
@I5352@	Q11899
@I5354@	Q11901
@I535@	Q7083
@I5360@	Q11907
@I5364@	Q11911
@I5368@	Q11915
@I5370@	Q11917
@I5373@	Q11920
@I5375@	Q11922
@I537@	Q7085
@I5380@	Q11927
@I5381@	Q11928
@I5382@	Q11929
@I5383@	Q11930
@I5385@	Q11932
@I538@	Q7086
@I5392@	Q11939
@I5393@	Q11940
@I5394@	Q11941
@I539@	Q7087
@I5400@	Q11947
@I5405@	Q11952
@I5410@	Q11957
@I5411@	Q11958
@I5412@	Q11959
@I5416@	Q11963
@I5418@	Q11965
@I5419@	Q11966
@I541@	Q7089
@I5420@	Q11967
@I5421@	Q11968
@I5424@	Q11971
@I542@	Q7090
@I5431@	Q11978
@I5432@	Q11979
@I5433@	Q11980
@I5436@	Q11983
@I5438@	Q11985
@I5445@	Q11992
@I5450@	Q11997
@I5456@	Q12003
@I5459@	Q12006
@I545@	Q7093
@I5462@	Q12009
@I5466@	Q12013
@I546@	Q7094
@I5473@	Q12020
@I5475@	Q12022
@I5476@	Q12023
@I548@	Q7096
@I5492@	Q12039
@I5495@	Q12042
@I549@	Q7097
@I54@	Q6536
@I550@	Q7098
@I5516@	Q12063
@I5517@	Q12064
@I5518@	Q12065
@I5519@	Q12066
@I5522@	Q12069
@I5525@	Q12072
@I5527@	Q12074
@I5529@	Q12076
@I552@	Q7100
@I5530@	Q12077
@I5546@	Q12093
@I554@	Q7102
@I5551@	Q12098
@I5553@	Q12100
@I5560@	Q12107
@I5562@	Q12109
@I5571@	Q12118
@I5572@	Q12119
@I557@	Q7105
@I5580@	Q12127
@I5584@	Q12131
@I5587@	Q12134
@I5590@	Q12137
@I5597@	Q12144
@I5598@	Q12145
@I55@	Q6538
@I5604@	Q12151
@I5608@	Q12155
@I5614@	Q12161
@I5616@	Q12163
@I5617@	Q12164
@I5619@	Q12166
@I5620@	Q12167
@I5621@	Q12168
@I5625@	Q12172
@I5626@	Q12173
@I5628@	Q12175
@I562@	Q7110
@I5633@	Q12180
@I5636@	Q12183
@I5638@	Q12185
@I563@	Q7111
@I5641@	Q12188
@I5642@	Q12189
@I5645@	Q12192
@I5647@	Q12194
@I564@	Q7112
@I5650@	Q12197
@I5653@	Q12200
@I5657@	Q12204
@I5658@	Q12205
@I5659@	Q12206
@I565@	Q7113
@I5660@	Q12207
@I5661@	Q12208
@I5663@	Q12210
@I5669@	Q12216
@I566@	Q7114
@I5670@	Q12217
@I567@	Q7115
@I5684@	Q12231
@I5689@	Q12236
@I568@	Q7116
@I5698@	Q12245
@I5699@	Q12246
@I569@	Q7117
@I56@	Q6540
@I5700@	Q12247
@I5706@	Q12253
@I570@	Q7118
@I5713@	Q12260
@I5714@	Q12261
@I571@	Q7119
@I5721@	Q12268
@I572@	Q7120
@I5737@	Q12284
@I5739@	Q12286
@I573@	Q7121
@I5742@	Q12289
@I5743@	Q12290
@I5746@	Q12293
@I575@	Q7123
@I5763@	Q12310
@I5764@	Q12311
@I5766@	Q12313
@I5769@	Q12316
@I5774@	Q12321
@I577@	Q7125
@I5784@	Q12331
@I578@	Q7126
@I5793@	Q12340
@I5795@	Q12342
@I5796@	Q12343
@I579@	Q7127
@I57@	Q6542
@I5801@	Q12348
@I5810@	Q12357
@I5817@	Q12364
@I581@	Q7129
@I5825@	Q12372
@I5826@	Q12373
@I5827@	Q12374
@I5828@	Q12375
@I5829@	Q12376
@I582@	Q7130
@I5830@	Q12377
@I5832@	Q12379
@I5833@	Q12380
@I5836@	Q12383
@I5837@	Q12384
@I5839@	Q12386
@I583@	Q7131
@I5841@	Q12388
@I5843@	Q12390
@I5844@	Q12391
@I5846@	Q12393
@I584@	Q7132
@I5851@	Q12398
@I5853@	Q12400
@I5857@	Q12404
@I5858@	Q12405
@I585@	Q7133
@I5860@	Q12407
@I5867@	Q12414
@I5873@	Q12420
@I587@	Q7135
@I5883@	Q12430
@I588@	Q7136
@I5894@	Q12441
@I5897@	Q12444
@I5898@	Q12445
@I589@	Q7137
@I58@	Q6544
@I5907@	Q12454
@I5910@	Q12457
@I5917@	Q12464
@I5927@	Q12474
@I5930@	Q12477
@I5934@	Q12481
@I593@	Q7141
@I594@	Q7142
@I5953@	Q12500
@I5956@	Q12503
@I595@	Q7143
@I5962@	Q12509
@I596@	Q7144
@I5970@	Q12517
@I5973@	Q12520
@I5974@	Q12521
@I5975@	Q12522
@I5977@	Q12524
@I597@	Q7145
@I5980@	Q12527
@I5982@	Q12529
@I5983@	Q12530
@I5984@	Q12531
@I5988@	Q12535
@I59@	Q6546
@I5@	Q6440
@I6009@	Q12556
@I6013@	Q12560
@I6018@	Q12565
@I6019@	Q12566
@I601@	Q7149
@I6022@	Q12569
@I6024@	Q12571
@I6025@	Q12572
@I6026@	Q12573
@I6030@	Q12577
@I6031@	Q12578
@I6034@	Q12581
@I603@	Q7151
@I6041@	Q12588
@I6043@	Q12590
@I6044@	Q12591
@I6046@	Q12593
@I6048@	Q12595
@I604@	Q7152
@I6052@	Q12599
@I6053@	Q12600
@I6058@	Q12605
@I6059@	Q12606
@I605@	Q7153
@I6063@	Q12610
@I6064@	Q12611
@I6065@	Q12612
@I6066@	Q12613
@I6067@	Q12614
@I6068@	Q12615
@I6069@	Q12616
@I6070@	Q12617
@I6071@	Q12618
@I6072@	Q12619
@I6073@	Q12620
@I6074@	Q12621
@I6076@	Q12623
@I6077@	Q12624
@I607@	Q7155
@I6080@	Q12627
@I6081@	Q12628
@I6087@	Q12634
@I608@	Q7156
@I6091@	Q12638
@I6097@	Q12644
@I609@	Q7157
@I6101@	Q12648
@I6103@	Q12650
@I6104@	Q12651
@I6107@	Q12654
@I6108@	Q12655
@I6109@	Q12656
@I610@	Q7158
@I6111@	Q12658
@I6113@	Q12660
@I6117@	Q12664
@I6119@	Q12666
@I611@	Q7159
@I6120@	Q12667
@I6123@	Q12670
@I6126@	Q12673
@I6128@	Q12675
@I6129@	Q12676
@I612@	Q7160
@I6131@	Q12678
@I6136@	Q12683
@I6137@	Q12684
@I613@	Q7161
@I6140@	Q12687
@I6141@	Q12688
@I6142@	Q12689
@I6143@	Q12690
@I6144@	Q12691
@I6146@	Q12693
@I6147@	Q12694
@I614@	Q7162
@I6152@	Q12699
@I6153@	Q12700
@I6155@	Q12702
@I6158@	Q12705
@I6161@	Q12708
@I6165@	Q12712
@I6166@	Q12713
@I6167@	Q12714
@I616@	Q7164
@I6171@	Q12718
@I6175@	Q12722
@I6176@	Q12723
@I6177@	Q12724
@I6179@	Q12726
@I617@	Q7165
@I6181@	Q12728
@I6186@	Q12733
@I6187@	Q12734
@I618@	Q7166
@I6193@	Q12740
@I6196@	Q12743
@I619@	Q7167
@I61@	Q6550
@I6204@	Q12751
@I6208@	Q12755
@I6209@	Q12756
@I620@	Q7168
@I6210@	Q12757
@I6211@	Q12758
@I6213@	Q12760
@I621@	Q7169
@I6220@	Q12767
@I6221@	Q12768
@I6222@	Q12769
@I622@	Q7170
@I6235@	Q12782
@I623@	Q7171
@I624@	Q7172
@I625@	Q7173
@I6261@	Q12808
@I6262@	Q12809
@I6263@	Q12810
@I6267@	Q12814
@I626@	Q7174
@I6273@	Q12820
@I6274@	Q12821
@I6279@	Q12826
@I627@	Q7175
@I6281@	Q12828
@I6289@	Q12836
@I628@	Q7176
@I6291@	Q12838
@I6293@	Q12840
@I6298@	Q12845
@I629@	Q7177
@I62@	Q6551
@I6300@	Q12847
@I6301@	Q12848
@I6302@	Q12849
@I6310@	Q12857
@I6321@	Q12868
@I6322@	Q12869
@I6323@	Q12870
@I6324@	Q12871
@I6329@	Q12876
@I6330@	Q12877
@I6331@	Q12878
@I6333@	Q12880
@I6339@	Q12886
@I633@	Q7181
@I634@	Q7182
@I6354@	Q12901
@I6355@	Q12902
@I6356@	Q12903
@I635@	Q7183
@I6362@	Q12909
@I6364@	Q12911
@I6366@	Q12913
@I636@	Q7184
@I6373@	Q12920
@I637@	Q7185
@I6381@	Q12928
@I638@	Q7186
@I6392@	Q12939
@I639@	Q7187
@I63@	Q6553
@I6401@	Q12948
@I6402@	Q12949
@I6404@	Q12951
@I6405@	Q12952
@I640@	Q7188
@I6410@	Q12957
@I6416@	Q12963
@I6418@	Q12965
@I641@	Q7189
@I6428@	Q12975
@I6429@	Q12976
@I642@	Q7190
@I6437@	Q12984
@I6438@	Q12985
@I6439@	Q12986
@I643@	Q7191
@I6441@	Q12988
@I6443@	Q12990
@I6446@	Q12993
@I6449@	Q12996
@I6450@	Q12997
@I6453@	Q13000
@I6454@	Q13001
@I645@	Q7193
@I646@	Q7194
@I6471@	Q13018
@I647@	Q7195
@I6489@	Q13036
@I648@	Q7196
@I6494@	Q13041
@I6495@	Q13042
@I6498@	Q13045
@I649@	Q7197
@I64@	Q6555
@I650@	Q7198
@I6513@	Q13060
@I6517@	Q13064
@I651@	Q7199
@I6526@	Q13073
@I6527@	Q13074
@I6538@	Q13085
@I654@	Q7202
@I6550@	Q13097
@I6552@	Q13099
@I6556@	Q13103
@I6559@	Q13106
@I6560@	Q13107
@I6575@	Q13122
@I657@	Q7205
@I6582@	Q13129
@I6585@	Q13132
@I6586@	Q13133
@I6588@	Q13135
@I6589@	Q13136
@I658@	Q7206
@I6590@	Q13137
@I6591@	Q13138
@I6592@	Q13139
@I6593@	Q13140
@I6594@	Q13141
@I65@	Q6557
@I6606@	Q13153
@I6613@	Q13160
@I6616@	Q13163
@I661@	Q7209
@I6620@	Q13167
@I6621@	Q13168
@I6622@	Q13169
@I6623@	Q13170
@I662@	Q7210
@I6634@	Q13181
@I663@	Q7211
@I6649@	Q13196
@I664@	Q7212
@I6650@	Q13197
@I6654@	Q13201
@I665@	Q7213
@I6665@	Q13212
@I6674@	Q13221
@I6675@	Q13222
@I667@	Q7215
@I6686@	Q13233
@I668@	Q7216
@I6690@	Q13237
@I6693@	Q13240
@I6694@	Q13241
@I6695@	Q13242
@I6696@	Q13243
@I6697@	Q13244
@I669@	Q7217
@I66@	Q6559
@I6701@	Q13248
@I6703@	Q13250
@I6704@	Q13251
@I6709@	Q13256
@I6710@	Q13257
@I6718@	Q13265
@I6719@	Q13266
@I671@	Q7219
@I6737@	Q13284
@I6740@	Q13287
@I6741@	Q13288
@I6743@	Q13290
@I6745@	Q13292
@I6746@	Q13293
@I6747@	Q13294
@I6748@	Q13295
@I6750@	Q13297
@I6751@	Q13298
@I6753@	Q13300
@I6758@	Q13305
@I6760@	Q13307
@I6761@	Q13308
@I6763@	Q13310
@I6764@	Q13311
@I6766@	Q13313
@I6769@	Q13316
@I6770@	Q13317
@I6776@	Q13323
@I6777@	Q13324
@I6779@	Q13326
@I6782@	Q13329
@I6783@	Q13330
@I6784@	Q13331
@I6785@	Q13332
@I6786@	Q13333
@I6787@	Q13334
@I6788@	Q13335
@I6789@	Q13336
@I6790@	Q13337
@I6791@	Q13338
@I6792@	Q13339
@I6793@	Q13340
@I6794@	Q13341
@I6795@	Q13342
@I6796@	Q13343
@I6797@	Q13344
@I6798@	Q13345
@I6799@	Q13346
@I679@	Q7227
@I67@	Q6561
@I6800@	Q13347
@I6801@	Q13348
@I6802@	Q13349
@I6803@	Q13350
@I6804@	Q13351
@I6805@	Q13352
@I6806@	Q13353
@I6807@	Q13354
@I6808@	Q13355
@I6809@	Q13356
@I6810@	Q13357
@I6811@	Q13358
@I6812@	Q13359
@I6817@	Q13364
@I6819@	Q13366
@I681@	Q7229
@I6827@	Q13374
@I682@	Q7230
@I6833@	Q13380
@I6834@	Q13381
@I6835@	Q13382
@I6836@	Q13383
@I6839@	Q13386
@I683@	Q7231
@I6843@	Q13390
@I6845@	Q13392
@I6851@	Q13398
@I6856@	Q13403
@I6865@	Q13412
@I6867@	Q13414
@I686@	Q7234
@I6874@	Q13421
@I6875@	Q13422
@I6876@	Q13423
@I6877@	Q13424
@I6882@	Q13429
@I6887@	Q13434
@I6888@	Q13435
@I688@	Q7236
@I6892@	Q13439
@I6897@	Q13444
@I689@	Q7237
@I68@	Q6563
@I6907@	Q13454
@I6909@	Q13456
@I690@	Q7238
@I6910@	Q13457
@I6915@	Q13462
@I6920@	Q13467
@I6924@	Q13471
@I6925@	Q13472
@I6926@	Q13473
@I6929@	Q13476
@I692@	Q7240
@I6931@	Q13478
@I6933@	Q13480
@I6935@	Q13482
@I6939@	Q13486
@I693@	Q7241
@I6941@	Q13488
@I6948@	Q13495
@I694@	Q7242
@I6950@	Q13497
@I6951@	Q13498
@I6952@	Q13499
@I6953@	Q13500
@I695@	Q7243
@I6968@	Q13515
@I6974@	Q13521
@I6975@	Q13522
@I6977@	Q13524
@I697@	Q7245
@I6980@	Q13527
@I698@	Q7246
@I6992@	Q13539
@I6993@	Q13540
@I69@	Q6565
@I6@	Q6442
@I7000@	Q13547
@I7001@	Q13548
@I7009@	Q13556
@I700@	Q7248
@I7010@	Q13557
@I7011@	Q13558
@I7012@	Q13559
@I7015@	Q13562
@I7020@	Q13567
@I7022@	Q13569
@I7023@	Q13570
@I7024@	Q13571
@I7025@	Q13572
@I7026@	Q13573
@I7027@	Q13574
@I7029@	Q13576
@I7035@	Q13582
@I7036@	Q13583
@I7037@	Q13584
@I7054@	Q13601
@I7055@	Q13602
@I7057@	Q13604
@I7058@	Q13605
@I705@	Q7253
@I7068@	Q13615
@I706@	Q7254
@I7073@	Q13620
@I7074@	Q13621
@I7076@	Q13623
@I7087@	Q13634
@I7090@	Q13637
@I709@	Q7257
@I70@	Q6567
@I711@	Q7259
@I7121@	Q13668
@I712@	Q7260
@I7131@	Q13678
@I713@	Q7261
@I7144@	Q13691
@I714@	Q7262
@I7151@	Q13698
@I7159@	Q13706
@I7165@	Q13712
@I7177@	Q13724
@I7178@	Q13725
@I7179@	Q13726
@I7189@	Q13736
@I718@	Q7266
@I7194@	Q13741
@I7198@	Q13745
@I719@	Q7267
@I71@	Q6570
@I7208@	Q13755
@I7209@	Q13756
@I720@	Q7268
@I7211@	Q13758
@I7217@	Q13764
@I721@	Q7269
@I7226@	Q13773
@I7227@	Q13774
@I7229@	Q13776
@I7234@	Q13781
@I7235@	Q13782
@I7238@	Q13785
@I723@	Q7271
@I7240@	Q13787
@I7246@	Q13793
@I7249@	Q13796
@I724@	Q7272
@I7250@	Q13797
@I725@	Q7273
@I7262@	Q13809
@I726@	Q7274
@I7278@	Q13825
@I727@	Q7275
@I728@	Q7276
@I72@	Q6571
@I7306@	Q13853
@I7307@	Q13854
@I7309@	Q13856
@I730@	Q7278
@I7310@	Q13857
@I7311@	Q13858
@I7316@	Q13863
@I7317@	Q13864
@I7325@	Q13872
@I7326@	Q13873
@I7327@	Q13874
@I7339@	Q13886
@I733@	Q7281
@I7340@	Q13887
@I7343@	Q13890
@I7344@	Q13891
@I7346@	Q13893
@I734@	Q7282
@I7350@	Q13897
@I7353@	Q13900
@I7355@	Q13902
@I7356@	Q13903
@I7358@	Q13905
@I7359@	Q13906
@I735@	Q7283
@I7360@	Q13907
@I7363@	Q13910
@I7364@	Q13911
@I7365@	Q13912
@I7368@	Q13915
@I7369@	Q13916
@I736@	Q7284
@I7370@	Q13917
@I7371@	Q13918
@I7372@	Q13919
@I7374@	Q13921
@I7375@	Q13922
@I7376@	Q13923
@I7377@	Q13924
@I7378@	Q13925
@I7379@	Q13926
@I737@	Q7285
@I7380@	Q13927
@I7381@	Q13928
@I7382@	Q13929
@I7383@	Q13930
@I7384@	Q13931
@I7385@	Q13932
@I7386@	Q13933
@I7387@	Q13934
@I7388@	Q13935
@I7389@	Q13936
@I738@	Q7286
@I7390@	Q13937
@I7391@	Q13938
@I7392@	Q13939
@I7393@	Q13940
@I7394@	Q13941
@I7395@	Q13942
@I7396@	Q13943
@I7397@	Q13944
@I7398@	Q13945
@I7399@	Q13946
@I739@	Q7287
@I73@	Q6573
@I7400@	Q13947
@I7402@	Q13949
@I7403@	Q13950
@I7404@	Q13951
@I7405@	Q13952
@I7406@	Q13953
@I7407@	Q13954
@I7408@	Q13955
@I7409@	Q13956
@I7410@	Q13957
@I7411@	Q13958
@I7412@	Q13959
@I7413@	Q13960
@I7414@	Q13961
@I7415@	Q13962
@I7416@	Q13963
@I7419@	Q13966
@I741@	Q7289
@I7425@	Q13972
@I742@	Q7290
@I743@	Q7291
@I7444@	Q13991
@I7445@	Q13992
@I7446@	Q13993
@I7447@	Q13994
@I7448@	Q13995
@I7449@	Q13996
@I7453@	Q14000
@I7454@	Q14001
@I7457@	Q14004
@I745@	Q7293
@I7461@	Q14008
@I7462@	Q14009
@I7463@	Q14010
@I7464@	Q14011
@I746@	Q7294
@I7478@	Q14025
@I7479@	Q14026
@I747@	Q7295
@I7480@	Q14027
@I7481@	Q14028
@I7483@	Q14030
@I7486@	Q14033
@I748@	Q7296
@I7490@	Q14037
@I7497@	Q14044
@I7498@	Q14045
@I7499@	Q14046
@I749@	Q7297
@I7501@	Q14048
@I751@	Q7299
@I7520@	Q14067
@I7521@	Q14068
@I7527@	Q14074
@I7529@	Q14076
@I752@	Q7300
@I7530@	Q14077
@I7535@	Q14082
@I7536@	Q14083
@I7539@	Q14086
@I753@	Q7301
@I7540@	Q14087
@I7545@	Q14092
@I7546@	Q14093
@I7552@	Q14099
@I7557@	Q14104
@I7562@	Q14109
@I7563@	Q14110
@I7564@	Q14111
@I7566@	Q14113
@I756@	Q7304
@I7577@	Q14124
@I7578@	Q14125
@I757@	Q7305
@I7580@	Q14127
@I7589@	Q14136
@I7596@	Q14143
@I7597@	Q14144
@I759@	Q7307
@I75@	Q6577
@I7604@	Q14151
@I7605@	Q14152
@I7606@	Q14153
@I7610@	Q14157
@I7612@	Q14159
@I7613@	Q14160
@I7617@	Q14164
@I7619@	Q14166
@I7626@	Q14173
@I7627@	Q14174
@I762@	Q7310
@I7638@	Q14185
@I7639@	Q14186
@I763@	Q7311
@I7650@	Q14197
@I7651@	Q14198
@I765@	Q7313
@I7661@	Q14208
@I766@	Q7314
@I7672@	Q14219
@I7673@	Q14220
@I767@	Q7315
@I7685@	Q14232
@I768@	Q7316
@I7690@	Q14237
@I7691@	Q14238
@I7693@	Q14240
@I7694@	Q14241
@I769@	Q7317
@I76@	Q6579
@I7703@	Q14250
@I7704@	Q14251
@I7708@	Q14255
@I7709@	Q14256
@I7711@	Q14258
@I7714@	Q14261
@I7715@	Q14262
@I7717@	Q14264
@I7719@	Q14266
@I772@	Q7320
@I7741@	Q14288
@I7747@	Q14294
@I7748@	Q14295
@I7749@	Q14296
@I7758@	Q14305
@I775@	Q7323
@I7766@	Q14313
@I7772@	Q14319
@I7775@	Q14322
@I7778@	Q14325
@I7781@	Q14328
@I7782@	Q14329
@I7786@	Q14333
@I7793@	Q14340
@I7794@	Q14341
@I7797@	Q14344
@I7798@	Q14345
@I77@	Q6581
@I7802@	Q14349
@I7803@	Q14350
@I7807@	Q14354
@I7808@	Q14355
@I7817@	Q14364
@I7820@	Q14367
@I7823@	Q14370
@I7831@	Q14378
@I7839@	Q14386
@I7840@	Q14387
@I7841@	Q14388
@I7844@	Q14391
@I7850@	Q14397
@I7853@	Q14400
@I7854@	Q14401
@I7855@	Q14402
@I7860@	Q14407
@I7863@	Q14410
@I7864@	Q14411
@I7866@	Q14413
@I7867@	Q14414
@I7868@	Q14415
@I7869@	Q14416
@I7870@	Q14417
@I7871@	Q14418
@I7872@	Q14419
@I7873@	Q14420
@I7874@	Q14421
@I7875@	Q14422
@I7876@	Q14423
@I7877@	Q14424
@I7878@	Q14425
@I7879@	Q14426
@I7880@	Q14427
@I7881@	Q14428
@I7882@	Q14429
@I7883@	Q14430
@I7884@	Q14431
@I7885@	Q14432
@I7886@	Q14433
@I7887@	Q14434
@I7888@	Q14435
@I7889@	Q14436
@I788@	Q7336
@I7890@	Q14437
@I7891@	Q14438
@I7892@	Q14439
@I7893@	Q14440
@I7894@	Q14441
@I7895@	Q14442
@I7896@	Q14443
@I7897@	Q14444
@I7898@	Q14445
@I7899@	Q14446
@I789@	Q7337
@I78@	Q6584
@I7900@	Q14447
@I7901@	Q14448
@I7902@	Q14449
@I7903@	Q14450
@I7904@	Q14451
@I7905@	Q14452
@I7906@	Q14453
@I7907@	Q14454
@I7908@	Q14455
@I7909@	Q14456
@I790@	Q7338
@I7910@	Q14457
@I7911@	Q14458
@I7912@	Q14459
@I7916@	Q14463
@I7918@	Q14465
@I7924@	Q14471
@I792@	Q7340
@I7933@	Q14480
@I7935@	Q14482
@I793@	Q7341
@I7940@	Q14487
@I7941@	Q14488
@I7944@	Q14491
@I7945@	Q14492
@I7949@	Q14496
@I794@	Q7342
@I7950@	Q14497
@I7951@	Q14498
@I7952@	Q14499
@I7957@	Q14504
@I795@	Q7343
@I7969@	Q14516
@I796@	Q7344
@I7970@	Q14517
@I7973@	Q14520
@I7974@	Q14521
@I7975@	Q14522
@I7982@	Q14529
@I7984@	Q14531
@I7985@	Q14532
@I7989@	Q14536
@I798@	Q7346
@I7995@	Q14542
@I7998@	Q14545
@I7999@	Q14546
@I79@	Q6586
@I7@	Q6444
@I8001@	Q14548
@I8004@	Q14551
@I8007@	Q14554
@I8009@	Q14556
@I8010@	Q14557
@I8016@	Q14563
@I8017@	Q14564
@I801@	Q7349
@I8022@	Q14569
@I8023@	Q14570
@I8024@	Q14571
@I8025@	Q14572
@I802@	Q7350
@I8031@	Q14578
@I8033@	Q14580
@I8042@	Q14589
@I8044@	Q14591
@I8045@	Q14592
@I8047@	Q14594
@I8048@	Q14595
@I8049@	Q14596
@I804@	Q7352
@I8059@	Q14606
@I805@	Q7353
@I8064@	Q14611
@I8068@	Q14615
@I806@	Q7354
@I807@	Q7355
@I8083@	Q14630
@I8084@	Q14631
@I8087@	Q14634
@I8088@	Q14635
@I8089@	Q14636
@I808@	Q7356
@I8094@	Q14641
@I809@	Q7357
@I80@	Q6588
@I8100@	Q14647
@I810@	Q7358
@I8114@	Q14661
@I811@	Q7359
@I812@	Q7360
@I8130@	Q14677
@I8134@	Q14681
@I813@	Q7361
@I814@	Q7362
@I8154@	Q14701
@I8158@	Q14705
@I815@	Q7363
