qid,wikidata_qid,P7931,P6821,P8857,P7969,P9129,P3217,P6996,P2889,P4193,P535,P4108,P7352,P8094,P9644,P6192,P2503,P4116,P3051,P9195,P4620,P9280,P5452,P7434,P9495,P5871,P8462,P1185,P13492,P7929,P8143,P8356,P8172,P4963,P6303,P5259,P5324,P4819,P5316,P5536,P4820,P4638,P4159,P7607,P2949,P1819
Q149646,Q76356142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p70912.htm#i709113,,,,I00717596
Q149647,Q18526301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4719.htm#i47190,,,Audley-80,I00029081
Q149648,Q61896439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4720.htm#i47191,,,,I00029082
Q149649,Q18810562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4721.htm#i47204,,,,
Q149650,Q75922495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p40531.htm#i405305,,,Audley-113,I00386082
Q149651,Q75298933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4721.htm#i47207,,,,
Q149652,Q75298916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4720.htm#i47194,,,Mainwaring-27,I00287604
Q149653,Q75431751,,,,,,,,,,,,,,,,,,,,,,,,,,,926283,,,,,,,,,,,,,,p13767.htm#i137664,,,Boteler-23,I00337534
Q149654,Q75431753,,,,,,,,,,,,,,,,,,,,,,,,,,,926288,,,,,,,,,,,,,,p13767.htm#i137665,,,Pantulf-1,I00337535
Q149655,Q75397959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11701.htm#i117007,,,,
Q149656,Q75397960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11701.htm#i117008,,,Basset-253,I00300989
Q149657,Q75431764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13768.htm#i137672,,,,
Q149658,Q75431770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13768.htm#i137675,,,,
Q149659,Q75431774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13768.htm#i137677,,,Unknown-287823,I00337530
Q149660,Q75387601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10756.htm#i107552,,,,
Q149661,Q75431779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=william;n=le boteler,,,,,,,,,,,,p13768.htm#i137679,William_Botiler_(1),,Butler-3350,I00191850
Q149662,Q76154592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56830.htm#i568296,,,Boteler-132,I00327677
Q149663,Q104472998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boteler-160,I00414042
Q149664,Q110611773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00546867
Q149665,Q110611759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greystoke-80,I00570961
Q149666,Q75565482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21584.htm#i215833,,,,
Q149667,Q5405460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56833.htm#i568326,,,,
Q149668,Q76154631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56833.htm#i568328,,,,
Q149669,Q76154632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56833.htm#i568329,,,,
Q149670,Q18021267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56833.htm#i568325,,,Strange-109,I00140332
Q149671,Q106704773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strange-5,I00733872
Q149672,Q110635650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puleston-8,I00755733
Q149673,Q110635653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00755734
Q149674,Q99073349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferch_Madog-14,I00589155
Q149675,Q99082491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706242
Q149676,Q99068512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00708345
Q149677,Q110067822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700037
Q149678,Q110388796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00702215
Q149679,Q130338873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696179
Q149680,Q116054508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706203
Q149681,Q110067833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706201
Q149682,Q130339161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758217
Q149683,Q116147214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00708583
Q149684,Q116478309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758417
Q149685,Q110413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711552
Q149686,Q116115067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00775222
Q149687,Q116054445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750493
Q149688,Q116055406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00714424
Q149689,Q117306777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00775488
Q149690,Q130341543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00745043
Q149691,Q99302437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00709711
Q149692,Q110582593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750970
Q149693,Q116148211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00714485
Q149694,Q110585580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00757105
Q149695,Q99071904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00705976
Q149696,Q99070563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696149
Q149697,Q104472475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00436973
Q149698,Q116148023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697760
Q149699,Q116478775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00751143
Q149700,Q116479586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00755419
Q149701,Q110635794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00759570
Q149702,Q99072188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00705999
Q149703,Q110067807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700035
Q149704,Q110067817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700036
Q149705,Q116116370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696190
Q149706,Q116147183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697744
Q149707,Q130339206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00776779
Q149708,Q110585426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00702403
Q149709,Q112573730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00757008
Q149710,Q100901212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706331
Q149711,Q110067797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00702376
Q149712,Q116115035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696168
Q149713,Q122361549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00757640
Q149714,Q99071962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00713791
Q149715,Q99070589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00672633
Q149716,Q110067823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700038
Q149717,Q112610803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700819
Q149718,Q116148013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697758
Q149719,Q116477704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00775796
Q149720,Q116478314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758336
Q149721,Q110388831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00616464
Q149722,Q75958827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43047.htm#i430465,,,Hanmer-31,I00467162
Q149723,Q110388791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00702214
Q149724,Q104038606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700000
Q149725,Q110413913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706334
Q149726,Q99302412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00705933
Q149727,Q116147503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00762391
Q149728,Q110290324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00713780
Q149729,Q122361552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00762387
Q149730,Q116112424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00753471
Q149731,Q116108893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00692017
Q149732,Q116147456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00698105
Q149733,Q130338987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750532
Q149734,Q110290757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00759006
Q149735,Q99073375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferch_Dafydd-16,I00738330
Q149736,Q117305951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758357
Q149737,Q116811815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758352
Q149738,Q99072576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00708261
Q149739,Q99072487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706066
Q149740,Q110290483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696586
Q149741,Q110290325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00762388
Q149742,Q129257257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00776025
Q149743,Q99068529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00708346
Q149744,Q96244029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00699998
Q149745,Q110388713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00565090
Q149746,Q105814389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697192
Q149747,Q105814225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697214
Q149748,Q116146759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00701109
Q149749,Q116478833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00733046
Q149750,Q110636813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00311460
Q149751,Q110290457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00713471
Q149752,Q116054561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750423
Q149753,Q110413620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711623
Q149754,Q75958880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43051.htm#i430505,,,Ap_Gronwy-36,I00702370
Q149755,Q99068480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferch_Gruffudd-41,I00702371
Q149756,Q75958888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43052.htm#i430511,,,,I00565089
Q149757,Q75958889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43052.htm#i430512,,,Hanmer-27,I00565091
Q149758,Q110439425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00693171
Q149759,Q116108788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00690425
Q149760,Q116054429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697599
Q149761,Q75958839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43048.htm#i430473,,,Dutton-119,I00200004
Q149762,Q99199155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler-926,I00200005
Q149763,Q75958844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43048.htm#i430477,,,Kynaston-13,I00612761
Q149764,Q75958845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43048.htm#i430478,,,Hanmer-33,I00434889
Q149765,Q76028657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47892.htm#i478917,,,,
Q149766,Q76028658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47892.htm#i478918,,,,
Q149767,Q76028661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47892.htm#i478919,,,,
Q149768,Q76028662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47892.htm#i478920,,,,
Q149769,Q76028663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47893.htm#i478921,,,,
Q149770,Q76028664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47893.htm#i478922,,,,
Q149771,Q76028665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p47893.htm#i478923,,,,
Q149772,Q105798017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00620232
Q149773,Q116145541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00637539
Q149774,Q112533627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00697221
Q149775,Q130344027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00758374
Q149776,Q96244006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00387951
Q149777,Q76273225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p65427.htm#i654263,,,,I00784198
Q149778,Q75961236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p43222.htm#i432217,,,Ferch_Ieuan-42,I00691859
Q149779,Q76273180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p65423.htm#i654230,"Hywel_ab_Ieuan_""Fychan""_(1)",,Ap_Ieuan_Fychan-1,I00264440
Q149780,Q133461211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00759622
Q149781,Q116054423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696153
Q149782,Q116468937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711561
Q149783,Q110413606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711617
Q149784,Q130359013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706792
Q149785,Q116478787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711679
Q149786,Q110413589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00760545
Q149787,Q117306997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00711677
Q149788,Q110413011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706772
Q149789,Q130359020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696299
Q149790,Q110636708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00754756
Q149791,Q110636712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00754746
Q149792,Q110635539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00754741
Q149793,Q110290190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696155
Q149794,Q110441277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00754369
Q149795,Q110290712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00705532
Q149796,Q116477904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00749550
Q149797,Q110290206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00706046
Q149798,Q110290204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696157
Q149799,Q110441754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750930
Q149800,Q103565819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00174783
Q149801,Q63348508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p6251.htm#i62502,,,,I00684962
Q149802,Q18731675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p20351.htm#i203509,,,Marshal-33,I00174776
Q149803,Q75418760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12962.htm#i129615,,,,
Q149804,Q76304933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p67588.htm#i675874,,,Gras-52,
Q149805,Q75418777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12963.htm#i129624,,,Gras-53,I00341709
Q149806,Q5346056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward_Of_Salisbury_(7),,Salisbury-1615,I00547245
Q149807,Q103565866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00594662
Q149808,Q63183180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149809,Q63183614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149810,Q63183521,,,,,,,,,,,,,,,,,,,,,,,,,,,261293,,p=patrick;n=de chaworth;oc=3,,,,,,,,,,,,p40632.htm#i406318,Patrick_Chaworth_(3),,Chaworth-4,I00139478
Q149811,Q63183533,,,,,,,,,,,,,,,,,,,,,,,,,,,261295,,p=mathilda;n=d hesdin,,,,,,,,,,,,,Maud_De_Hesdin_(1),,Hesdin-1,I00139479
Q149812,Q40115489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=donnchad;n=macmurchada,,,,,,,,,,,,p10287.htm#i102865,Donnchad_mac_Murchada_(1),,Mac_Murchada-27,I00300986
Q149813,Q103565984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Braenain-3,I00300987
Q149814,Q19585607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=enna;n=macmurchada,,,,,,,,,,,,p10287.htm#i102864,Enna_Leinster_(1),,Leinster-14,
Q149815,Q16208413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=donall kavanagh;n=macmurchada,,,,,,,,,,,,p24967.htm#i249662,Donall_MacMurchada_(1),,Mac_Murchada-26,I00768645
Q149816,Q75382682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=urlachan;n=macmurrough;oc=1,,,,,,,,,,,,p10285.htm#i102849,Orlacan_Mac_Murrough_(1)|Urlachan_Mac_Murrough_(1)|Urlachan_Of_Leinster_(1),,MacMurrough-7,I00117059
Q149817,Q103566007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=muirchertach mac tmacthai;n=o toole,,,,,,,,,,,,,Murcertac_O'Toole_(1),,Ó_Tuathail-1,I00300988
Q149818,Q103566025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=cacht inion loigsig;n=o morda,,,,,,,,,,,,,Cacht_O'Morda_(1),,O'Morda-1,I00544925
Q149819,Q16151034,,,,,,,,,,,,,,,,,,,,,,,,,,,704931,,p=alice;n=d avesnes;oc=1,,,,,,,,,,,,p62941.htm#i629408,Alix_Avesnes_(1),,Avesnes-4,I00363188
Q149820,Q75247984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p909.htm#i9086,,,Kyme-38,I00340651
Q149821,Q18577204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p980.htm#i9800,,,Kyme-46,
Q149822,Q75435430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13997.htm#i139967,,,,
Q149823,Q76308487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p67821.htm#i678204,,,Unknown-137164,I00413670
Q149824,Q76307511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p67746.htm#i677456,,,Bigod-66,I00413671
Q149825,Q75241365,,,,,,,,,,,,,,,,,,,,,,,,,,,124959,,p=joan;n=de vere,,,,,,,,,,,,p358.htm#i3578,Joan_de_Vere_(1),,De_Vere-289,I00015388
Q149826,Q4726175,,,,,,,,,,,,,,,,,,,,,,,,,,,124953,,p=alice;n=de warenne,,,,,,,,,,,,p357.htm#i3561,Alice_de_Warenne_(1),,Warenne-97,I00015390
Q149827,Q6265668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=john;n=de warenne,,,,,,,,,,,,p10688.htm#i106871,John_de_Warenne_(1),,Warenne-91,I00015408
Q149828,Q310065,,,,,,,,,,,,,,,,,,,,,,,,person/FA9D3F79-0CD0-4C4E-A11A-22ED945AAB51,,,,,p=john;n=balliol,,,,,,,,,,,,p10249.htm#i102488,John_of_Scotland_(1),,Balliol-8,I00015431
Q149829,Q471796,,,,,,,,,,,,,,,,,,,,,,,,,,,712757,,p=edward;n=balliol,,,,,,,,,,,,p10250.htm#i102491,Edward_Balliol_(1),,Balliol-49,I00295513
Q149830,Q75385071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=henry;n=balliol,,,,,,,,,,,,p10530.htm#i105296,Henry_Balilol_(1),,Balliol-51,I00295514
Q149831,Q111466672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=margaret;n=balliol,,,,,,,,,,,,,,,,I00754279
Q149832,Q75291741,,,,,,,,,,,,,,,,,,I5421,,,,,,,,,1062022,,p=alasia;n=di saluzzo;oc=1,,,,,,,,,,,,p4271.htm#i42710,Alasia_of_Saluzzo_(1),,Saluzzo-5,I00148750
Q149833,Q75237949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p65.htm#i647,,,,
Q149834,Q2329686,,,,,,,,,,,,,,,,,,,,,,,,,,,908996,,p=gaston;n=de bearn;oc=7,,,,,,,,,,,,p61956.htm#i619557|p10684.htm#i106831,Gaston_VII_of_Béarn_(1),,Béarn-20,I00013520
Q149835,Q3298511,,,,,,,,,,,,,,,,,,,,,,,,,,,908997,,p=mathe;n=de bigorre,,,,,,,,,,,,p10684.htm#i106832,Martha_of_Marsan_(1),,Marsan-131,I00013521
Q149836,Q2076654,,,,,,,,,,,,,,,,,,,,,,,,,,,821714,,p=marguerite;n=de bearn,,,,,,,,,,,,,Margaret_of_Montcada_(1),,Béarn-92,I00105983
Q149837,Q14120957,,,,,,,,,,,,,,,,,,,,,,,,,,,896999,,p=mathe;n=de bearn,,,,,,,,,,,,,Mathe_de_Montcade_(1),,Béarn-34,I00139110
Q149838,Q11924948,,,,,,,,,,,,,,,,,,I3031,,,,,,,,,908998,,p=guillelma;n=de moncade,,,,,,,,,,,,p3784.htm#i37831,Guillelme_de_Montcada_(1)|Guillermina_Moncada_(1),,,I00013519
Q149839,Q2016614,,,,,,,,,,,,,,,,,,,,,,,,,,,895376,,p=alfonso;n=de aragon;oc=6,,,,,,,,,,,,p10684.htm#i106834,Of_Alfonso_(1),,Aragón-242,I00400244
Q149840,Q661641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=aymon;n=de geneve,,,,,,,,,,,,,Aymon_of_Geneva_(1),,,I00026521
Q149841,Q5703455,,,,,,,,,,,,,,,,,,I4669,,,,,,,,,49026,,p=ellen;n=of galloway,,,,,,,,,,,,p487.htm#i4865,Helen_of_Galloway_(1),,Galloway-198,I00027690
Q149842,Q61492807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p523.htm#i5226,,,Quincy-34,I00027693
Q149843,Q75238245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p90.htm#i900,,,,
