# Entities with Geni IDs but no Wikidata QIDs
qid,english_label,english_description,geni_ids
Q118889,"D. Fernando Ruiz de Castro,  Infante de Navarra",,6000000038528000890
Q118891,Fernán  Fernández de Castro,,6000000003570388327
Q118893,Gutierre  Fernández de Castro señor de Castro Xériz,,6000000003570388332
Q118895,Pedro  Fernández de Castro,,6000000015456946485
Q118897,Maria Fernandez  de Castro,,6000000003570388337
Q118899,Pedro  Gutiérrez Ponce,,6000000008764406164
Q118901,Aldonza,,6000000001501029843
Q118903,Rodrigo Martinez  Osorio,,6000000001501029859
Q118905,Gonzalo  Martínez,,6000000004045685133
Q118907,Pedro  Ponce de Cabrera señor del Valle de Aria,,6000000003593758424
Q118909,Sancha  Álvarez,,6000000051516311244
Q118911,Dona  Ines,,6000000003493301402
Q118915,Johan Frolaz  Mariño,,6000000109845041162
Q118917,Toda  Coronado,,6000000003892089742
Q118919,Juan Froila  de Lugo Coronado,,6000000003892252153
Q118921,Godina  del Mato,,6000000004978958450
Q118923,García  Bermúdez,,6000000004978989988
Q118925,Diego  Sanchez de Rojas III Señor de Rojas,,6000000000684035788
Q118927,Ruy  Díaz de Rojas Ruiz de Castro IV señor de Rojas,,6000000000684046535
Q118929,Lope  Díaz de Rojas Ruiz de Castro,,6000000043779701900
Q118931,María  Gómez de Roa y Alvarez de Asturias Señora de Roa y Ayllon,,6000000004638154666
Q118933,Gonzalo  Gómez de Aza y Roa VIII Señor de Aza,,6000000004638077941
Q118935,NN,,6000000010427190710
Q118937,Pedro  Ramírez 4º senhor de Tavora,,6000000010219397912
Q118939,Sancho  Fortún señor de Marañòn,,6000000000600005765
Q118941,Constanza de Marañón,,6000000000600070414
Q118943,Garsinde  de Bigorre Condesa,,6000000002006128816
Q118945,Bernard Roger 1er comte  de Foix comte de Fois,,6000000000774740005
Q118947,"Bernard II de Foix, comte de Bigorre comte de Bigòrra",,6000000000709109211
Q118949,"Héraclius, évêque de Bigorre evesque de Bigòrra",,6000000000896362863
Q118951,"Roger I, comte de Foix comte de Fois",,6000000000896256138
Q118953,Pierre Bernard  de Foix comte de Couserans,,6000000002188678243
Q118955,Chimena,,6000000002926893640
Q118958,"Raimón Sánchez, Siñor d'Esquiroz",,6000000002926661858
Q118960,Urraca  Sánchez,,6000000002926712635
Q118962,"Plazenzia de Normandía, Reina consort de Navarra Reine consorte de Navarre",,6000000007394007893
Q118964,"Garzía, Rei titular de Navarra",,6000000007394007913
Q118966,"Garzía Sánchez, Infant de Navarra",,6000000007393858883
Q118968,Theresa  Gonzales Salvadorez,,6000000006906578509
Q118970,Of  Navarre,,6000000002244362505
Q118972,Lope  de Ferrenech,,6000000008426129407
Q118974,García Lopez  de Echauz II Vizconde de Baigorri,,6000000050688124187
Q118976,Iñigo García  de Echauz III Vizconde de Baigorri,,6000000050688259162
Q118978,"Fortún Sánchez, Señor de Yarnoz",,6000000010494679359
Q118980,María Urgel,,6000000007818873404
Q118982,Gontroda García de Villamayor,,6000000003802818028
Q118984,"Fernán  García de Villamayor, señor de la Casa de Villamayor",,6000000007819155230
Q118986,Ruy  García Villamayor el Viejo,,6000000001508018503
Q118988,Elvira  García de Villamayor,,6000000007818897614
Q118990,María  Ponce de Minerva,,6000000003654705814
Q118992,María  Ordóñez de Aza,,6000000003654208976
Q118994,Diego  López de Haro el Blanco,,6000000013689442750
Q118996,Diego  López,,6000000015290364649
Q118998,Gil  Díaz,,6000000004673953690
Q119000,Sancho  Díaz Sr. Tovía y Treviana de Haro,,6000000013708080012
Q119002,Fortún  Díaz,,6000000013708016263
Q119004,Ruy  Díaz. señor de la casa y villa de Gaona,,6000000040253394912
Q119006,Vistregia,,6000000006816937076
Q119008,Galindo  Gonçalves,,6000000006816971014
Q119010,Froiloba  Vermúdez,,6000000002188149612
Q119012,Lain  Núñez,,6000000194723318834
