# Entities lacking both identifiers and family relationships
qid,english_label,english_description,has_p39_no_identifiers,has_p39_no_relatives
Q96071,,,No,No
Q96073,,,No,No
Q96075,,,No,No
Q96077,,,No,No
Q96079,,,No,No
Q96081,,,No,No
Q96083,,,No,No
Q96085,,,No,No
Q96087,,,No,No
Q96089,,,No,No
Q9609,Yuan Lai Ding,,No,No
Q96091,,,No,No
Q96093,,,No,No
Q96095,,,No,No
Q96097,,,No,No
Q96099,,,No,No
Q961,Meco Mecoptera (scorpionflies),,No,No
Q9610,Minamoto no Akisada (son of Prince Tamehira),,No,No
Q96101,,,No,No
Q96103,,,No,No
Q96105,,,No,No
Q96107,,,No,No
Q96109,,,No,No
Q9611,Wakako-joō,,No,No
Q96111,,,No,No
Q96113,,,No,No
Q96115,,,No,No
Q96117,,,No,No
Q96119,,,No,No
Q9612,Tamehira-shinnō's second daughter,,No,No
Q96121,,,No,No
Q96123,,,No,No
Q96125,,,No,No
Q96127,,,No,No
Q96129,,,No,No
Q96131,,,No,No
Q96133,,,No,No
Q96134,,,No,No
Q96136,,,No,No
Q96138,,,No,No
Q96140,,,No,No
Q96142,,,No,No
Q96144,,,No,No
Q96146,,,No,No
Q96148,,,No,No
Q96150,,,No,No
Q96152,,,No,No
Q96154,,,No,No
Q96156,,,No,No
Q96158,,,No,No
Q96160,,,No,No
Q96162,,,No,No
Q96164,,,No,No
Q96166,,,No,No
Q96168,,,No,No
Q96171,,,No,No
Q96173,,,No,No
Q96175,,,No,No
Q96177,,,No,No
Q96179,,,No,No
Q96181,,,No,No
Q96183,,,No,No
Q96185,,,No,No
Q96187,,,No,No
Q96189,,,No,No
Q9619,Jian Yuan Zai Gong,,No,No
Q96191,,,No,No
Q96193,,,No,No
Q96195,,,No,No
Q96197,,,No,No
Q96199,,,No,No
Q962,Siphon Siphonaptera (fleas),,No,No
Q9620,Daughter of Yoshimine Eizai or Tachibana no Kohei (wife of Fujiwara no Atsunobu),,No,No
Q96201,,,No,No
Q96203,,,No,No
Q96205,,,No,No
Q96207,,,No,No
Q96209,,,No,No
Q96211,,,No,No
Q96213,,,No,No
Q96215,,,No,No
Q96217,,,No,No
Q96219,,,No,No
Q96221,,,No,No
Q96223,,,No,No
Q96225,,,No,No
Q96227,,,No,No
Q9623,Fujiwara no Tōko,,No,No
Q96231,,,No,No
Q96233,,,No,No
Q96235,,,No,No
Q96237,,,No,No
Q96239,,,No,No
Q9624,Fujiwara no Asatsune (eldest son of Fujiwara no Asamitsu),,No,No
Q96241,,,No,No
Q96243,,,No,No
Q96245,,,No,No
Q96247,,,No,No
Q96249,,,No,No
Q9625,Da Zhong Chen Lai Xing,,No,No
Q96251,,,No,No
Q96253,,,No,No
Q96255,,,No,No
Q96257,,,No,No
Q96259,,,No,No
Q96261,,,No,No
Q96263,,,No,No
Q96265,,,No,No
Q96267,,,No,No
Q96269,,,No,No
Q96271,,,No,No
Q96273,,,No,No
Q96275,,,No,No
Q96277,,,No,No
Q96279,,,No,No
Q96281,,,No,No
Q96283,,,No,No
Q96285,,,No,No
Q96287,,,No,No
Q96289,,,No,No
Q9629,Ping Xing Yi,,No,No
Q96291,,,No,No
Q96293,,,No,No
Q96295,,,No,No
Q96297,,,No,No
Q96299,,,No,No
Q963,Palnops Polyneoptera,,No,No
Q9630,Ping Zhong Yi,,No,No
Q96301,,,No,No
Q96303,,,No,No
Q96305,,,No,No
Q96307,,,No,No
Q96309,,,No,No
Q9631,Chu Yu Bian,,No,No
Q96311,,,No,No
Q96313,,,No,No
Q96315,,,No,No
Q96317,,,No,No
Q96319,,,No,No
Q96321,,,No,No
Q96323,,,No,No
Q96325,,,No,No
Q96327,,,No,No
Q96329,,,No,No
Q9633,Daughter of the Chichibu no Kuni no Miyatsuko (wife of Taira no Tsunemasa),,No,No
Q96331,,,No,No
Q96333,,,No,No
Q96335,,,No,No
Q96337,,,No,No
Q96339,,,No,No
Q9634,Ping Chang Chang,,No,No
Q96341,,,No,No
Q96343,,,No,No
Q96345,,,No,No
Q96347,,,No,No
Q96349,,,No,No
Q96351,,,No,No
Q96353,,,No,No
Q96355,,,No,No
Q96357,,,No,No
Q96359,,,No,No
Q96361,,,No,No
Q96363,,,No,No
Q96365,,,No,No
Q96367,,,No,No
Q96369,,,No,No
Q9637,Taira no Koremori (Province of Suruga),,No,No
Q96371,,,No,No
Q96373,,,No,No
Q96374,,,No,No
Q96376,,,No,No
Q96378,,,No,No
Q9638,Ping Zhen Ji,,No,No
Q96380,,,No,No
Q96382,,,No,No
Q96384,,,No,No
Q96386,,,No,No
Q96388,,,No,No
Q9639,Ping Ji Heng,,No,No
Q96390,,,No,No
Q96392,,,No,No
Q96394,,,No,No
Q96396,,,No,No
Q96398,,,No,No
Q964,Aurapter Polyneoptera,,No,No
Q9640,Ping Zhen Heng,,No,No
Q96400,,,No,No
Q96403,,,No,No
Q96405,,,No,No
Q96407,,,No,No
Q96409,,,No,No
Q96411,,,No,No
Q96413,,,No,No
Q96415,,,No,No
Q96417,,,No,No
Q96419,,,No,No
Q9642,Daughter of Taira no Masanori (wife of Fujiwara no Nagachika),,No,No
Q96421,,,No,No
Q96423,,,No,No
Q96425,,,No,No
Q96427,,,No,No
Q96429,,,No,No
Q9643,Daughter of Minamoto no Yoriyoshi (wife of Taira no Masatsune),,No,No
Q96431,,,No,No
Q96433,,,No,No
Q96435,,,No,No
Q96437,,,No,No
Q96439,,,No,No
Q96441,,,No,No
Q96443,,,No,No
Q96445,,,No,No
Q96447,,,No,No
Q96449,,,No,No
Q96451,,,No,No
Q96453,,,No,No
Q96455,,,No,No
Q96457,,,No,No
Q96459,,,No,No
Q9646,Ping Lai Yi,,No,No
Q96461,,,No,No
Q96463,,,No,No
Q96465,,,No,No
Q96467,,,No,No
Q96469,,,No,No
Q96471,,,No,No
Q96473,,,No,No
Q96475,,,No,No
Q96477,,,No,No
Q96479,,,No,No
Q9648,Ping Zhen Cheng,,No,No
Q96481,,,No,No
Q96483,,,No,No
Q96485,,,No,No
Q96487,,,No,No
Q96489,,,No,No
Q9649,Hui Shi Bu,,No,No
Q96491,,,No,No
Q96493,,,No,No
Q96495,,,No,No
Q96497,,,No,No
Q96499,,,No,No
Q9650,Princess Toku (daughter of Minamoto no Yoriyoshi?),,No,No
Q96501,,,No,No
Q96503,,,No,No
Q96505,,,No,No
Q96507,,,No,No
Q96509,,,No,No
Q9651,Ping Zhong Heng,,No,No
Q96511,,,No,No
Q96513,,,No,No
Q96515,,,No,No
Q96517,,,No,No
Q96519,,,No,No
Q9652,Yan Cheng Long Heng,,No,No
Q96521,,,No,No
Q96523,,,No,No
Q96525,,,No,No
Q96527,,,No,No
Q96529,,,No,No
Q9653,Ping Zhong Gan,,No,No
Q96531,,,No,No
Q96533,,,No,No
Q96535,,,No,No
Q96537,,,No,No
Q96539,,,No,No
Q9654,Ping Ji Zong,,No,No
Q96541,,,No,No
Q96543,,,No,No
Q96545,,,No,No
Q96547,,,No,No
Q96549,,,No,No
Q96551,,,No,No
Q96553,,,No,No
Q96555,,,No,No
Q96557,,,No,No
Q96559,,,No,No
Q9656,Mo Jie Yu Qian,,No,No
Q96560,,,No,No
Q96562,,,No,No
Q96564,,,No,No
Q96566,,,No,No
Q96568,,,No,No
Q9657,Myōbutsu-ni,,No,No
Q96570,,,No,No
Q96572,,,No,No
Q96574,,,No,No
Q96576,,,No,No
Q96578,,,No,No
Q96580,,,No,No
Q96582,,,No,No
Q96584,,,No,No
Q96586,,,No,No
Q96588,,,No,No
Q9659,Daughter of Toi Enpei (wife of Ito Yuji),,No,No
Q96590,,,No,No
Q96592,,,No,No
Q96594,,,No,No
Q96596,,,No,No
Q96598,,,No,No
Q9660,Daughter of Toi Enpei (wife of Miura Yoshimura),,No,No
Q96600,,,No,No
Q96602,,,No,No
Q96604,,,No,No
Q96606,,,No,No
Q96608,,,No,No
Q9661,San Pu Yi Ji,,No,No
Q96610,,,No,No
Q96612,,,No,No
Q96614,,,No,No
Q96616,,,No,No
Q96618,,,No,No
Q9662,Ping Zi Tong Ji,,No,No
Q96620,,,No,No
Q96622,,,No,No
Q96624,,,No,No
Q96626,,,No,No
Q96628,,,No,No
Q96630,,,No,No
Q96632,,,No,No
Q96634,,,No,No
Q96636,,,No,No
Q96638,,,No,No
Q96640,,,No,No
Q96642,,,No,No
Q96644,,,No,No
Q96646,,,No,No
Q96648,,,No,No
Q96650,,,No,No
Q96652,,,No,No
Q96654,,,No,No
Q96656,,,No,No
Q96658,,,No,No
Q9666,Yuan Wei Gong,,No,No
Q96660,,,No,No
Q96662,,,No,No
Q96664,,,No,No
Q96666,,,No,No
Q96668,,,No,No
Q9667,Da Ting Jing Zong,,No,No
Q96670,,,No,No
Q96672,,,No,No
Q96674,,,No,No
Q96676,,,No,No
Q96678,,,No,No
Q9668,Chang Wei Jing Hong,,No,No
Q96680,,,No,No
Q96682,,,No,No
Q96684,,,No,No
Q96686,,,No,No
Q96688,,,No,No
Q9669,Eldest daughter of Minamoto no Arimitsu (wife of Taira no Taketsuna),,No,No
Q96690,,,No,No
Q96692,,,No,No
Q96694,,,No,No
Q96696,,,No,No
Q96698,,,No,No
Q967,Petropter Polyneoptera,,No,No
Q96700,,,No,No
Q96702,,,No,No
Q96704,,,No,No
Q96706,,,No,No
Q96708,,,No,No
Q9671,Shibui Gu Zhong Jia,,No,No
Q96710,,,No,No
Q96712,,,No,No
Q96714,,,No,No
Q96716,,,No,No
Q96718,,,No,No
Q9672,Ru Jiang Wei Qing,,No,No
Q96720,,,No,No
Q96722,,,No,No
Q96724,,,No,No
Q96726,,,No,No
Q96728,,,No,No
Q9673,Gong Teng Wei Yuan,,No,No
Q96730,,,No,No
Q96732,,,No,No
Q96734,,,No,No
Q96736,,,No,No
Q96738,,,No,No
Q9674,Gong Teng Wei Yong,,No,No
Q96740,,,No,No
Q96742,,,No,No
Q96744,,,No,No
Q96746,,,No,No
Q96748,,,No,No
Q9675,Gong Teng Wei Zhi,,No,No
Q96750,,,No,No
Q96752,,,No,No
Q96754,,,No,No
Q96756,,,No,No
Q96758,,,No,No
Q9676,Ju Wei Tong,,No,No
Q96760,,,No,No
Q96762,,,No,No
Q96764,,,No,No
Q96766,,,No,No
Q96768,,,No,No
Q9677,Daughter of Tachibana no Sukemasa (wife of Minamoto no Yorisada),,No,No
Q96770,,,No,No
Q96772,,,No,No
Q96774,,,No,No
Q96776,,,No,No
Q96778,,,No,No
Q96780,,,No,No
Q96782,,,No,No
Q96784,,,No,No
Q96786,,,No,No
Q96788,,,No,No
Q9679,Ju Ze Long,,No,No
Q96790,,,No,No
Q96792,,,No,No
Q96794,,,No,No
Q96796,,,No,No
Q96798,,,No,No
Q968,Orthops Polyneoptera,,No,No
Q9680,Ju Xing Zi,,No,No
Q96800,,,No,No
Q96802,,,No,No
Q96804,,,No,No
Q96806,,,No,No
Q96808,,,No,No
Q9681,Daughter of Tachibana no Tamemasa (wife of Fujiwara no Yukinari),,No,No
Q96810,,,No,No
Q96812,,,No,No
Q96814,,,No,No
Q96816,,,No,No
Q96818,,,No,No
Q96820,,,No,No
Q96822,,,No,No
Q96824,,,No,No
Q96826,,,No,No
Q96828,,,No,No
Q96830,,,No,No
Q96832,,,No,No
Q96834,,,No,No
Q96836,,,No,No
Q96838,,,No,No
Q96840,,,No,No
Q96842,,,No,No
Q96844,,,No,No
Q96846,,,No,No
Q96849,,,No,No
Q96851,,,No,No
Q96853,,,No,No
Q96855,,,No,No
Q96857,,,No,No
Q96859,,,No,No
Q96861,,,No,No
Q96863,,,No,No
Q96865,,,No,No
Q96867,,,No,No
Q96869,,,No,No
Q9687,Zuo Teng Gong Qing,,No,No
Q96871,,,No,No
Q96873,,,No,No
Q96875,,,No,No
Q96877,,,No,No
Q96879,,,No,No
Q9688,Yi He Gong Ji,,No,No
Q96881,,,No,No
Q96883,,,No,No
Q96885,,,No,No
Q96887,,,No,No
Q96889,,,No,No
Q9689,Chūnen,,No,No
Q96891,,,No,No
Q96893,,,No,No
Q96895,,,No,No
Q96897,,,No,No
Q96899,,,No,No
Q96903,,,No,No
Q96905,,,No,No
Q96907,,,No,No
Q9691,Yuan Zhang Jing,,No,No
Q96913,,,No,No
Q96915,,,No,No
Q96917,,,No,No
Q96919,,,No,No
Q9692,Zhai Teng Wei Lai,,No,No
Q96921,,,No,No
Q96923,,,No,No
Q96925,,,No,No
Q96927,,,No,No
Q96929,,,No,No
Q9693,Zhai Teng Ji Zong,,No,No
Q96931,,,No,No
Q96933,,,No,No
Q96935,,,No,No
Q96937,,,No,No
Q96939,,,No,No
Q9694,Zhai Teng Ze Gao,,No,No
Q96941,,,No,No
Q96943,,,No,No
Q96945,,,No,No
Q96947,,,No,No
Q96949,,,No,No
Q96951,,,No,No
Q96953,,,No,No
Q96955,,,No,No
Q96957,,,No,No
Q96959,,,No,No
Q96961,,,No,No
Q96963,,,No,No
Q96965,,,No,No
Q96967,,,No,No
Q96969,,,No,No
Q9697,Jun'yū,,No,No
Q96971,,,No,No
Q96973,,,No,No
Q96975,,,No,No
Q96977,,,No,No
Q96979,,,No,No
Q96981,,,No,No
Q96983,,,No,No
Q96985,,,No,No
Q96987,,,No,No
Q96989,,,No,No
Q9699,Da Na Yan Jun,,No,No
Q96991,,,No,No
Q96993,,,No,No
Q96995,,,No,No
Q96997,,,No,No
Q96999,,,No,No
Q9700,Sonshi-naishinnō,,No,No
Q97001,,,No,No
Q97003,,,No,No
Q97005,,,No,No
Q97007,,,No,No
Q97009,,,No,No
Q97011,,,No,No
Q97013,,,No,No
Q97017,,,No,No
Q97019,,,No,No
Q9702,Wan Zi Nu Wang,,No,No
Q97020,,,No,No
Q97022,,,No,No
Q97024,,,No,No
Q97026,,,No,No
Q97028,,,No,No
Q9703,Gong Zi Nu Wang,,No,No
Q97030,,,No,No
Q97032,,,No,No
Q97034,,,No,No
Q97036,,,No,No
Q97038,,,No,No
Q97040,,,No,No
Q97042,,,No,No
Q97044,,,No,No
Q97046,,,No,No
Q97048,,,No,No
Q9705,Takahime-joō,,No,No
Q97050,,,No,No
Q97052,,,No,No
Q97054,,,No,No
Q97056,,,No,No
Q97058,,,No,No
Q9706,Giko-joō,,No,No
Q97060,,,No,No
Q97062,,,No,No
Q97064,,,No,No
Q97066,,,No,No
Q97068,,,No,No
Q9707,Senshi-joō,,No,No
Q97070,,,No,No
Q97072,,,No,No
Q97074,,,No,No
Q97076,,,No,No
Q97078,,,No,No
Q97080,,,No,No
Q97082,,,No,No
Q97084,,,No,No
Q97086,,,No,No
Q97088,,,No,No
Q97090,,,No,No
Q97092,,,No,No
Q97094,,,No,No
Q97096,,,No,No
Q97098,,,No,No
Q971,Cryophanter Polyneoptera,,No,No
Q97100,,,No,No
Q97102,,,No,No
Q97104,,,No,No
Q97106,,,No,No
Q97108,,,No,No
Q97110,,,No,No
Q97112,,,No,No
Q97114,,,No,No
Q97116,,,No,No
Q97118,,,No,No
Q97120,,,No,No
Q97122,,,No,No
Q97124,,,No,No
Q97126,,,No,No
Q97128,,,No,No
Q97130,,,No,No
Q97132,,,No,No
Q97134,,,No,No
Q97136,,,No,No
Q97138,,,No,No
Q9714,Akihira-shinnō's daughter,,No,No
Q97140,,,No,No
Q97142,,,No,No
Q97144,,,No,No
Q97146,,,No,No
Q97148,,,No,No
Q9715,Yuan Zhi Zi,,No,No
Q97150,,,No,No
Q97152,,,No,No
Q97154,,,No,No
Q97156,,,No,No
Q97158,,,No,No
Q97160,,,No,No
Q97162,,,No,No
Q97164,,,No,No
Q97166,,,No,No
Q97168,,,No,No
Q97170,,,No,No
Q97172,,,No,No
Q97174,,,No,No
Q97176,,,No,No
Q97178,,,No,No
Q97180,,,No,No
Q97182,,,No,No
Q97184,,,No,No
Q97186,,,No,No
Q97188,,,No,No
Q97190,,,No,No
Q97192,,,No,No
Q97194,,,No,No
Q97196,,,No,No
Q97198,,,No,No
Q97200,,,No,No
Q97202,,,No,No
Q97204,,,No,No
Q97206,,,No,No
Q97208,,,No,No
Q9721,Yuan Zhong Shu,,No,No
Q97210,,,No,No
Q97212,,,No,No
Q97214,,,No,No
Q97216,,,No,No
Q97218,,,No,No
Q97220,,,No,No
Q97222,,,No,No
Q97224,,,No,No
Q97226,,,No,No
Q97228,,,No,No
Q97230,,,No,No
Q97232,,,No,No
Q97234,,,No,No
Q97236,,,No,No
Q97238,,,No,No
Q97241,,,No,No
Q97243,,,No,No
Q97245,,,No,No
Q97247,,,No,No
Q97249,,,No,No
Q9725,Xiao Shao Jiang Nojun,,No,No
Q97251,,,No,No
Q97253,,,No,No
Q97255,,,No,No
Q97257,,,No,No
Q97259,,,No,No
Q97261,,,No,No
Q97263,,,No,No
Q97265,,,No,No
Q97267,,,No,No
Q97269,,,No,No
Q97271,,,No,No
Q97273,,,No,No
Q97275,,,No,No
Q97277,,,No,No
Q97279,,,No,No
Q97281,,,No,No
Q97283,,,No,No
Q97285,,,No,No
Q97287,,,No,No
Q97289,,,No,No
Q97291,,,No,No
Q97293,,,No,No
Q97295,,,No,No
Q97297,,,No,No
Q97299,,,No,No
Q9730,Gao Jie Cheng Shun,,No,No
Q97301,,,No,No
Q97303,,,No,No
Q97305,,,No,No
Q97307,,,No,No
Q97309,,,No,No
Q9731,Gao Jie Jing Zhong,,No,No
Q97311,,,No,No
Q97313,,,No,No
Q97315,,,No,No
Q97317,,,No,No
Q97319,,,No,No
Q97321,,,No,No
Q97323,,,No,No
Q97325,,,No,No
Q97327,,,No,No
Q97329,,,No,No
Q97331,,,No,No
Q97333,,,No,No
Q97335,,,No,No
Q97337,,,No,No
Q97339,,,No,No
Q97341,,,No,No
Q97343,,,No,No
Q97345,,,No,No
Q97347,,,No,No
Q97349,,,No,No
Q9735,Gao Jie Cheng Zuo,,No,No
Q97351,,,No,No
Q97353,,,No,No
Q97355,,,No,No
Q97357,,,No,No
Q97359,,,No,No
Q9736,Gao Jie Cheng Jing,,No,No
Q97361,,,No,No
Q97363,,,No,No
Q97365,,,No,No
Q97367,,,No,No
Q97369,,,No,No
Q9737,Liang Cen Wei Ji,,No,No
Q97371,,,No,No
Q97373,,,No,No
Q97375,,,No,No
Q97377,,,No,No
Q97379,,,No,No
Q97381,,,No,No
Q97383,,,No,No
Q97385,,,No,No
Q97387,,,No,No
Q97389,,,No,No
Q9739,Da Jiang Gong Zi,,No,No
Q97391,,,No,No
Q97393,,,No,No
Q97395,,,No,No
Q97397,,,No,No
Q97399,,,No,No
Q9740,Teng Yuan Jing Heng,,No,No
Q97401,,,No,No
Q97403,,,No,No
Q97405,,,No,No
Q97407,,,No,No
Q97409,,,No,No
Q9741,Teng Yuan Ye Gang,,No,No
Q97411,,,No,No
Q97413,,,No,No
Q97415,,,No,No
Q97417,,,No,No
Q97419,,,No,No
Q97421,,,No,No
Q97423,,,No,No
Q97425,,,No,No
Q97427,,,No,No
Q97429,,,No,No
Q97431,,,No,No
Q97433,,,No,No
Q97435,,,No,No
Q97437,,,No,No
Q97439,,,No,No
Q9744,Qin Wan Li,,No,No
Q97441,,,No,No
Q97443,,,No,No
Q97445,,,No,No
Q97447,,,No,No
Q97449,,,No,No
Q9745,Qin Guang Guo,,No,No
Q97451,,,No,No
Q97453,,,No,No
Q97455,,,No,No
Q97457,,,No,No
Q97459,,,No,No
Q9746,Qin Wu Zhu,,No,No
Q97461,,,No,No
Q97463,,,No,No
Q97465,,,No,No
Q97467,,,No,No
Q97469,,,No,No
Q97471,,,No,No
Q97473,,,No,No
Q97475,,,No,No
Q97477,,,No,No
Q97479,,,No,No
Q9748,Teng Yuan Lai Qing,,No,No
Q97481,,,No,No
Q97483,,,No,No
Q97485,,,No,No
Q97487,,,No,No
Q97489,,,No,No
Q97491,,,No,No
Q97493,,,No,No
Q97495,,,No,No
Q97497,,,No,No
Q97499,,,No,No
Q975,Sylvarachne Polyneoptera,,No,No
Q9750,Teng Yuan Zhong Yin,,No,No
Q97501,,,No,No
Q97503,,,No,No
Q97505,,,No,No
Q97507,,,No,No
Q97509,,,No,No
Q9751,Teng Yuan Ling Yin,,No,No
Q97511,,,No,No
Q97513,,,No,No
Q97515,,,No,No
Q97519,,,No,No
Q9752,Daughter of Fujiwara no Iyori (wife of Fujiwara no Takaie),,No,No
Q97525,,,No,No
Q97527,,,No,No
Q97529,,,No,No
Q9753,Sei Shōnagon,,No,No
Q97533,,,No,No
Q97535,,,No,No
Q97537,,,No,No
Q97539,,,No,No
Q9754,Jōtōmoninkomanomyōbu,,No,No
Q97541,,,No,No
Q97543,,,No,No
Q97545,,,No,No
Q97547,,,No,No
Q97549,,,No,No
Q97551,,,No,No
Q97553,,,No,No
Q97583,,,No,No
Q97585,,,No,No
Q97587,,,No,No
Q97589,,,No,No
Q97591,,,No,No
Q97593,,,No,No
Q97595,,,No,No
Q97597,,,No,No
Q97599,,,No,No
Q976,Cryogladios Polyneoptera,,No,No
Q97601,,,No,No
Q97603,,,No,No
Q97605,,,No,No
Q97607,,,No,No
Q97609,,,No,No
Q97611,,,No,No
Q97613,,,No,No
Q97615,,,No,No
Q97617,,,No,No
Q97619,,,No,No
Q97621,,,No,No
Q97623,,,No,No
Q97625,,,No,No
Q97627,,,No,No
Q97629,,,No,No
Q97631,,,No,No
Q97633,,,No,No
Q97635,,,No,No
Q97637,,,No,No
Q97639,,,No,No
Q9764,Teng Yuan Wei Zhang,,No,No
Q97641,,,No,No
Q97643,,,No,No
Q97645,,,No,No
Q97647,,,No,No
Q97649,,,No,No
Q9765,Yuan Teng Lai Heng,,No,No
Q97651,,,No,No
Q97653,,,No,No
Q97655,,,No,No
Q97657,,,No,No
Q97659,,,No,No
Q9766,Yuan Teng Yong Yan,,No,No
Q97661,,,No,No
Q97663,,,No,No
Q97665,,,No,No
Q97667,,,No,No
Q97669,,,No,No
Q97671,,,No,No
Q97673,,,No,No
Q97675,,,No,No
Q97677,,,No,No
Q97679,,,No,No
Q97681,,,No,No
Q97683,,,No,No
Q97685,,,No,No
Q97687,,,No,No
Q97689,,,No,No
Q97691,,,No,No
Q97693,,,No,No
Q97695,,,No,No
Q97697,,,No,No
Q97699,,,No,No
Q977,Embioptera (webspinners),,No,No
Q97701,,,No,No
Q97703,,,No,No
Q97705,,,No,No
Q97707,,,No,No
Q97709,,,No,No
Q9771,Yuan Jing Zong,,No,No
Q97711,,,No,No
Q97713,,,No,No
Q97715,,,No,No
Q97717,,,No,No
Q97719,,,No,No
Q97721,,,No,No
Q97723,,,No,No
Q97725,,,No,No
Q97727,,,No,No
Q97729,,,No,No
Q97731,,,No,No
Q97733,,,No,No
Q97735,,,No,No
Q97737,,,No,No
Q97739,,,No,No
Q97741,,,No,No
Q97743,,,No,No
Q97745,,,No,No
Q97747,,,No,No
Q97749,,,No,No
Q97751,,,No,No
Q97753,,,No,No
Q97756,,,No,No
Q97758,,,No,No
Q97760,,,No,No
Q97762,,,No,No
Q97764,,,No,No
Q97766,,,No,No
Q97768,,,No,No
Q97770,,,No,No
Q97772,,,No,No
Q97774,,,No,No
Q97776,,,No,No
Q97778,,,No,No
Q97780,,,No,No
Q97782,,,No,No
Q97784,,,No,No
Q97786,,,No,No
Q97788,,,No,No
Q9779,Minamoto no Narimasa's daughter (Atsusada-shinnō's wife),,No,No
Q97790,,,No,No
Q97792,,,No,No
Q97794,,,No,No
Q97796,,,No,No
Q97798,,,No,No
Q978,Phasmatodea (stick insects),,No,No
Q9780,Daughter of Minamoto no Yorikuni (wife of Minamoto no Tomonobu),,No,No
Q97800,,,No,No
Q97802,,,No,No
Q97804,,,No,No
Q97806,,,No,No
Q97808,,,No,No
Q9781,Minamoto no Asatō's daughter,,No,No
Q97810,,,No,No
Q97812,,,No,No
Q97814,,,No,No
Q97816,,,No,No
Q97818,,,No,No
Q9782,Daughter of Minamoto no Tomonobu (wife of Fujiwara no Tsunetobu),,No,No
Q97820,,,No,No
Q97822,,,No,No
Q97824,,,No,No
Q97826,,,No,No
Q97828,,,No,No
Q97830,,,No,No
Q97832,,,No,No
Q97834,,,No,No
Q97836,,,No,No
Q97838,,,No,No
Q97840,,,No,No
Q97842,,,No,No
Q97844,,,No,No
Q97846,,,No,No
Q97848,,,No,No
Q9785,Dōmyō,,No,No
Q97850,,,No,No
Q97852,,,No,No
Q97854,,,No,No
Q97856,,,No,No
Q97858,,,No,No
Q97860,,,No,No
Q97862,,,No,No
Q97864,,,No,No
Q97866,,,No,No
Q97868,,,No,No
Q9787,Atsuyasu-shinnō,,No,No
Q97870,,,No,No
Q97872,,,No,No
Q97874,,,No,No
Q97876,,,No,No
Q97878,,,No,No
Q97880,,,No,No
Q97882,,,No,No
Q97884,,,No,No
Q97886,,,No,No
Q97888,,,No,No
Q9789,Bishi-naishinnō,,No,No
Q97890,,,No,No
Q97892,,,No,No
Q97894,,,No,No
Q97896,,,No,No
Q97898,,,No,No
Q979,Mantophasmatodea (gladiators),,No,No
Q97900,,,No,No
Q97902,,,No,No
Q97904,,,No,No
Q97906,,,No,No
Q97908,,,No,No
Q97910,,,No,No
Q97912,,,No,No
Q97914,,,No,No
Q97916,,,No,No
Q97918,,,No,No
Q97920,,,No,No
Q97922,,,No,No
Q97924,,,No,No
Q97926,,,No,No
Q97928,,,No,No
Q9793,Fujiwara no Shūko,,No,No
Q97930,,,No,No
Q97932,,,No,No
Q97934,,,No,No
Q97936,,,No,No
Q97938,,,No,No
Q9794,Teng Yuan Zhong Zhou,,No,No
Q97940,,,No,No
Q97942,,,No,No
Q97944,,,No,No
Q97946,,,No,No
Q97948,,,No,No
Q9795,Fujiwara no Akinaga (son of Fujiwara no Ise),,No,No
Q97950,,,No,No
Q97952,,,No,No
Q97954,,,No,No
Q97956,,,No,No
Q97962,,,No,No
Q97964,,,No,No
Q97966,,,No,No
Q97968,,,No,No
Q97970,,,No,No
Q97972,,,No,No
Q97974,,,No,No
Q97976,,,No,No
Q97978,,,No,No
Q97980,,,No,No
Q97982,,,No,No
Q97984,,,No,No
Q97986,,,No,No
Q97988,,,No,No
Q9799,Second daughter of Fujiwara no Takaie (wife of Fujiwara no Kanetsugu),,No,No
Q97990,,,No,No
Q97992,,,No,No
Q97994,,,No,No
Q97996,,,No,No
Q97998,,,No,No
Q980,Grylloblattodea (ice crawlers),,No,No
Q9800,Teng Yuan Zheng Ze,,No,No
Q98000,,,No,No
Q98002,,,No,No
Q98004,,,No,No
Q98006,,,No,No
Q98008,,,No,No
Q9801,Long Ming,,No,No
Q98010,,,No,No
Q98012,,,No,No
Q98016,,,No,No
Q98018,,,No,No
Q98020,,,No,No
Q98022,,,No,No
Q98024,,,No,No
Q98026,,,No,No
Q98028,,,No,No
Q98030,,,No,No
Q98032,,,No,No
Q98034,,,No,No
Q98036,,,No,No
Q98038,,,No,No
Q98040,,,No,No
Q98042,,,No,No
Q98044,,,No,No
Q98046,,,No,No
Q98048,,,No,No
Q9805,Ping Jiao Cheng,,No,No
Q98050,,,No,No
Q98052,,,No,No
Q98054,,,No,No
Q98056,,,No,No
Q98058,,,No,No
Q98060,,,No,No
Q98062,,,No,No
Q98064,,,No,No
Q98066,,,No,No
Q98068,,,No,No
Q98070,,,No,No
Q98074,,,No,No
Q98076,,,No,No
Q98080,,,No,No
Q98082,,,No,No
Q98084,,,No,No
Q98086,,,No,No
Q98088,,,No,No
Q9809,Yuan Liang Zong Noqi,,No,No
Q98090,,,No,No
Q98092,,,No,No
Q98094,,,No,No
Q98096,,,No,No
Q98098,,,No,No
Q981,Coleos Coleoidea,,No,No
Q9810,Eldest daughter of Fujiwara no Kanetaka (wife of Prince Atsuhira),,No,No
Q98100,,,No,No
Q98102,,,No,No
Q98104,,,No,No
Q98106,,,No,No
Q98108,,,No,No
Q9811,Fujiwara no Michitō,,No,No
Q98110,,,No,No
Q98112,,,No,No
