id,label_en,translation
Q98589,Qarais al-Lakhmi bin 'Abbad al-Isbili,Qarais al-Lakhmi son of 'Abbad al-Isbili
Q98590,Hazan bin  Jubayr,Hazan son of  Jubayr
Q98591,'Amru al-Lakhmi bin 'Abbad al-Isbili,'Amru al-Lakhmi son of 'Abbad al-Isbili
Q98592,Zuhayr bin  al-Haarith al-Hilali,Zuhayr son of  al-Haarith al-Hilali
Q98598,Jubayr bin  al-Hazm,Jubayr son of  al-Hazm
Q98602,al-Haarith bin  Humaatah bin Juraysh (Jarsh),al-Haarith son of  Humaatah son of Juraysh (Jarsh)
Q98603,Dihja bint al-Mansur,Dihja daughter of al-Mansur
Q98610,al-Hazm bin  Rubiya,al-Hazm son of  Rubiya
Q98614,Humaatah bin  Juraysh (Jarsh),Humaatah son of  Juraysh (Jarsh)
Q98626,Rubiya bin  Abdullah,Rubiya son of  Abdullah
Q98633,al-Hussein bin al-Hussein,al-Hussein son of al-Hussein
Q98635,Ja'afar bin Ahmed,Ja'afar son of Ahmed
Q98637,Ahmad bin Ubaidallah,Ahmad son of Ubaidallah
Q98640,Abdullah bin  Hilal,Abdullah son of  Hilal
Q98654,Hilal bin  Amir,Hilal son of  Amir
Q98670,Amir bin  Sasa,Amir son of  Sasa
Q98672,an-Najjar (Taimullah) bin Sa'liba,an-Najjar (Taimullah) son of Sa'liba
Q98674,Yehudit  Zauja-e-an-Najjaar (Taimullah) bin Sa'liba,Yehudit  Zauja-e-an-Najjaar (Taimullah) son of Sa'liba
Q98690,Sasa bin  Moaouia,Sasa son of  Moaouia
Q98692,Sa'liba bin 'Amr,Sa'liba son of 'Amr
Q98694,No Name  Zauja-e-Sa'liba bin 'Amr,No Name  Zauja-e-Sa'liba son of 'Amr
Q98703,al-Hasan bin Muhammad bin Yahya,al-Hasan son of Muhammad son of Yahya
Q98713,Moaouia bin  Bakr,Moaouia son of  Bakr
Q98714,'Amr bin Khazraj,'Amr son of Khazraj
Q98716,No Name  Zauja-e-'Amr bin Khazraj,No Name  Zauja-e-'Amr son of Khazraj
Q98723,Abi Wahb bin Amr,Abi Wahb son of Amr
Q98725,Al-'As bin  Wa'il,Al-'As son of  Wa'il
Q98726,Abdullah (Abu Salama) bin  Abdulasad,Abdullah (Abu Salama) son of  Abdulasad
Q98728,Layla bint  al-Minhal,Layla daughter of  al-Minhal
Q98737,Bakr bin  Hawazin,Bakr son of  Hawazin
Q98777,Mansour bin  Ikrima,Mansour son of  Ikrima
Q98778,Laila bint al-Harith,Laila daughter of al-Harith
Q98780,Azib bin Fihr,Azib son of Fihr
Q98782,Jandala bint Fihr,Jandala daughter of Fihr
Q98784,Muharib bin Fihr,Muharib son of Fihr
Q98786,Yakhlud bin Al-Nadr,Yakhlud son of Al-Nadr
Q98795,Ikrima bin  Khasafa,Ikrima son of  Khasafa
Q98798,Sakhr bin Amr,Sakhr son of Amr
Q98806,Hind bint  Awf,Hind daughter of  Awf
Q98808,Hala bint Awf,Hala daughter of Awf
Q98810,Atika bint Awf,Atika daughter of Awf
Q98814,Mansur bin Ikrima,Mansur son of Ikrima
Q98815,Khasafa bin  Aylan,Khasafa son of  Aylan
Q98816,Sulaym bin Mansur,Sulaym son of Mansur
Q98818,Mu'awiya bin Bakr,Mu'awiya son of Bakr
Q98820,Umm al-Hajjaj bint Muhammad  al-Thaqafi,Umm al-Hajjaj daughter of Muhammad  al-Thaqafi
Q98822,Chiusa bin Yazid,Chiusa son of Yazid
Q98824,Yazid II bin 'Abd al-Malik bin Marwân I,Yazid II son of 'Abd al-Malik son of Marwân I
Q98826,'Umar bin Salim bin 'Abdullah,'Umar son of Salim son of 'Abdullah
Q98828,Abu Bakr bin Salim bin 'Abdullah,Abu Bakr son of Salim son of 'Abdullah
Q98830,al-Waleed bin al-Mughirah al-Abshami,al-Waleed son of al-Mughirah al-Abshami
Q98844,Sultan Jalal-ud-Din Al Qureshi bin  Shaykh Ali Qazi Al-Qureshi,Sultan Jalal-ud-Din Al Qureshi son of  Shaykh Ali Qazi Al-Qureshi
Q98858,Isaac  bar Saṭya HaDayyān al-Mosul,Isaac  son of Saṭya HaDayyān al-Mosul
Q98872,Abu'l Hamoul bin Hamzah bin 'Ali,Abu'l Hamoul son of Hamzah son of 'Ali
Q98888,Yusuf bin Yusya,Yusuf son of Yusya
Q98890,Ahmed  Bin Idrees,Ahmed  son of Idrees
Q98912,'Ali  BIN HASSAN,'Ali  son of HASSAN
Q98944,Ja'far bin  Ahmad,Ja'far son of  Ahmad
Q98992,Maʿad bin Ismaʿīl,Maʿad son of Ismaʿīl
Q98996,Mohammed Bin  Ali Abi Al-Hamraa,Mohammed son of  Ali Abi Al-Hamraa
Q99016,Haider  bin ?,Haider  son of ?
Q99072,Alwi  bin Muhammad,Alwi  son of Muhammad
Q99084,Ahmad bin Ahmad,Ahmad son of Ahmad
Q99228,Iqbāl al-Dawla  bin 'Ali ibn Mujahidl Siqlabi,Iqbāl al-Dawla  son of 'Ali ibn Mujahidl Siqlabi
Q99246,Zaid bin al-Hussein,Zaid son of al-Hussein
Q99248,Mohammed bin Ja'afar,Mohammed son of Ja'afar
Q99250,Mohammed bin Ahmed,Mohammed son of Ahmed
Q99298,"""Abu Taghlub"" Ali bin al-Hasan bin Muhammad","""Abu Taghlub"" Ali son of al-Hasan son of Muhammad"
Q99560,Kinana ibn ar-Rabi Abu al-Hay bin  ibn Abu al-Huqayq al-Nadir,Kinana ibn ar-Rabi Abu al-Hay son of  ibn Abu al-Huqayq al-Nadir
Q99564,bint al-Rabi' al-Huqayq al-Nadir,daughter of al-Rabi' al-Huqayq al-Nadir
Q99584,Safiyya bint al-Rabi Abu al-Hay  al-Nadir,Safiyya daughter of al-Rabi Abu al-Hay  al-Nadir
Q99620,"""Yudit"" Fatimah  bint Safiya bint Hai ibn Achitub","""Yudit"" Fatimah  daughter of Safiya daughter of Hai ibn Achitub"
Q99626,Mar Sutra II  bar Guriya (ben Mar Guria) 4th Exilarch & Gaon of Tiberias,Mar Sutra II  son of Guriya (ben Mar Guria) 4th Exilarch & Gaon of Tiberias
Q99632,Nehemiah  ben Haninai bar Adai,Nehemiah  ben Haninai son of Adai
Q99672,"Natronai ben Hakhinai, wazir to Yūsuf bin ʿAbd al- Raḥmān bin Abī","Natronai ben Hakhinai, wazir to Yūsuf son of ʿAbd al- Raḥmān son of Abī"
Q99778,Sherira  bar Hananya Gaon of Pumbeditha,Sherira  son of Hananya Gaon of Pumbeditha
Q99782,Hananya  ben Yehudah (bar Pinchas) haSofer of Pumbeditha,Hananya  ben Yehudah (son of Pinchas) haSofer of Pumbeditha
Q99800,Paltoi Yishai  bar Abaye Kohen Ṣedeq (Gaon) Gaon of Pumbeditha,Paltoi Yishai  son of Abaye Kohen Ṣedeq (Gaon) Gaon of Pumbeditha
Q99820,bar Hanina,son of Hanina
Q99824,bar Hanina,son of Hanina
Q99826,bar Hanina,son of Hanina
Q99930,Safiyya  bar Yosef al-Baghdad,Safiyya  son of Yosef al-Baghdad
Q99992,Abu Musa Levi  bar Ishaq ibn Mar Sahl,Abu Musa Levi  son of Ishaq ibn Mar Sahl
Q100049,Abu Yaqub Ishaq  bar Levi ibn Mar Sahl,Abu Yaqub Ishaq  son of Levi ibn Mar Sahl
Q100157,Paltoi  ben Yitzhak Ab Beit Din of Sura,Paltoi  ben Yitzhak son of Beit Din of Sura
Q100193,"bar Mar Shealtiel Nasi, Vizier","son of Mar Shealtiel Nasi, Vizier"
Q100263,"Yitzhak ""Bon Isaac"" Oroved ""Bon Isaac"" Oroved Bar Mar  Barzilai","Yitzhak ""Bon Isaac"" Oroved ""Bon Isaac"" Oroved son of Mar  Barzilai"
Q100269,Shmuel  bar Mar Shealtiel,Shmuel  son of Mar Shealtiel
Q100273,Mar Yitzhak  bar Mar Menachem,Mar Yitzhak  son of Mar Menachem
Q100275,Yehudah Menachem  bar Mar Menachem,Yehudah Menachem  son of Mar Menachem
Q100347,Mar Solomon  bar Yosef ibn Mar Shealtiel Nasi of Toledo,Mar Solomon  son of Yosef ibn Mar Shealtiel Nasi of Toledo
Q100353,"Shaltiel  bar Mar Shealtiel Nasi, Vizier","Shaltiel  son of Mar Shealtiel Nasi, Vizier"
Q100355,Nathan  bar Mar Isaac,Nathan  son of Mar Isaac
Q100357,Abū Suleiman Daʾūd (David)  bar Mar Isaac Nasi,Abū Suleiman Daʾūd (David)  son of Mar Isaac Nasi
Q100359,Natan  bar Yehudah,Natan  son of Yehudah
Q100361,Shlomo  bar Yehudah,Shlomo  son of Yehudah
Q100390,Muza  Bint Ibn Musa Banu Qasi,Muza  daughter of Ibn Musa Banu Qasi
Q100430,Moshe Benvenist  bar Yosef,Moshe Benvenist  son of Yosef
Q100444,"Abraham ""Cavallier""  bar Mar Shealtiel","Abraham ""Cavallier""  son of Mar Shealtiel"
Q100446,Preciosa  bar Nathan,Preciosa  son of Nathan
Q100448,"Yehudah  bar Nathan, Nasi","Yehudah  son of Nathan, Nasi"
Q100450,Yitzhak  bar David Nasi,Yitzhak  son of David Nasi
Q100452,Nathan  bar David Nasi,Nathan  son of David Nasi
Q100522,Yosef Benvenist  bar Moshe,Yosef Benvenist  son of Moshe
Q100536,"Mair ""Cavallier""  bar Abraham","Mair ""Cavallier""  son of Abraham"
Q100538,"Moshe ""Cavalier""  bar Abraham","Moshe ""Cavalier""  son of Abraham"
Q100540,Cavallier Samuel  bar Abraham,Cavallier Samuel  son of Abraham
Q100556,"Barhun al-Falak al-Irbil, Astrologer of Zain al-DīnʿAlī Küčük bin","Barhun al-Falak al-Irbil, Astrologer of Zain al-DīnʿAlī Küčük son of"
Q100658,"Isaac Alfaquim ""Rabbi Zag""  bar Yosef Benvenist Nasi","Isaac Alfaquim ""Rabbi Zag""  son of Yosef Benvenist Nasi"
Q100709,Yitzhak  bar Sheshet Perfet Ribash,Yitzhak  son of Sheshet Perfet Ribash
Q100760,Muhammad bin  ibn 'Abd-allâh,Muhammad son of  ibn 'Abd-allâh
Q100764,Zara  bint Abd Allah,Zara  daughter of Abd Allah
Q100766,al-Mutarrif bin  Abdullah,al-Mutarrif son of  Abdullah
Q100767,Salomon  bar Yosef Benvenist,Salomon  son of Yosef Benvenist
Q100768,Aban bin  Abdullah,Aban son of  Abdullah
Q100835,?  bat Yitzhak bar Sheshet,?  bat Yitzhak son of Sheshet
Q101100,Baruch  ibn Yahya bin Ya'ish,Baruch  ibn Yahya son of Ya'ish
Q101106,Bar Gedaliah Ibn Yahya Hazaken,son of Gedaliah Ibn Yahya Hazaken
Q101328,Abraham  bin Ya'ish,Abraham  son of Ya'ish
Q101338,Yonati  Bar Gedaliah Ibn Yahya Hazaken,Yonati  son of Gedaliah Ibn Yahya Hazaken
Q101663,Mawiyah  bint al-Hakam,Mawiyah  daughter of al-Hakam
Q101824,Bint Ibn Musa Banu Qasi,daughter of Ibn Musa Banu Qasi
Q101826,Bint Ibn Musa Banu Qasi,daughter of Ibn Musa Banu Qasi
Q101832,Fatima Banu Qasi  bint Lubb b. Mūsā b. Mūsā ibn Ḳasī al-Za,Fatima Banu Qasi  daughter of Lubb b. Mūsā b. Mūsā ibn Ḳasī al-Za
Q101927,Roma  bint Italus,Roma  daughter of Italus
Q101981,Hecuba  bint Dymas,Hecuba  daughter of Dymas
Q102352,Hecuba  bint Dymas,Hecuba  daughter of Dymas
Q102354,Hecuba  bint Dymas,Hecuba  daughter of Dymas
Q102356,NN  bint Hubsiyyah,NN  daughter of Hubsiyyah
Q102434,Safiyyah  bint Huyayy,Safiyyah  daughter of Huyayy
Q102436,Barra bint  bint Samawal al-Qurayza,Barra daughter of  daughter of Samawal al-Qurayza
Q102444,Haninai  bar Adoei David,Haninai  son of Adoei David
Q102464,Fatima bint Ali,Fatima daughter of Ali
Q102518,Nathan  bar Abba Mari 21st Exilarch Nathan II,Nathan  son of Abba Mari 21st Exilarch Nathan II
Q102540,"Musa ""Rav Papa""  bar Yosef resh metivta al-Nehardea, 5th Gen Amora","Musa ""Rav Papa""  son of Yosef resh metivta al-Nehardea, 5th Gen Amora"
Q102614,"Abba ""Rava""  bar Yosef bar Khamma resh metivta al-Mahoza","Abba ""Rava""  son of Yosef son of Khamma resh metivta al-Mahoza"
Q102636,Rabbah  bar Mar Huna I,Rabbah  son of Mar Huna I
Q102640,Daughter  bar Yosef bar Khamma,Daughter  son of Yosef son of Khamma
Q102642,Wife #2  Anani bar Nathan,Wife #2  Anani son of Nathan
Q102644,bar Abaye Kohen Ṣedeq (Gaon),son of Abaye Kohen Ṣedeq (Gaon)
Q102678,Nahman  bar Mar Huna I,Nahman  son of Mar Huna I
Q102699,Fatima al-Qurasiyya bint  al-Mundhir,Fatima al-Qurasiyya daughter of  al-Mundhir
Q102707,Ubayd bin  Allah,Ubayd son of  Allah
Q102709,Sulayman bin  Abd ar-Rahman III,Sulayman son of  Abd ar-Rahman III
Q102712,"Unknown  bat Abba ""Abbahu"" bar Acha","Unknown  bat Abba ""Abbahu"" son of Acha"
Q102713,Abdullah bin  Abd ar-Rahman III,Abdullah son of  Abd ar-Rahman III
Q102715,Marwan bin  Abd ar-Rahman III,Marwan son of  Abd ar-Rahman III
Q102716,נתן בן אחיה Nasi & rival to Simon bar Gamaliel,נתן בן אחיה Nasi & rival to Simon son of Gamaliel
Q102720,Rav Ḥiyya  bar Aibo haKohen,Rav Ḥiyya  son of Aibo haKohen
Q102722,"Shmuel Yirmiya  bar Abba bar Abba haKohen, Resh Metivta of Nehardea","Shmuel Yirmiya  son of Abba son of Abba haKohen, Resh Metivta of Nehardea"
Q102723,Artiga (Aldara)  bint Zaydan,Artiga (Aldara)  daughter of Zaydan
Q102756,"Abba ""Abbahu""  bar Acha bar Sallah al-Kafri, resh metivta al-Kafri","Abba ""Abbahu""  son of Acha son of Sallah al-Kafri, resh metivta al-Kafri"
Q102764,Abba  bar Hiyya bar Abba,Abba  son of Hiyya son of Abba
Q102766,Kahana  bar Hiyya bar Abba,Kahana  son of Hiyya son of Abba
Q102768,Yirmiyah  bar Abba Arika,Yirmiyah  son of Abba Arika
Q102770,Nechemya  bar Abba Arika,Nechemya  son of Abba Arika
Q102790,unknown Saffiya  bint Abu l'Hasan,unknown Saffiya  daughter of Abu l'Hasan
Q102802,Rabbah Bar Avahu (grandson of  Anan),Rabbah son of Avahu (grandson of  Anan)
Q102812,Hiyya  bar Shaphat 9th Exilarch,Hiyya  son of Shaphat 9th Exilarch
Q102814,"Abba ""Abbahu""  bar Acha bar Sallah al-Kafri resh metivta al-Kafri","Abba ""Abbahu""  son of Acha son of Sallah al-Kafri resh metivta al-Kafri"
Q102822,"Yakob ""Hiyya"" bar Abba","Yakob ""Hiyya"" son of Abba"
Q102824,Wife  bat Hanan bar Raba,Wife  bat Hanan son of Raba
Q102826,???  bat Hanan bar Raba,???  bat Hanan son of Raba
Q102828,????  bar Hiyya,????  son of Hiyya
Q102862,Chiya  bar Shila,Chiya  son of Shila
Q102866,Binyamin  bar Hiyya bar Abba,Binyamin  son of Hiyya son of Abba
Q102868,Shmuel Nahmani bar Yakob,Shmuel Nahmani son of Yakob
Q102870,Yosef  bar Hiyya,Yosef  son of Hiyya
Q102906,Abba  bar Binyamin bar Hiyya,Abba  son of Binyamin son of Hiyya
Q102908,Mar Ukva  Bar Chomo,Mar Ukva  son of Chomo
Q102910,Romi  Bar Chomo,Romi  son of Chomo
Q102950,Yirmiya  bar Abba,Yirmiya  son of Abba
Q103210,Bar Gedaliah Ibn Yahya Hazaken,son of Gedaliah Ibn Yahya Hazaken
Q103907,Unknown  bat Shahanya bar Obadya,Unknown  bat Shahanya son of Obadya
Q104316,Shahanya  bar Obadya,Shahanya  son of Obadya
Q105420,Khizkiyahu  bar Khasadya 9th Exilarch,Khizkiyahu  son of Khasadya 9th Exilarch
Q105567,? bint Hassan Yuha'min  Tubba',? daughter of Hassan Yuha'min  Tubba'
Q105593,Hind  bint Zayd-Manāt ibn Zayd-Allah al-Ghassa,Hind  daughter of Zayd-Manāt ibn Zayd-Allah al-Ghassa
Q105601,Sallam bin Mishkam,Sallam son of Mishkam
Q105607,as-Samaw’al  bin ‘Ādiyā’ ibn al-Rayani al-Ka'bi,as-Samaw’al  son of ‘Ādiyā’ ibn al-Rayani al-Ka'bi
Q105609,Shuraih  bin ‘Ādiyā’ ibn al-Rayani al-Ka'bi,Shuraih  son of ‘Ādiyā’ ibn al-Rayani al-Ka'bi
Q105611,G̲h̲arīḍ  bin ‘Ādiyā’ ibn al-Rayani al-Ka'bi,G̲h̲arīḍ  son of ‘Ādiyā’ ibn al-Rayani al-Ka'bi
Q105613,Rifa'a bin  Samawal,Rifa'a son of  Samawal
Q105625,Akhtab bin  Sa‘yah,Akhtab son of  Sa‘yah
Q105631,Umm Saeed bint Urwah,Umm Saeed daughter of Urwah
Q105633,Umm al-Hasan bint Ali,Umm al-Hasan daughter of Ali
Q105635,Ramla bint Ali,Ramla daughter of Ali
Q105641,Umm Kulthum bint Ali,Umm Kulthum daughter of Ali
Q105645,Muhsin bin Ali,Muhsin son of Ali
Q105649,Yahya bin Ali,Yahya son of Ali
Q105651,Muhammad al-Asghar bin Ali,Muhammad al-Asghar son of Ali
Q105653,Awn bin Ali,Awn son of Ali
Q105655,Umm al-Banin bint Hizam,Umm al-Banin daughter of Hizam
Q105657,al-Abbas bin Ali,al-Abbas son of Ali
Q105659,Abdullah bin Ali,Abdullah son of Ali
Q105661,Uthman bin Ali,Uthman son of Ali
Q105667,Umm Hani bint Ali,Umm Hani daughter of Ali
Q105669,Umm Karam bint Ali,Umm Karam daughter of Ali
Q105671,Umm Ja'far bint Ali,Umm Ja'far daughter of Ali
Q105673,Umm Salamah bint Ali,Umm Salamah daughter of Ali
Q105675,Maimuna bint Ali,Maimuna daughter of Ali
Q105677,Khadija bint Ali,Khadija daughter of Ali
Q105679,Umama bint Ali,Umama daughter of Ali
Q105681,Khawla bint Ja'far,Khawla daughter of Ja'far
Q105683,Layla bint Mas'ud,Layla daughter of Mas'ud
Q105685,Ubaydullah bin Ali,Ubaydullah son of Ali
Q105687,Umm Habiba bint Rabi'a,Umm Habiba daughter of Rabi'a
Q105689,Ruqaiyya bint Ali,Ruqaiyya daughter of Ali
Q105691,Umama bint Abi al-As,Umama daughter of Abi al-As
Q105697,Maulaatena Fatimah binte Assad bin Hashim,Maulaatena Fatimah binte Assad son of Hashim
Q105699,Talib bin Abi Talib,Talib son of Abi Talib
Q105701,Aqeel bin Abu Talib,Aqeel son of Abu Talib
Q105703,Ja'far al-Tayyar bin Abi Talib,Ja'far al-Tayyar son of Abi Talib
Q105705,Umm Hani bint Abi Talib,Umm Hani daughter of Abi Talib
Q105707,Jumana bint Abu Talib,Jumana daughter of Abu Talib
Q105729,Sa‘yah bin  Tha‘labah,Sa‘yah son of  Tha‘labah
Q105735,Ramlah  ibu dari Abu Bakar bin Hasan,Ramlah  ibu dari Abu Bakar son of Hasan
Q105739,Hafsah bint Abdur Rahman bin Abu Bakr,Hafsah bint Abdur Rahman son of Abu Bakr
Q105747,Kandaria Zhada  Bint Ashath,Kandaria Zhada  daughter of Ashath
Q105753,Umm Abdullah bint al-Salil,Umm Abdullah daughter of al-Salil
Q105755,Abdullah bin al-Hasan,Abdullah son of al-Hasan
Q105759,Ruqayyah bint al-Hasan,Ruqayyah daughter of al-Hasan
Q105761,Fatima bint Al-Hussayn,Fatima daughter of Al-Hussayn
Q105763,Zaynab Bint  Sabee,Zaynab daughter of  Sabee
Q105765,Ju'da binte al-Ash'ath bin Qays,Ju'da binte al-Ash'ath son of Qays
Q105767,Ummu Bashir Bint  Abu Mas'ud,Ummu Bashir daughter of  Abu Mas'ud
Q105769,Zayd bin al-Hasan,Zayd son of al-Hasan
Q105771,Khawla bint Manzur,Khawla daughter of Manzur
Q105773,Abu Bakr bin al-Hasan,Abu Bakr son of al-Hasan
Q105777,Yaqub bin al-Hasan,Yaqub son of al-Hasan
Q105779,Ismail bin al-Hasan,Ismail son of al-Hasan
Q105781,Abdul-Rahman bin al-Hasan,Abdul-Rahman son of al-Hasan
Q105785,Umm Ishaq bint Talha,Umm Ishaq daughter of Talha
Q105790,Talha bin al-Hasan,Talha son of al-Hasan
Q105792,Maymunah bint al-Hasan,Maymunah daughter of al-Hasan
Q105794,Umm Salamah bint al-Hasan,Umm Salamah daughter of al-Hasan
Q105798,Hind Bint  Suhayl,Hind daughter of  Suhayl
Q105800,Umm Kulthum bint al-Fadl,Umm Kulthum daughter of al-Fadl
Q105802,Hamza bin al-Hasan,Hamza son of al-Hasan
Q105808,Hind Bint Suhayl  Bin Amru,Hind Bint Suhayl  son of Amru
Q105818,Abu Bakr bin al-Husayn,Abu Bakr son of al-Husayn
Q105820,Zainab bint al-Husayn,Zainab daughter of al-Husayn
Q105822,Amr bin Al-Husayn,Amr son of Al-Husayn
Q105830,Ruqayya bint al-Husayn,Ruqayya daughter of al-Husayn
Q105836,Abdullah bin Ja'far al-Tayyar,Abdullah son of Ja'far al-Tayyar
Q105838,al-Qasim bin Muhammad,al-Qasim son of Muhammad
Q105840,Zayd bin Umar al-Farooq,Zayd son of Umar al-Farooq
Q105842,Ruqayyah bint Umar al-Farooq,Ruqayyah daughter of Umar al-Farooq
Q105844,Ja'afar bin Abdullah bin Ja'afar,Ja'afar son of Abdullah son of Ja'afar
Q105846,Umm 'Abdillah binte Abdullah bin Ja'afar,Umm 'Abdillah binte Abdullah son of Ja'afar
Q105848,al-'Abbas bin 'Abdullah bin Ja'afar,al-'Abbas son of 'Abdullah son of Ja'afar
Q105849,'Aun al-Akbar bin Abdullah bin Ja'afar,'Aun al-Akbar son of Abdullah son of Ja'afar
Q105851,Umm-e-Kulthoom binte Abdullah bin Ja'afar,Umm-e-Kulthoom binte Abdullah son of Ja'afar
Q105853,Muhammad bin Abdullah bin Ja'afar,Muhammad son of Abdullah son of Ja'afar
Q105859,Lubaba bint Abdullah,Lubaba daughter of Abdullah
Q105861,al-Qasim bin Abbas,al-Qasim son of Abbas
Q105863,Ubaidullah bin Abbas,Ubaidullah son of Abbas
Q105865,Muhammad bin Umar al-Atraf,Muhammad son of Umar al-Atraf
Q105867,Ali bin Umar al-Atraf,Ali son of Umar al-Atraf
Q105869,Umm Habeeb bint Umar al-Atraf,Umm Habeeb daughter of Umar al-Atraf
Q105871,Muslim bin Aqeel,Muslim son of Aqeel
Q105873,Sayyidi Ibrahim bin Sayyidna Muslim,Sayyidi Ibrahim son of Sayyidna Muslim
Q105875,Muhammad bin Muslim,Muhammad son of Muslim
Q105877,Abdullah bin Muslim,Abdullah son of Muslim
Q105879,Abdullah bin Muhammad al-Awsat,Abdullah son of Muhammad al-Awsat
Q105883,Fatima bint Amr al-Makhzumi,Fatima daughter of Amr al-Makhzumi
Q105889,al-Zubayr bin Abdul-Muttalib,al-Zubayr son of Abdul-Muttalib
Q105893,Arwa bint Abdul-Muttalib,Arwa daughter of Abdul-Muttalib
Q105895,al-Ghaidaq bin Abdul-Muttalib,al-Ghaidaq son of Abdul-Muttalib
Q105897,Atika bint 'Abd al-Muṭṭalib,Atika daughter of 'Abd al-Muṭṭalib
Q105899,Umayma bint Abdul-Muttalib,Umayma daughter of Abdul-Muttalib
Q105901,Barra bint Abdul-Muttalib,Barra daughter of Abdul-Muttalib
Q105903,Asad bin Hashem,Asad son of Hashem
Q105905,Fatima bint Qays,Fatima daughter of Qays
Q105907,Hunain bin  Assad,Hunain son of  Assad
Q105909,Habbar bin  Assad,Habbar son of  Assad
Q105911,Adai bint Asad,Adai daughter of Asad
Q105913,Hubaira bin Amr,Hubaira son of Amr
Q105915,Umar bin Hubaira,Umar son of Hubaira
Q105917,Hani bin Hubaira,Hani son of Hubaira
Q105919,Ja'dah bin Hubaira,Ja'dah son of Hubaira
Q105921,Yusuf bin Hubaira,Yusuf son of Hubaira
Q105923,Amr bin Hubaira,Amr son of Hubaira
Q105925,?  bint Khalid ibn Jabalah al-Ghassani,?  daughter of Khalid ibn Jabalah al-Ghassani
Q105941,Addah bin  Assad,Addah son of  Assad
Q105950,Tha‘labah bin  Ubayd,Tha‘labah son of  Ubayd
Q105952,Abdullah bin al-Zubayr,Abdullah son of al-Zubayr
Q105954,Ismail bin  Zayd,Ismail son of  Zayd
Q105956,al-Hasan bin Zayd,al-Hasan son of Zayd
Q105962,Sayyid Musa ath-Thaalith bin Zayd bin Hasan,Sayyid Musa ath-Thaalith son of Zayd son of Hasan
Q105964,Sayyidna al-Husain bin Zayd bin Hasan,Sayyidna al-Husain son of Zayd son of Hasan
Q105972,Umm Kulthum bint Hasan al-Muthanna,Umm Kulthum daughter of Hasan al-Muthanna
Q105974,Zaynab bint Hasan al-Muthanna,Zaynab daughter of Hasan al-Muthanna
Q105976,Ja'far bin Hasan al-Muthanna,Ja'far son of Hasan al-Muthanna
Q105978,Dawud bin Hasan al-Muthanna,Dawud son of Hasan al-Muthanna
Q105980,Zaid Bin  Hasan al-Muthanna,Zaid son of  Hasan al-Muthanna
Q105982,Ghanim bin Hasan al-Muthanna,Ghanim son of Hasan al-Muthanna
Q105984,Muhammad Bin  Hasan al-Muthana,Muhammad son of  Hasan al-Muthana
Q105986,Ali bin Hasan al-Muthanna,Ali son of Hasan al-Muthanna
Q105992,al-Qasim bin Zain al-Abidin,al-Qasim son of Zain al-Abidin
Q105994,Sulaiman bin Zain al-Abidin,Sulaiman son of Zain al-Abidin
Q105996,Al-Hasan  bin Ali,Al-Hasan  son of Ali
Q106000,Qaim  bin Ali,Qaim  son of Ali
Q106004,Fatima bint Zayn Al-Abidin,Fatima daughter of Zayn Al-Abidin
Q106006,Alia bint Zayn Al-Abidin,Alia daughter of Zayn Al-Abidin
Q106008,Umm Kulthum bint Zayn Al-Abidin,Umm Kulthum daughter of Zayn Al-Abidin
Q106014,Fatima bint Husayn al-Athram,Fatima daughter of Husayn al-Athram
Q106024,Khadija bint Zayn Al-Abidin,Khadija daughter of Zayn Al-Abidin
Q106028,Marwán Bin Al- Hakam  Bin Abú Al- 'As Bint Umaiyáh,Marwán son of Al- Hakam  son of Abú Al- 'As Bint Umaiyáh
Q106036,No Name  Zauja-e-Ubaidullah bin Maulana Abbas,No Name  Zauja-e-Ubaidullah son of Maulana Abbas
Q106038,Hasan bin Ubaidullah bin Maulana Abbas,Hasan son of Ubaidullah son of Maulana Abbas
Q106040,Ibrahim bin Ubaidullah bin Maulana Abbas,Ibrahim son of Ubaidullah son of Maulana Abbas
Q106046,Sikkeen bin Hasan bin Muhammad al-Hanafiyya,Sikkeen son of Hasan son of Muhammad al-Hanafiyya
Q106048,Abdullah bin Muhammad,Abdullah son of Muhammad
Q106056,Sayyidna 'Amar bin Abdullaah bin Sayyidna Muslim  عَمَرو بن عبداللہ بن مسلم بن عقیل,Sayyidna 'Amar son of Abdullaah son of Sayyidna Muslim  عَمَرو بن عبداللہ بن مسلم بن عقیل
Q106058,Mubarak bin Abdullah bin Sayyidna Muslim,Mubarak son of Abdullah son of Sayyidna Muslim
Q106060,Nasraan? bin Abdullah bin Sayyidna Muslim,Nasraan? son of Abdullah son of Sayyidna Muslim
Q106062,Safiya binte Bani 'Aamir bin Sa'sa',Safiya binte Bani 'Aamir son of Sa'sa'
Q106068,al-Harith bin Abdul-Muttalib,al-Harith son of Abdul-Muttalib
Q106070,Safiyyah bint ‘Abd al-Muttalib,Safiyyah daughter of ‘Abd al-Muttalib
Q106072,Abdul-Ka'abah bin Abdul-Muttalib,Abdul-Ka'abah son of Abdul-Muttalib
Q106074,Hajl bin Abdul-Muttalib,Hajl son of Abdul-Muttalib
Q106076,al-Muqawwim bin Abdul-Muttalib,al-Muqawwim son of Abdul-Muttalib
Q106082,Qutham bin Abdul-Muṭṭalib,Qutham son of Abdul-Muṭṭalib
