id,label_en,translation
Q106084,Dirar bin Abdul-Muttalib,Dirar son of Abdul-Muttalib
Q106086,Mummana'ah bint  Amr,Mummana'ah daughter of  Amr
Q106088,Salma bint Amr,Salma daughter of Amr
Q106092,Ramla bint Hashem,Ramla daughter of Hashem
Q106094,Abu Wahb bin 'Amr al-Makhzumi,Abu Wahb son of 'Amr al-Makhzumi
Q106096,Ruqayyah bint Hashem,Ruqayyah daughter of Hashem
Q106098,Jannah bint Hashem,Jannah daughter of Hashem
Q106108,Sayyidi al-Muttalib bin Imaam ‘Abd al-Manāf,Sayyidi al-Muttalib son of Imaam ‘Abd al-Manāf
Q106112,Atika bint  Abu Wahb,Atika daughter of  Abu Wahb
Q106114,No Name  Zauja-e-az-Zubayr bin Imaam 'Abd al-Muṭṭ,No Name  Zauja-e-az-Zubayr son of Imaam 'Abd al-Muṭṭ
Q106118,Sayyidi Abdullah bin az-Zubayr,Sayyidi Abdullah son of az-Zubayr
Q106121,Ummu Jamil bint,Ummu Jamil daughter of
Q106123,Durrah  bint Abd al-'Uzzā (Abu Lahab),Durrah  daughter of Abd al-'Uzzā (Abu Lahab)
Q106131,Umair bin Wahb,Umair son of Wahb
Q106133,Sayyidna Tayyab  Taleeb bin 'Arwa binte Imaam 'Abd al-Mu 'Arwa binte Imaam 'Abd al-Muṭṭalib/,Sayyidna Tayyab  Taleeb son of 'Arwa binte Imaam 'Abd al-Mu 'Arwa binte Imaam 'Abd al-Muṭṭalib/
Q106137,Umm Salamah Hind bint Abi Umayya,Umm Salamah Hind daughter of Abi Umayya
Q106139,Qariba bint Abi Umayya,Qariba daughter of Abi Umayya
Q106145,Jahsh bin  Rabab al-Asadi,Jahsh son of  Rabab al-Asadi
Q106149,Zaynab  bint Jahash al-Asadi,Zaynab  daughter of Jahash al-Asadi
Q106153,'Abdul Asad bin  Hilal,'Abdul Asad son of  Hilal
Q106155,Bustanai bin Haninai,Bustanai son of Haninai
Q106157,No Name  Zauja-e-Muhammad bin Sayyidna Aqeel,No Name  Zauja-e-Muhammad son of Sayyidna Aqeel
Q106175,Ubayd bin  Ka‘b,Ubayd son of  Ka‘b
Q106183,"No Name  Zauja-e-""Abu Muhammad"" al-Hasan bin Zayd","No Name  Zauja-e-""Abu Muhammad"" al-Hasan son of Zayd"
Q106185,Nafisah binte al-Hasan bin Zayd,Nafisah binte al-Hasan son of Zayd
Q106187,"""Abu Ishaq"" Ibrahim bin al-Hasan bin Zayd","""Abu Ishaq"" Ibrahim son of al-Hasan son of Zayd"
Q106189,"""Abu Zayd"" 'Abdullah bin al-Hasan bin Zayd","""Abu Zayd"" 'Abdullah son of al-Hasan son of Zayd"
Q106191,"""Abu Muhammad"" al-Qasem bin al-Hasan bin Zayd","""Abu Muhammad"" al-Qasem son of al-Hasan son of Zayd"
Q106195,No Name  Zauja-e-Sayyidi Musa ath-Thaalith bin Za,No Name  Zauja-e-Sayyidi Musa ath-Thaalith son of Za
Q106197,Sayyid Abdullah at-Thaani bin Sayyid Musa ath-Thaalith,Sayyid Abdullah at-Thaani son of Sayyid Musa ath-Thaalith
Q106199,Sayyidna Abu'l Hasan bin al-Husain bin Zayd,Sayyidna Abu'l Hasan son of al-Husain son of Zayd
Q106201,Ali bin  Hussein,Ali son of  Hussein
Q106203,Atika bint Abdul-Malik,Atika daughter of Abdul-Malik
Q106205,Ibrahim bin Abdullah al-Kamil,Ibrahim son of Abdullah al-Kamil
Q106209,Abdullah bin Abdullah al-Kamil,Abdullah son of Abdullah al-Kamil
Q106211,Yahya bin Abdullah al-Kamil,Yahya son of Abdullah al-Kamil
Q106213,Ja'far bin Abdullah al-Kamil,Ja'far son of Abdullah al-Kamil
Q106215,Sidi Sulaiman bin Abdullah al-Kamil,Sidi Sulaiman son of Abdullah al-Kamil
Q106223,Isa bin Abdullah al-Kamil,Isa son of Abdullah al-Kamil
Q106229,Hasan bin  Ibrahim,Hasan son of  Ibrahim
Q106231,Ali bin  Ibrahim,Ali son of  Ibrahim
Q106233,Yaqub bin Ibrahim,Yaqub son of Ibrahim
Q106239,Ishaq bin Ibrahim,Ishaq son of Ibrahim
Q106243,Sulaiman bin Dawood bin Hasan al-Muthanna,Sulaiman son of Dawood son of Hasan al-Muthanna
Q106245,"""Abu Muhammad"" al-Hasan bin Zayd bin Hasan","""Abu Muhammad"" al-Hasan son of Zayd son of Hasan"
Q106247,Abdullah bin Ghanim,Abdullah son of Ghanim
Q106253,Fatema bent Al Qasem Bin Moahmmad Bin Abi Baker,Fatema bent Al Qasem son of Moahmmad son of Abi Baker
Q106259,Ismail bin Muhammad,Ismail son of Muhammad
Q106261,Asma bint Muhammad,Asma daughter of Muhammad
Q106273,Umm Hakim bint Usayd,Umm Hakim daughter of Usayd
Q106287,Abu Fârisi bin Abu 'Abed al-Hirahi,Abu Fârisi son of Abu 'Abed al-Hirahi
Q106289,Na'im al-Lakhmi I bin Abu Fârisi,Na'im al-Lakhmi I son of Abu Fârisi
Q106295,Umm Farwah bint Ja’far al-Sadiq,Umm Farwah daughter of Ja’far al-Sadiq
Q106307,'Umar bin 'Umar al-Ashraf,'Umar son of 'Umar al-Ashraf
Q106309,'Ali bin 'Umar al-Ashraf,'Ali son of 'Umar al-Ashraf
Q106325,Ali Dawood al-Khudri bin Husain al-Asghar,Ali Dawood al-Khudri son of Husain al-Asghar
Q106327,Muhammad Abu Ja'afar bin Zayd bin Ali,Muhammad Abu Ja'afar son of Zayd son of Ali
Q106331,Yahya bin Zayd bin Ali,Yahya son of Zayd son of Ali
Q106335,Ali bin Zayd bin Ali,Ali son of Zayd son of Ali
Q106339,No Name  Zauja-e-Hasan bin Ubaidullah,No Name  Zauja-e-Hasan son of Ubaidullah
Q106341,Muhammad bin Hasan bin Ubaidullah,Muhammad son of Hasan son of Ubaidullah
Q106342,Hamzah al-Awwal bin Hasan bin Ubaidullah,Hamzah al-Awwal son of Hasan son of Ubaidullah
Q106346,'Ali bin Sikkeen bin Hasan al-Hanafiyya,'Ali son of Sikkeen son of Hasan al-Hanafiyya
Q106360,No Name  Zauja-e-'Amr bin Abdullah,No Name  Zauja-e-'Amr son of Abdullah
Q106362,Sayyidna Maimoon bin 'Amar bin Abdullaah bin Muslim bin Aqeel,Sayyidna Maimoon son of 'Amar son of Abdullaah son of Muslim son of Aqeel
Q106364,No Name  Zauja-e-Mubarak bin Abdullah,No Name  Zauja-e-Mubarak son of Abdullah
Q106366,Faraj bin Mubarak bin Abdullah,Faraj son of Mubarak son of Abdullah
Q106370,NN Mrs. al-Ḥārith  Zauja-e-al-Haarith bin Imaam 'Abd al-Muṭ,NN Mrs. al-Ḥārith  Zauja-e-al-Haarith son of Imaam 'Abd al-Muṭ
Q106372,al-Haarith bin al-Haarith,al-Haarith son of al-Haarith
Q106380,Ghaziya bint  Qays,Ghaziya daughter of  Qays
Q106382,al-Awwam bin Khuwaylid,al-Awwam son of Khuwaylid
Q106384,al-Zubair bin al-Awwam,al-Zubair son of al-Awwam
Q106386,Saaib bin al-‘Awwām,Saaib son of al-‘Awwām
Q106388,Hind  bint Al-Awwam,Hind  daughter of Al-Awwam
Q106390,Abdulkaaba bin  Awwam,Abdulkaaba son of  Awwam
Q106396,Khawla bint Qays,Khawla daughter of Qays
Q106398,Umar bin Hamza,Umar son of Hamza
Q106400,Umara bint Hamza,Umara daughter of Hamza
Q106404,Salma bint Umays,Salma daughter of Umays
Q106406,Imama bint Hamza,Imama daughter of Hamza
Q106408,Amr bin Hamza,Amr son of Hamza
Q106412,Ya'la bin Hamza,Ya'la son of Hamza
Q106414,Umm al-Fadl bint al-Harith,Umm al-Fadl daughter of al-Harith
Q106416,al-Fadl bin al-Abbas,al-Fadl son of al-Abbas
Q106420,Qathm bin al-ʿAbbās,Qathm son of al-ʿAbbās
Q106426,Abdur Rehmaan bin al-ʿAbbās,Abdur Rehmaan son of al-ʿAbbās
Q106428,Ma'bad bin al-ʿAbbās,Ma'bad son of al-ʿAbbās
Q106432,al-Haaritha bin al-ʿAbbās,al-Haaritha son of al-ʿAbbās
Q106436,Fatima bint Junayd  from the Al-Harith clan of the Quraysh t,Fatima daughter of Junayd  from the Al-Harith clan of the Quraysh t
Q106438,Hajila bint  Jundub,Hajila daughter of  Jundub
Q106442,kerabatnya Malik bin Adiy dari Bani Najjar,kerabatnya Malik son of Adiy dari Bani Najjar
Q106448,Awf bin Abdul-Awf,Awf son of Abdul-Awf
Q106452,Uhaihah bin Julah,Uhaihah son of Julah
Q106454,Amr bin Uhaihah bin Julah,Amr son of Uhaihah son of Julah
Q106456,Mabad bin Uhaihah bin Julah,Mabad son of Uhaihah son of Julah
Q106460,Qayla bint Amr,Qayla daughter of Amr
Q106462,Halah (Hind) bint  Amr,Halah (Hind) daughter of  Amr
Q106468,Atikah bint Murrah,Atikah daughter of Murrah
Q106484,Barrah bin Imaam ‘Abd al-Manāf,Barrah son of Imaam ‘Abd al-Manāf
Q106500,Sayyidna Miqdaad al-Aswad bin 'Amr al-Bahrawi,Sayyidna Miqdaad al-Aswad son of 'Amr al-Bahrawi
Q106506,Abu Ateeq Muhammad bin Abdul-Rahman,Abu Ateeq Muhammad son of Abdul-Rahman
Q106510,Fatima bint  Abu Hubaysh,Fatima daughter of  Abu Hubaysh
Q106512,Zaynab  bint Khuzayma,Zaynab  daughter of Khuzayma
Q106514,Umm Habiba Ramla bint Abi Sufyan,Umm Habiba Ramla daughter of Abi Sufyan
Q106518,Mus'ab al-Khayr bin Umayr,Mus'son of al-Khayr bin Umayr
Q106520,Al-Fara bint Abi Sufyan,Al-Fara daughter of Abi Sufyan
Q106522,Abdullah bin Abi Ahmad,Abdullah son of Abi Ahmad
Q106524,Abdul-Rahman bin Awf,Abdul-Rahman son of Awf
Q106526,No Name  Zauja-e-Sayyidna Abdullah bin Muhammad,No Name  Zauja-e-Sayyidna Abdullah son of Muhammad
Q106528,Sayyidna 'Abbas bin Abdullah bin Muhammad bin Aqeel,Sayyidna 'Abbas son of Abdullah son of Muhammad son of Aqeel
Q106540,Ka‘b bin  al-Khazraj,Ka‘b son of  al-Khazraj
Q106542,al-Khazraj bin  Ka'b,al-Khazraj son of  Ka'b
Q106552,al-'Abbas al-Mahlous bin Ishaq bin Ja'afar,al-'Abbas al-Mahlous son of Ishaq son of Ja'afar
Q106554,Muhammad bin Ishaq bin Ja'afar,Muhammad son of Ishaq son of Ja'afar
Q106556,'Ali bin Ishaq bin Ja'afar,'Ali son of Ishaq son of Ja'afar
Q106558,Musa bin Ishaq bin Ja'afar,Musa son of Ishaq son of Ja'afar
Q106560,al-Qasem bin Ishaq bin Ja'afar,al-Qasem son of Ishaq son of Ja'afar
Q106562,'Abdullah bin Ishaq bin Ja'afar,'Abdullah son of Ishaq son of Ja'afar
Q106564,al-Husain bin Ishaq bin Ja'afar,al-Husain son of Ishaq son of Ja'afar
Q106566,al-Hasan bin Ishaq bin Ja'afar,al-Hasan son of Ishaq son of Ja'afar
Q106568,Ishaq bin Ibrahim bin al-Hasan,Ishaq son of Ibrahim son of al-Hasan
Q106570,Zayd bin 'Abdullah bin al-Hasan,Zayd son of 'Abdullah son of al-Hasan
Q106572,No Name  Zauja-e-al-Qasem bin al-Hasan,No Name  Zauja-e-al-Qasem son of al-Hasan
Q106574,Muhammad bin al-Qasem bin al-Hasan,Muhammad son of al-Qasem son of al-Hasan
Q106576,Hasan bin al-Qasem bin al-Hasan,Hasan son of al-Qasem son of al-Hasan
Q106578,"Abdur Rahman ""Shajari"" bin al-Qasem bin al-Hasan","Abdur Rahman ""Shajari"" son of al-Qasem son of al-Hasan"
Q106580,Sayyidna Shujah bin Abu'l Hasan bin al-Husain,Sayyidna Shujah son of Abu'l Hasan son of al-Husain
Q106582,Abdullah bin  Ali,Abdullah son of  Ali
Q106590,Sulaiman bin  Idris al-Akbar I,Sulaiman son of  Idris al-Akbar I
Q106596,'Abdallah as Saffah bin  Idris (Idris II),'Abdallah as Saffah son of  Idris (Idris II)
Q106598,Muhammad bin Sulayman,Muhammad son of Sulayman
Q106600,Dawud bin Sulayman,Dawud son of Sulayman
Q106602,Aisha bint Sidi Sulayman,Aisha daughter of Sidi Sulayman
Q106606,Qasim bin  Muhammad al-Dibaj,Qasim son of  Muhammad al-Dibaj
Q106614,al-Hassan bin Muhammad  al-Mahdi,al-Hassan son of Muhammad  al-Mahdi
Q106628,Ali bin Musa al-Jawn,Ali son of Musa al-Jawn
Q106630,Ibrahim bin Musa al-Jawn,Ibrahim son of Musa al-Jawn
Q106646,al-Abbas bin Ja'far al-Sadiq,al-Abbas son of Ja'far al-Sadiq
Q106648,Abu Bakr bin Ja'far al-Sadiq,Abu Bakr son of Ja'far al-Sadiq
Q106650,Asma bint Ja'far al-Sadiq,Asma daughter of Ja'far al-Sadiq
Q106652,Fatima bint  Ali,Fatima daughter of  Ali
Q106656,Ismail bin al-Arqat,Ismail son of al-Arqat
Q106665,Na'im al-Lakhmi II bin Na'im al-Lakhmi I,Na'im al-Lakhmi II son of Na'im al-Lakhmi I
Q106669,No Name  (1) Zauja-e-Imaam Isma'il bin Ja'afar us,No Name  (1) Zauja-e-Imaam Isma'il son of Ja'afar us
Q106673,Sayyidi Musa  Ahmad? bin Imaam Isma'il Imaam Isma'il/,Sayyidi Musa  Ahmad? son of Imaam Isma'il Imaam Isma'il/
Q106675,Sayyidi 'Ali bin Imaam Isma'il,Sayyidi 'Ali son of Imaam Isma'il
Q106679,Muhammad bin Isma'il,Muhammad son of Isma'il
Q106683,al-Qasim bin al-Aftah,al-Qasim son of al-Aftah
Q106685,Ja'far bin al-Aftah,Ja'far son of al-Aftah
Q106689,Musa bin al-Aftah,Musa son of al-Aftah
Q106691,Muhammad bin al-Aftah,Muhammad son of al-Aftah
Q106695,"'Ali al-Asghar ""Muhaddith"" bin 'Umar bin 'Umar al-Ashraf","'Ali al-Asghar ""Muhaddith"" son of 'Umar son of 'Umar al-Ashraf"
Q106697,Hasan bin 'Ali bin 'Umar al-Ashraf,Hasan son of 'Ali son of 'Umar al-Ashraf
Q106715,Ja'afar Abi Abdullah bin Muhammad bin Zayd,Ja'afar Abi Abdullah son of Muhammad son of Zayd
Q106717,No Name  Zauja-e-'Isa bin Zayd bin Ali,No Name  Zauja-e-'Isa son of Zayd son of Ali
Q106719,Ahmad bin 'Isa bin Zayd,Ahmad son of 'Isa son of Zayd
Q106721,Zayd bin Isa,Zayd son of Isa
Q106723,Hasan Ghaffar bin 'Isa bin Zayd,Hasan Ghaffar son of 'Isa son of Zayd
Q106725,Muhammad bin 'Isa bin Zayd,Muhammad son of 'Isa son of Zayd
Q106739,No Name  Zauja-e-Ali bin Zayd,No Name  Zauja-e-Ali son of Zayd
Q106741,Qasim bin Ali bin Zayd,Qasim son of Ali son of Zayd
Q106743,"""Abu'l Hasan"" Yahya as-Shaheed bin al-Husain Zul-Damama","""Abu'l Hasan"" Yahya as-Shaheed son of al-Husain Zul-Damama"
Q106745,'Ali bin al-Husain Zul-Damama,'Ali son of al-Husain Zul-Damama
Q106749,No Name  Zauja-e-Muhammad bin Hasan,No Name  Zauja-e-Muhammad son of Hasan
Q106751,al-Fadhl bin Muhammad bin Hasan,al-Fadhl son of Muhammad son of Hasan
Q106759,No Name  Zauja-e-Sayyidna Maimoon bin 'Amr,No Name  Zauja-e-Sayyidna Maimoon son of 'Amr
Q106761,Sayyidna Muhammad bin Maimoon bin 'Amar bin Abdullaah bin Muslim,Sayyidna Muhammad son of Maimoon son of 'Amar son of Abdullaah son of Muslim
Q106763,Muhammad bin Faraj bin Mubarak,Muhammad son of Faraj son of Mubarak
Q106765,NN Zauja-e-'Abd bin Imaam Quṣayy,NN Zauja-e-'Abd son of Imaam Quṣayy
Q106767,No Name  Zauje-Naufal bin al-Haarith,No Name  Zauje-Naufal son of al-Haarith
Q106769,Abdul-Muttalib bin  Rabī‘ah,Abdul-Muttalib son of  Rabī‘ah
Q106773,Asma bint Abi Bakr,Asma daughter of Abi Bakr
Q106775,Urwah bin al-Zubayr,Urwah son of al-Zubayr
Q106777,Khadija bint  Zubayr,Khadija daughter of  Zubayr
Q106779,alMuhajer bin  alAsadi alQurashi,alMuhajer son of  alAsadi alQurashi
Q106781,al-Munthir bin al-Zubair,al-Munthir son of al-Zubair
Q106783,Um Hassan bint al Asadi al Qurashi,Um Hassan daughter of al Asadi al Qurashi
Q106785,Aisha bint  Zubayr,Aisha daughter of  Zubayr
Q106787,Asem bin  alAsadi alQurashi,Asem son of  alAsadi alQurashi
Q106793,al-Hala bint Qays,al-Hala daughter of Qays
Q106801,Rabbab bint Unayf i al-kalbiyyah,Rabbab daughter of Unayf i al-kalbiyyah
Q106803,Mus'ab bin az-Zubayr,Mus'son of bin az-Zubayr
Q106807,Tumadir bint  Al-Asbagh,Tumadir daughter of  Al-Asbagh
Q106809,Safiya bint  Mahmiya,Safiya daughter of  Mahmiya
Q106811,Amra bint  Yazid,Amra daughter of  Yazid
Q106815,Al-Abbas bin Abdullah,Al-Abbas son of Abdullah
Q106817,Zur'ah bint Musharah,Zur'ah daughter of Musharah
Q106821,Shamaila  Bint Abi Hana'ah,Shamaila  daughter of Abi Hana'ah
Q106823,Abdul-Rahman bin Abdullah,Abdul-Rahman son of Abdullah
Q106825,Rayta bint Ubaidullah,Rayta daughter of Ubaidullah
Q106827,No Name  Zauja-e-Abdur Rehmaan bin al-ʿAbbās,No Name  Zauja-e-Abdur Rehmaan son of al-ʿAbbās
Q106839,Hilal bint al-Hawāzin,Hilal daughter of al-Hawāzin
Q106845,Abdul-Dar bin Qusay,Abdul-Dar son of Qusay
Q106847,Abdul-Uzza bin Qusay,Abdul-Uzza son of Qusay
Q106851,'Abla  Zauja-e-'Abd Shams bin Imaam ‘Abd al-Man,'Abla  Zauja-e-'Abd Shams son of Imaam ‘Abd al-Man
Q106855,Hamnah bint Sufyan,Hamnah daughter of Sufyan
Q106857,Sukhayla bint  Khuza'i,Sukhayla daughter of  Khuza'i
Q106859,Tufail bin al-Haarith,Tufail son of al-Haarith
Q106863,Na'ila  bint al-Furafisa,Na'ila  daughter of al-Furafisa
Q106865,Fakhitah bint  Ghazwan,Fakhitah daughter of  Ghazwan
Q106869,Imam Abdullah Bin Usman,Imam Abdullah son of Usman
Q106871,Umm Banin bint  Eenyah,Umm Banin daughter of  Eenyah
Q106873,Ramla bint Shaiba,Ramla daughter of Shaiba
Q106877,Umm Aban bint  Uthman,Umm Aban daughter of  Uthman
Q106879,Umm Amr bint  Uthman,Umm Amr daughter of  Uthman
Q106881,Zayd  bin Zayd,Zayd  son of Zayd
Q106883,Ruqayya  bint Zayd,Ruqayya  daughter of Zayd
Q106885,Abu Salama bin Abdul-Rahman bin Awf,Abu Salama son of Abdul-Rahman son of Awf
Q106887,Hamida bin  Abdur Rahman,Hamida son of  Abdur Rahman
Q106901,al-Khazraj bin  Abu Habib,al-Khazraj son of  Abu Habib
Q106903,Harith bin  al-Khazraj,Harith son of  al-Khazraj
Q106933,"'Ali bin Abdur Rahman ""Shajari""","'Ali son of Abdur Rahman ""Shajari"""
Q106935,Sayyidna Abdul Rehman bin Shujah bin Abu'l Hasan,Sayyidna Abdul Rehman son of Shujah son of Abu'l Hasan
Q106937,Abdul Azim bin  Abdullah,Abdul Azim son of  Abdullah
Q106939,Husna  Husna bint Sulayman Al-Najjar,Husna  Husna daughter of Sulayman Al-Najjar
Q106941,Mashish bin Idris II,Mashish son of Idris II
Q106943,Yahya bin Idris II,Yahya son of Idris II
Q106945,Dawud bin Idris II,Dawud son of Idris II
Q106947,Hamza bin Idris II,Hamza son of Idris II
Q106949,Al-Qasim bin Idris II,Al-Qasim son of Idris II
Q106951,Ahmad bin Idris II,Ahmad son of Idris II
Q106953,Abdullah bin Idris II,Abdullah son of Idris II
Q106955,Idris bin Idris,Idris son of Idris
Q106957,Ja'far bin Idris II,Ja'far son of Idris II
Q106959,Ali bin Idris II,Ali son of Idris II
Q106961,Umar bin Idris II,Umar son of Idris II
Q106963,Isa bin Idris II,Isa son of Idris II
Q106971,Muhammad bin  'Abdallah,Muhammad son of  'Abdallah
Q106973,Abdullah bin  'Abdallah,Abdullah son of  'Abdallah
Q106975,Aïssa bint  'Abdallah,Aïssa daughter of  'Abdallah
Q106977,Idriss bin  'Abdallah,Idriss son of  'Abdallah
Q106979,Ahmed bin  'Abdallah,Ahmed son of  'Abdallah
Q106981,Jaâfar bin  'Abdallah,Jaâfar son of  'Abdallah
Q106983,Yahia bin  'Abdallah,Yahia son of  'Abdallah
Q106985,Qassim bin  'Abdallah,Qassim son of  'Abdallah
Q106987,Omar bin  'Abdallah,Omar son of  'Abdallah
Q106989,Ali bin  'Abdallah,Ali son of  'Abdallah
Q106991,Daoud bin  'Abdallah,Daoud son of  'Abdallah
Q106993,Hamza bin  'Abdallah,Hamza son of  'Abdallah
Q107005,Umm Kulthum bint  Qasim,Umm Kulthum daughter of  Qasim
Q107007,Abdullah bin  Qasim,Abdullah son of  Qasim
Q107009,Yahya bin Qasim,Yahya son of Qasim
Q107013,Muhammad  BIN HASSAN,Muhammad  son of HASSAN
Q107029,"Musa ""Muwarrath"" bin Dawood ""Muwarrath""","Musa ""Muwarrath"" son of Dawood ""Muwarrath"""
Q107031,Husayn al-Ukhaidhir bin  Ali,Husayn al-Ukhaidhir son of  Ali
Q107033,Yusuf al-Ukhaidhir bin  Ibrahim,Yusuf al-Ukhaidhir son of  Ibrahim
Q107037,Muhammad bin Ibrahim Tabataba,Muhammad son of Ibrahim Tabataba
Q107113,Ja'far bin al-Uraydi,Ja'far son of al-Uraydi
Q107117,Ahmad bin al-Uraydi,Ahmad son of al-Uraydi
Q107121,Aisha bint Ali al-Uraydi,Aisha daughter of Ali al-Uraydi
Q107123,Muhd al-Jawwab bin al-Uraydhi,Muhd al-Jawwab son of al-Uraydhi
Q107137,Fatimah bint Muhammad al-Dibaj,Fatimah daughter of Muhammad al-Dibaj
Q107143,No Name  Zauja-e-Hamzah bin Imaam Ja'afar,No Name  Zauja-e-Hamzah son of Imaam Ja'afar
Q107145,al-Qasim bin Hamzah bin Ja'afar,al-Qasim son of Hamzah son of Ja'afar
Q107147,Hamzah bin Hamzah bin Ja'afar,Hamzah son of Hamzah son of Ja'afar
Q107149,'Ali bin Hamzah bin Ja'afar,'Ali son of Hamzah son of Ja'afar
Q107159,'Itaf bin Na'im al-Lakhmi II,'Itaf son of Na'im al-Lakhmi II
Q107163,Fatima bint Dawud Al-Farisi,Fatima daughter of Dawud Al-Farisi
Q107167,"Sayyidi Ismail bin Imaam Muhammad ""ash-Shakir""","Sayyidi Ismail son of Imaam Muhammad ""ash-Shakir"""
Q107169,"Sayyidi 'Ali bin Imaam Muhammad ""ash-Shakir""","Sayyidi 'Ali son of Imaam Muhammad ""ash-Shakir"""
Q107171,"Sayyidi al-Husain bin Imaam Muhammad ""ash-Shakir""","Sayyidi al-Husain son of Imaam Muhammad ""ash-Shakir"""
Q107173,"Imaam 'Abdullah ""Ahmad al-Wafi"" bin Imaam Muhammad ""ash-Shakir""","Imaam 'Abdullah ""Ahmad al-Wafi"" son of Imaam Muhammad ""ash-Shakir"""
Q107175,"Sayyidi Yahya bin Imaam Muhammad ""ash-Shakir""","Sayyidi Yahya son of Imaam Muhammad ""ash-Shakir"""
Q107177,Sayyida Surrah binte Sayyidna Mansoor bin Jaushan,Sayyida Surrah binte Sayyidna Mansoor son of Jaushan
Q107179,Sayyida Rabta binte Qamas bin Nooh,Sayyida Rabta binte Qamas son of Nooh
Q107181,No Name  Zauja-e-Sayyidi Musa bin Imaam Isma'il,No Name  Zauja-e-Sayyidi Musa son of Imaam Isma'il
Q107183,Sayyid Ja'afar bin Musa bin Ismail,Sayyid Ja'afar son of Musa son of Ismail
Q107185,Sayyid al-Husain bin Musa bin Ismail,Sayyid al-Husain son of Musa son of Ismail
Q107187,Sayyid al-Hasan bin Musa bin Ismail,Sayyid al-Hasan son of Musa son of Ismail
Q107189,"Sayyid ""Abu Ibrahim"" Ismail bin Musa bin Ismail","Sayyid ""Abu Ibrahim"" Ismail son of Musa son of Ismail"
Q107191,Sayyid Muhammad bin Musa bin Ismail,Sayyid Muhammad son of Musa son of Ismail
Q107193,Sayyid 'Ali bin Musa bin Ismail,Sayyid 'Ali son of Musa son of Ismail
Q107195,No Name  Zauja-e-Sayyidi 'Ali bin Imaam Isma'il,No Name  Zauja-e-Sayyidi 'Ali son of Imaam Isma'il
Q107197,Sayyid Muhammad bin 'Ali bin Ismail,Sayyid Muhammad son of 'Ali son of Ismail
Q107199,Sayyid Ismail bin 'Ali bin Ismail,Sayyid Ismail son of 'Ali son of Ismail
Q107201,Sayyid Faateh bin 'Ali bin Ismail,Sayyid Faateh son of 'Ali son of Ismail
Q107205,al-Hassan bin al-Qasem,al-Hassan son of al-Qasem
Q107207,Mohammed bin al-Qasem,Mohammed son of al-Qasem
Q107209,al-Hussein bin al-Qasem,al-Hussein son of al-Qasem
Q107211,Mousa bin al-Qasem,Mousa son of al-Qasem
Q107213,Obaidallah bin al-Qasem,Obaidallah son of al-Qasem
Q107215,Muhammad bin Ja'far,Muhammad son of Ja'far
Q107217,Muhammad bin Musa,Muhammad son of Musa
Q107219,Ibrahim bin Muhammad,Ibrahim son of Muhammad
Q107223,"al-Qasem bin 'Ali al-Asghar ""Muhaddith""","al-Qasem son of 'Ali al-Asghar ""Muhaddith"""
Q107225,"'Umar ash-Shajari bin 'Ali al-Asghar ""Muhaddith""","'Umar ash-Shajari son of 'Ali al-Asghar ""Muhaddith"""
Q107227,"Abu Muhammad Hasan bin 'Ali al-Asghar ""Muhaddith""","Abu Muhammad Hasan son of 'Ali al-Asghar ""Muhaddith"""
Q107241,Muhammad Khatib bin Ja'afar bin Muhammad,Muhammad Khatib son of Ja'afar son of Muhammad
Q107243,Ahmad Miskeen bin Ja'afar bin Muhammad,Ahmad Miskeen son of Ja'afar son of Muhammad
Q107245,Ghasm bin Ja'afar bin Muhammad,Ghasm son of Ja'afar son of Muhammad
Q107247,Muhammad Alam bin Ahmad bin 'Isa,Muhammad Alam son of Ahmad son of 'Isa
Q107249,No Name  Zauja-e-Muhammad bin 'Isa,No Name  Zauja-e-Muhammad son of 'Isa
Q107251,Ahmad bin Muhammad bin 'Isa,Ahmad son of Muhammad son of 'Isa
Q107253,Aqa bin Muhammad bin 'Isa,Aqa son of Muhammad son of 'Isa
Q107255,Sayyidna Ali Mazlaghe bin Muhammad bin 'Isa,Sayyidna Ali Mazlaghe son of Muhammad son of 'Isa
Q107269,Hasan bin Qasim bin Ali,Hasan son of Qasim son of Ali
Q107271,No Name  Zauja-e-Yahya bin al-Husain Zul-Damama,No Name  Zauja-e-Yahya son of al-Husain Zul-Damama
Q107273,Hamza bin Yahya bin al-Husain,Hamza son of Yahya son of al-Husain
Q107275,Muhammad Afsasi bin Yahya bin al-Husain,Muhammad Afsasi son of Yahya son of al-Husain
Q107277,al-Hasan az-Zahid bin Yahya bin al-Husain,al-Hasan az-Zahid son of Yahya son of al-Husain
Q107279,al-Husain az-Zahid bin Yahya bin al-Husain,al-Husain az-Zahid son of Yahya son of al-Husain
Q107281,al-Qasem bin Yahya bin al-Husain,al-Qasem son of Yahya son of al-Husain
Q107283,Yahya bin Yahya bin al-Husain,Yahya son of Yahya son of al-Husain
Q107285,'Isa bin Yahya bin al-Husain,'Isa son of Yahya son of al-Husain
Q107287,'Amr bin Yahya bin al-Husain,'Amr son of Yahya son of al-Husain
Q107289,"""Abu 'Ali"" Umar bin Yahya bin al-Husain","""Abu 'Ali"" Umar son of Yahya son of al-Husain"
Q107291,No Name  Zauja-e-'Ali bin al-Husain Zul-Damama,No Name  Zauja-e-'Ali son of al-Husain Zul-Damama
